packet_id,source_elapsed_s,send_monotonic_ns,datagram_bytes,receive_monotonic_ns,received,measured_delay_ms
0,0.0,2565245698083,1124,2565605213690.0,True,359.515607
1,1.0,2566245452558,1124,2566576791447.0,True,331.338889
2,2.0,2567238166807,1124,2567537087416.0,True,298.920609
3,3.0,2568238303047,1124,2568552636058.0,True,314.333011
4,4.0,2569239051518,1124,2569612743441.0,True,373.691923
5,5.0,2570246200297,1124,2570436743070.0,True,190.542773
6,6.0,2571238295471,1124,2571487615099.0,True,249.319628
7,7.0,2572247317819,1124,2572446631463.0,True,199.313644
8,8.0,2573288649993,1124,2573593712563.0,True,305.06257
9,9.0,2574366032873,1124,2574653070671.0,True,287.037798
10,10.0,2575238113390,1126,2575613808153.0,True,375.694763
11,11.0,2576243504472,1126,,False,
12,12.0,2577238433824,1126,2577671409996.0,True,432.976172
13,13.0,2578238248138,1126,2578528412925.0,True,290.164787
14,14.0,2579238108474,1126,2579480398256.0,True,242.289782
15,15.0,2580238163573,1126,2580521262156.0,True,283.098583
16,16.0,2581238067619,1126,,False,
17,17.0,2582238520052,1126,2582515490424.0,True,276.970372
18,18.0,2583238646514,1126,2583548413983.0,True,309.767469
19,19.0,2584238226658,1126,2584512249589.0,True,274.022931
20,20.0,2585238199770,1126,2585483739043.0,True,245.539273
21,21.0,2586238495427,1126,2586551214242.0,True,312.718815
22,22.0,2587238193292,1126,2587628048832.0,True,389.85554
23,23.0,2588238496682,1126,2588572263307.0,True,333.766625
24,24.0,2589238132763,1126,2589529635009.0,True,291.502246
25,25.0,2590238226671,1126,2590502311772.0,True,264.085101
26,26.0,2591240389093,1126,2591706365805.0,True,465.976712
27,27.0,2592238752104,1126,2592680169318.0,True,441.417214
28,28.0,2593238488571,1126,2593529906588.0,True,291.418017
29,29.0,2594238150093,1126,2594383714561.0,True,145.564468
30,30.0,2595239099722,1126,2595697977008.0,True,458.877286
31,31.0,2596243087166,1126,2596617347950.0,True,374.260784
32,32.0,2597240108195,1126,2597573863916.0,True,333.755721
33,33.0,2598246580231,1126,2598470060720.0,True,223.480489
34,34.0,2599238269827,1126,2599548016816.0,True,309.746989
35,35.0,2600238223438,1126,,False,
36,36.0,2601238275091,1126,2601581845868.0,True,343.570777
37,37.0,2602238083100,1126,2602721249037.0,True,483.165937
38,38.0,2603238130567,1126,2603414047511.0,True,175.916944
39,39.0,2604239594576,1126,2604478304784.0,True,238.710208
40,40.0,2605245576801,1126,2605499179277.0,True,253.602476
41,41.0,2606247371898,1126,2606732335774.0,True,484.963876
42,42.0,2607239003614,1126,,False,
43,43.0,2608239373983,1126,2608524410845.0,True,285.036862
44,44.0,2609240685514,1126,2609586142793.0,True,345.457279
45,45.0,2610243192389,1126,2610632291531.0,True,389.099142
46,46.0,2611240244168,1126,,False,
47,47.0,2612238545788,1126,2612679512575.0,True,440.966787
48,48.0,2613251794429,1126,2613533135373.0,True,281.340944
49,49.0,2614241022378,1126,2614658155055.0,True,417.132677
50,50.0,2615238331071,1126,,False,
51,51.0,2616238239405,1126,2616570945991.0,True,332.706586
52,52.0,2617239278192,1126,2617660610793.0,True,421.332601
53,53.0,2618238095494,1126,2618407351317.0,True,169.255823
54,54.0,2619238132508,1126,2619704242768.0,True,466.11026
55,55.0,2620238707272,1126,2620488709564.0,True,250.002292
56,56.0,2621238155798,1126,2621486542682.0,True,248.386884
57,57.0,2622238202497,1126,2622553439895.0,True,315.237398
58,58.0,2623240192730,1126,2623495504761.0,True,255.312031
59,59.0,2624238093375,1126,2624546414241.0,True,308.320866
60,60.0,2625238151823,1126,2625618449366.0,True,380.297543
61,61.0,2626238061960,1126,2626439557948.0,True,201.495988
62,62.0,2627238442157,1126,2627516560512.0,True,278.118355
63,63.0,2628238243296,1126,2628498542302.0,True,260.299006
64,64.0,2629238564581,1126,2629513651901.0,True,275.08732
65,65.0,2630240591979,1126,2630692978653.0,True,452.386674
66,66.0,2631239030743,1126,2631558733231.0,True,319.702488
67,67.0,2632239113735,1126,2632501449939.0,True,262.336204
68,68.0,2633238226715,1126,2633616746083.0,True,378.519368
69,69.0,2634238212737,1126,2634522568071.0,True,284.355334
70,70.0,2635238233203,1126,2635487478876.0,True,249.245673
71,71.0,2636238173573,1126,2636518521456.0,True,280.347883
72,72.0,2637238096401,1126,2637524479188.0,True,286.382787
73,73.0,2638238015846,1126,2638535398674.0,True,297.382828
74,74.0,2639241157424,1126,2639440837655.0,True,199.680231
75,75.0,2640248712920,1126,2640577147096.0,True,328.434176
76,76.0,2641241181126,1126,2641573011841.0,True,331.830715
77,77.0,2642248066026,1126,2642489158280.0,True,241.092254
78,78.0,2643241327887,1126,2643553144413.0,True,311.816526
79,79.0,2644239514280,1126,2644704069554.0,True,464.555274
80,80.0,2645238356115,1126,2645583625286.0,True,345.269171
81,81.0,2646250598722,1126,2646655907355.0,True,405.308633
82,82.0,2647241758517,1126,2647502586463.0,True,260.827946
83,83.0,2648248819822,1126,2648493564907.0,True,244.745085
84,84.0,2649238862401,1126,2649652467143.0,True,413.604742
85,85.0,2650243593564,1126,2650467081179.0,True,223.487615
86,86.0,2651239718344,1126,,False,
87,87.0,2652244509275,1126,2652504565050.0,True,260.055775
88,88.0,2653238828612,1126,2653599139326.0,True,360.310714
89,89.0,2654241514655,1126,2654569945544.0,True,328.430889
90,90.0,2655238134122,1126,2655469525272.0,True,231.39115
91,91.0,2656238318661,1126,2656548574898.0,True,310.256237
92,92.0,2657242301767,1126,2657506863853.0,True,264.562086
93,93.0,2658251937583,1126,2658635223979.0,True,383.286396
94,94.0,2659257787205,1126,2659569026670.0,True,311.239465
95,95.0,2660242186551,1126,,False,
96,96.0,2661239667155,1126,2661528538388.0,True,288.871233
97,97.0,2662238969246,1126,2662604589845.0,True,365.620599
98,98.0,2663243649918,1126,2663473193578.0,True,229.54366
99,99.0,2664239687352,1126,2664572969622.0,True,333.28227
100,100.0,2665239242894,1128,2665481004310.0,True,241.761416
101,101.0,2666240954106,1128,2666533714017.0,True,292.759911
102,102.0,2667245018165,1128,2667483435455.0,True,238.41729
103,103.0,2668239430760,1128,,False,
104,104.0,2669243212712,1128,2669455058417.0,True,211.845705
105,105.0,2670273464070,1128,2670638423891.0,True,364.959821
106,106.0,2671244948780,1128,2671640657596.0,True,395.708816
107,107.0,2672255506008,1128,,False,
108,108.0,2673248589635,1128,2673519597767.0,True,271.008132
109,109.0,2674243163555,1128,2674539925445.0,True,296.76189
