packet_id,source_elapsed_s,send_monotonic_ns,datagram_bytes,receive_monotonic_ns,received,measured_delay_ms
0,0.0,3133747496539,1124,3133882911589.0,True,135.41505
1,0.5,3134243465155,1124,3134431439982.0,True,187.974827
2,1.0,3134739988540,1124,3135003934513.0,True,263.945973
3,1.5,3135239773466,1124,3135468873267.0,True,229.099801
4,2.0,3135747421516,1124,3135943867662.0,True,196.446146
5,2.5,3136243563576,1124,,False,
6,3.0,3136739985926,1124,3136978504255.0,True,238.518329
7,3.5,3137245166992,1124,3137487337332.0,True,242.17034
8,4.0,3138172370285,1124,3138348702000.0,True,176.331715
9,4.5,3138239604645,1124,3138749142917.0,True,509.538272
10,5.0,3138748448093,1125,,False,
11,5.5,3139241610925,1125,3139428135707.0,True,186.524782
12,6.0,3139738818900,1125,3140025741998.0,True,286.923098
13,6.5,3140242980643,1125,3140387031821.0,True,144.051178
14,7.0,3140741290901,1125,3140949878271.0,True,208.58737
15,7.5,3141245916517,1125,3141405462711.0,True,159.546194
16,8.0,3141750816472,1125,3141897118682.0,True,146.30221
17,8.5,3142244703278,1125,3142424594667.0,True,179.891389
18,9.0,3142740373641,1125,3143005704904.0,True,265.331263
19,9.5,3143239557748,1125,3143434496567.0,True,194.938819
20,10.0,3143740013132,1126,3143886880341.0,True,146.867209
21,10.5,3144239393900,1126,3144527210393.0,True,287.816493
22,11.0,3144740594444,1126,3145003410071.0,True,262.815627
23,11.5,3145241779519,1126,3145369356573.0,True,127.577054
24,12.0,3145741959919,1126,3146010744178.0,True,268.784259
25,12.5,3146246181143,1126,3146455256786.0,True,209.075643
26,13.0,3146740907656,1126,3146937689375.0,True,196.781719
27,13.5,3147239245232,1126,3147432321451.0,True,193.076219
28,14.0,3147745649582,1126,3148022217965.0,True,276.568383
29,14.5,3148243266753,1126,3148513298520.0,True,270.031767
30,15.0,3148739299205,1126,3148945304308.0,True,206.005103
31,15.5,3149239433477,1126,3149413386478.0,True,173.953001
32,16.0,3149739236000,1126,3149910639307.0,True,171.403307
33,16.5,3150240937068,1126,3150389301368.0,True,148.3643
34,17.0,3150741942019,1126,3150940566852.0,True,198.624833
35,17.5,3151245445501,1126,3151742883035.0,True,497.437534
36,18.0,3151742356217,1126,3151950963231.0,True,208.607014
37,18.5,3152241360640,1126,3152438681885.0,True,197.321245
38,19.0,3152750464055,1126,3152869917066.0,True,119.453011
39,19.5,3153246078842,1126,3153494832813.0,True,248.753971
40,20.0,3153740665559,1126,3153902189975.0,True,161.524416
41,20.5,3154260423104,1126,3154567514103.0,True,307.090999
42,21.0,3154745254146,1126,3155009188422.0,True,263.934276
43,21.5,3155249748791,1126,3155475543306.0,True,225.794515
44,22.0,3155739612184,1126,3156035550274.0,True,295.93809
45,22.5,3156242265794,1126,3156487233585.0,True,244.967791
46,23.0,3156740230451,1126,3157009087850.0,True,268.857399
47,23.5,3157244333563,1126,3157471098041.0,True,226.764478
48,24.0,3157778636952,1126,3157977632288.0,True,198.995336
49,24.5,3158242999445,1126,3158500077702.0,True,257.078257
50,25.0,3158741634221,1126,3158836106996.0,True,94.472775
51,25.5,3159239961539,1126,3159536579376.0,True,296.617837
52,26.0,3159743139105,1126,3159961078137.0,True,217.939032
53,26.5,3160247087525,1126,3160467667322.0,True,220.579797
54,27.0,3160744707554,1126,3160962663037.0,True,217.955483
55,27.5,3161241554875,1126,3161368792443.0,True,127.237568
56,28.0,3161751632862,1126,3162026039866.0,True,274.407004
57,28.5,3162251777032,1126,3162411644036.0,True,159.867004
58,29.0,3162766030926,1126,3162935991766.0,True,169.96084
59,29.5,3163243021167,1126,3163525414019.0,True,282.392852
60,30.0,3163742188241,1126,3164012007370.0,True,269.819129
61,30.5,3164241028144,1126,3164453961728.0,True,212.933584
62,31.0,3164743741373,1126,3165058182928.0,True,314.441555
63,31.5,3165243983383,1126,3165437765980.0,True,193.782597
64,32.0,3165742684227,1126,3165895054791.0,True,152.370564
65,32.5,3166242356959,1126,3166470342812.0,True,227.985853
66,33.0,3166959741037,1126,3167189791375.0,True,230.050338
67,33.5,3167243465720,1126,3167422401537.0,True,178.935817
68,34.0,3167745925008,1126,3167919519136.0,True,173.594128
69,34.5,3169590432425,1126,3169756709933.0,True,166.277508
70,35.0,3169590600309,1126,3169787008606.0,True,196.408297
71,35.5,3169590627002,1126,,False,
72,36.0,3169744500005,1126,3169933389800.0,True,188.889795
73,36.5,3170240598544,1126,3170480834042.0,True,240.235498
74,37.0,3170739470266,1126,3171005444894.0,True,265.974628
75,37.5,3171242830652,1126,3171442308263.0,True,199.477611
76,38.0,3171739138963,1126,3171894141042.0,True,155.002079
77,38.5,3172254801460,1126,3172339242196.0,True,84.440736
78,39.0,3172760009486,1126,3173053481642.0,True,293.472156
79,39.5,3173251642692,1126,3173499846241.0,True,248.203549
80,40.0,3173745541350,1126,3173952831583.0,True,207.290233
81,40.5,3174239107253,1126,3174396742101.0,True,157.634848
82,41.0,3174748213520,1126,3174986565595.0,True,238.352075
83,41.5,3175243303159,1126,3175437765003.0,True,194.461844
