time_s,x_gt,y_gt,heading_gt,dx_gt,dy_gt,dheading_gt,position_error_m,heading_error_rad,v_forward_mps,omega_rad_s,delta_v_asymmetry,vibration_rms,surface,speed_setting,turn_type,vibration_level
0.0,0.8834744076517242,-0.4092428420566462,1.5384602914066994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ROUGH,LOW,STRAIGHT,LOW
0.100024880471615,0.883472344014514,-0.4092428420566462,1.538539187143611,-2.0636372102256217e-06,0.0,7.889573691155505e-05,2.0636372102256217e-06,7.889573691155505e-05,0.0,0.0,0.0,0.0,ROUGH,LOW,STRAIGHT,LOW
0.2000497609432301,0.883472344014514,-0.4092473734802984,1.5384831359728397,0.0,-4.531423652198718e-06,-5.6051170771231895e-05,4.531423652198718e-06,5.6051170771231895e-05,0.0,0.0,0.0,0.8789093339816474,ROUGH,LOW,STRAIGHT,LOW
0.3000746414148452,0.883472344014514,-0.4092473734802984,1.5384831359728397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2087237633471493,ROUGH,LOW,STRAIGHT,LOW
0.4000995218864602,0.883471223254501,-0.4092642268187406,1.5382366789435435,-1.120760013018085e-06,-1.6853338442202048e-05,-0.0002464570292961543,1.68905630354404e-05,0.0002464570292961543,0.0,0.0,0.0,20.38758723903345,ROUGH,LOW,STRAIGHT,LOW
0.5001244023580753,0.8834619899560405,-0.4092642268187406,1.5378772271262395,-9.233298460475936e-06,0.0,-0.0003594518173040129,9.233298460475936e-06,0.0003594518173040129,0.0,0.0,0.0,21.364466573811757,ROUGH,LOW,STRAIGHT,LOW
0.6001492828296904,0.8834619899560405,-0.4092674624827671,1.5378772271262395,0.0,-3.235664026490781e-06,0.0,3.235664026490781e-06,0.0,0.0,0.0,0.0,94.21144740111237,ROUGH,LOW,STRAIGHT,HIGH
0.7001741633013054,0.8834573443413771,-0.4092674624827671,1.5379974729043058,-4.6456146634010764e-06,0.0,0.00012024577806624137,4.6456146634010764e-06,0.00012024577806624137,0.0037615681268943,0.010671115253601,0.0015046272507577,122.05909311203844,ROUGH,LOW,STRAIGHT,HIGH
0.8001990437729205,0.8834606339289245,-0.4092674624827671,1.5379974729043058,3.2895875473615277e-06,0.0,0.0,3.2895875473615277e-06,0.0,0.4513881752273246,1.067111525360106,0.1504627250757749,122.23194626258486,ROUGH,LOW,SHARP_TURN,HIGH
0.9002239242445356,0.8834606339289245,-0.4092674624827671,1.5378829477040463,0.0,0.0,-0.00011452520025945212,0.0,0.00011452520025945212,1.2563637543827202,0.3628179186224363,0.0511573265257635,124.50518641308012,ROUGH,LOW,GENTLE_TURN,HIGH
1.0002488047161506,0.8834606339289245,-0.4092669921352178,1.5379627698732057,0.0,4.7034754929731193e-07,7.982216915936036e-05,4.7034754929731193e-07,7.982216915936036e-05,1.053239075530424,0.021342230507202,0.0030092545015154,124.96099426423362,ROUGH,LOW,STRAIGHT,HIGH
1.1002736851877657,0.8834571565507872,-0.4092669921352178,1.5379627698732057,-3.477378137328735e-06,0.0,0.0,3.477378137328735e-06,0.0,1.6799163254710263,-0.1387244982968126,0.0195601542598505,84.83226744355422,ROUGH,LOW,GENTLE_TURN,HIGH
1.2002985656593808,0.8834606339289245,-0.4092669921352178,1.5298805341682913,3.477378137328735e-06,0.0,-0.008082235704914398,3.477378137328735e-06,0.008082235704914398,1.4399282789751655,-0.042684461014404,0.0060185090030309,34.43574722068677,ROUGH,LOW,STRAIGHT,LOW
1.3003234461309958,0.8834606339289245,-0.4092669921352178,1.5298805341682913,0.0,0.0,0.0,0.0,0.0,0.4844899747439951,0.2987912271008298,0.0421295630212169,35.43350385181002,ROUGH,LOW,GENTLE_TURN,LOW
1.400348326602607,0.8835189500311502,-0.4093328908804979,1.5394906768114789,5.831610222573058e-05,-6.589874528012407e-05,0.009610142643187602,8.79966613474428e-05,0.009610142643187602,0.2941546275231399,4.151063833650811,0.5853000005447643,16.751185758554513,ROUGH,LOW,SHARP_TURN,LOW
1.5003732070742224,0.8835196522247489,-0.4093328908804979,1.5395107172482598,7.021935987117089e-07,0.0,2.0040436780943693e-05,7.021935987117089e-07,2.0040436780943693e-05,0.1993631107254017,6.135891270820608,0.8651606691857057,11.75550879431765,ROUGH,LOW,SHARP_TURN,LOW
1.6003980875458377,0.8835196522247489,-0.4093328908804979,1.5395107172482598,0.0,0.0,0.0,0.0,0.0,0.0624420309064465,4.385828369230034,0.6184018000614347,11.855599811957196,ROUGH,LOW,SHARP_TURN,LOW
