t_wall_unix_s,http_latency_ms,L,R,millis,enc_left,enc_right,v_forward_mps,omega_rad_s,delta_v_asymmetry,ax,ay,az,gx,gy,gz,temp,vibration_rms,gps_valid,lat,lon,alt_m,speed_mps,surface,speed_setting,turn_type,vibration_level,log_file
1784559968.3115866,750.0,0.0,-0.066596072,1197850.0,115673.0,178543.0,0.015798586132956365,0.2240934203256222,0.03159717226591273,-27.25586,1.376953,996.709,2.5275,-0.04875,-32.58875,50.0,90.52522297679778,True,37.24858983,-80.41749267,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559969.3504622,735.0,-0.080807049,-0.121096761,1198889.0,115832.0,179184.0,0.6018509003030995,5.1434775522357095,0.725230334865235,32.31445,20.41992,1120.244,0.6525,8.01375,-5.58875,50.0,125.67179456747067,True,37.24858933,-80.4174925,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559970.4987886,718.0,-0.143005984,-0.142870195,1200019.0,116671.0,180180.0,1.3804955025702343,1.675365094815366,0.2362264783689666,72.8418,-12.7832,854.1309,-6.66,1.13875,-12.83875,50.0,128.48661177853228,True,37.24858933,-80.4174925,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559971.5239277,719.0,-0.12896805,-0.150505727,1201033.0,117567.0,181112.0,1.3752293071925825,0.3841601491296383,0.054166581027279004,-79.99023,-55.26367,733.0371,8.09,5.57625,-5.27625,50.0,129.18302495303564,True,37.24858267,-80.4174925,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559972.5554032,718.0,-0.150462725,-0.150462725,1202073.0,118490.0,182046.0,1.3970464023285696,0.1173822677896116,0.016550899758335236,20.5957,24.32617,966.9238,-1.9725,-3.67375,4.09875,50.0,100.07774387800193,True,37.24858017,-80.41749217,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559973.5767708,812.0,-0.064484025,-0.064484025,1203162.0,119461.0,183032.0,1.4722777648664576,0.16006672880401565,0.022569408761366205,-48.25195,51.66992,965.459,0.2775,18.32625,-4.65125,50.0,94.6926739762953,True,37.248578,-80.41749183,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559974.7960205,718.0,0.0,-0.04298935,1204310.0,119594.0,183197.0,0.22418946036290457,0.34147568811523377,0.048148072024247965,31.82617,-28.4082,977.666,1.965,1.95125,-14.71375,50.0,37.41035953024133,True,37.24857617,-80.417492,,,ROUGH,LOW,GENTLE_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559975.77958,766.0,0.023003016,-0.092026132,1205311.0,119548.0,183615.0,0.27986066864094133,4.9513974776708904,0.6981470443515955,-31.16211,145.4199,1026.982,3.4025,-0.67375,-24.90125,50.55556,22.553411972885996,True,37.24857533,-80.41749233,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559976.7375107,703.0,0.021494675,-0.04298935,1206296.0,119259.0,184075.0,0.12864562993978756,7.992665324947192,1.126965810817554,2.529297,-79.18945,1007.939,-3.3475,-7.54875,-25.65125,50.0,18.046154777751372,True,37.2485755,-80.41749317,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559977.7438953,656.0,0.0,-0.021482399,1207264.0,119173.0,184269.0,0.08124987154091844,2.9879122710082955,0.42129563021216965,-1.376953,-18.64258,985.9668,-0.66,0.32625,-5.21375,50.0,17.322466101769656,True,37.24857367,-80.41749333,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559978.8930576,625.0,0.0,0.0,1208416.0,119173.0,184302.0,0.024826349637502857,0.3521468033688349,0.049652699275005714,8.876953,-1.064453,978.1543,-0.91,-0.23625,-0.33875,50.0,8.166742191733523,True,37.248566,-80.417499,,,ROUGH,LOW,GENTLE_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559979.7997556,734.0,0.0,0.0,1209360.0,119173.0,184302.0,0.0,0.0,0.0,5.458984,4.794922,980.5957,-0.535,-0.98625,-0.58875,50.0,5.912434477729138,True,37.24856183,-80.41750033,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559980.799728,734.0,0.0,0.0,1210314.0,119173.0,184302.0,0.0,0.0,0.0,5.947266,1.376953,981.084,-0.2225,1.07625,-0.08875,50.55556,3.887612827677164,True,37.24855817,-80.41750733,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559981.7269516,750.0,0.0,0.0,1211245.0,119173.0,184302.0,0.0,0.0,0.0,6.435547,1.865234,980.1074,-0.035,0.07625,-0.02625,50.0,0.5859480000819489,True,37.24855817,-80.417509,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559982.8105292,688.0,0.0,0.0,1212343.0,119173.0,184302.0,0.0,0.0,0.0,6.923828,2.353516,979.6191,-0.41,-1.48625,0.16125,50.0,0.0,True,37.24855833,-80.41751,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784559983.7724874,688.0,0.0,0.0,1213320.0,119173.0,184302.0,0.0,0.0,0.0,3.994141,1.376953,979.1309,-0.785,-1.98625,-0.46375,50.0,0.0,True,37.24855983,-80.4175095,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_110338.csv
1784561040.491895,828.0,0.0,0.0,2270088.0,251771.0,400747.0,0.0,0.0,0.0,13.75977,-26.94336,984.0137,-0.3475,0.76375,-0.90125,52.77778,0.0,True,37.24857433,-80.41749867,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561041.6664822,671.0,0.0,0.0,2271203.0,251771.0,400747.0,0.0,0.0,0.0,12.7832,-23.52539,981.5723,-0.3475,-0.48625,-0.46375,52.77778,0.0,True,37.24857433,-80.41749917,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561042.6364584,719.0,0.0,0.0,2272168.0,251771.0,400747.0,0.0,0.0,0.0,14.73633,-25.47852,982.5488,-0.0975,0.13875,-0.52625,53.33333,1.8054643012587848,True,37.248574,-80.41750017,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561043.62437,750.0,0.0,0.0,2273185.0,251771.0,400747.0,0.0,0.0,0.0,14.73633,-23.03711,979.6191,-0.7225,-0.86125,-0.40125,52.77778,8.40675375908196,True,37.24857417,-80.41750067,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561044.659561,672.0,0.0,0.0,2274208.0,251771.0,400747.0,0.0,0.0,0.0,12.7832,-24.99023,983.0371,0.1525,1.01375,-0.27625,52.77778,9.976485989982564,True,37.248574,-80.4175015,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561045.6537774,656.0,0.0,0.0,2275174.0,251771.0,400747.0,0.0,0.0,0.0,13.27148,-23.03711,980.1074,-1.0975,0.07625,-0.33875,53.88889,52.448113328702284,True,37.248574,-80.41750183,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561046.616412,656.0,0.0,-0.021516191,2276144.0,251771.0,400751.0,0.003009254501515498,0.04268446101440422,0.006018509003030996,72.8418,-59.16992,971.8066,0.4025,2.01375,-7.58875,52.77778,54.77347380937745,True,37.24857417,-80.41750267,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561047.576805,687.0,-0.084589023,-0.126830058,2277110.0,251891.0,401268.0,0.479223779366343,4.23643275567962,0.5973370185508263,-8.212891,-38.66211,1077.764,2.34,-3.73625,-8.21375,53.33333,68.79995921125011,True,37.24857183,-80.4175045,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561048.3064232,687.0,-0.10952302,-0.13163843,2277846.0,252368.0,401938.0,0.8629037283095689,2.059525243945003,0.29039305939624543,118.252,5.771484,906.377,-2.285,4.70125,-9.77625,53.33333,76.25341224159142,True,37.248572,-80.41750433,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561049.696874,672.0,-0.12896805,-0.150462725,2279224.0,253547.0,403307.0,1.916895117465372,2.027511898184201,0.2858791776439723,49.89258,-89.93164,877.0801,1.965,1.70125,2.34875,52.77778,100.87168942433395,True,37.24857183,-80.41750517,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561050.7193067,672.0,-0.148030791,-0.126812242,2280260.0,254517.0,404304.0,1.4798009011202462,0.28812011184722974,0.04062493577045939,125.5762,18.95508,875.6152,1.84,12.38875,-5.02625,52.77778,86.78205356795198,True,37.24857133,-80.417506,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561051.4722495,688.0,-0.142464368,-0.142291148,2280993.0,255206.0,405002.0,1.0434589984004987,0.09604003728240958,0.013541645256819751,-16.02539,114.1699,1114.385,3.1525,-8.79875,0.03625,53.33333,86.24549269337852,True,37.248572,-80.417506,,,ROUGH,LOW,STRAIGHT,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561052.6689184,703.0,0.0,0.0,2282224.0,255585.0,405384.0,0.5725106689133234,0.03201334576080303,0.004513881752273227,-9.189453,-12.29492,983.5254,-0.0975,0.01375,-0.65125,52.77778,77.03693715146368,True,37.248572,-80.41750617,,,ROUGH,LOW,STRAIGHT,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561053.6739826,734.0,0.0,-0.021473202,2283204.0,255585.0,405386.0,0.001504627250757749,0.02134223050720211,0.003009254501515498,19.13086,-20.10742,980.5957,0.34,0.88875,-2.08875,53.33333,69.39690016385286,True,37.24857233,-80.41750567,,,ROUGH,LOW,STRAIGHT,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561054.6673188,750.0,0.0,-0.063459606,2284201.0,255585.0,405479.0,0.06996516716023532,0.9924137185848982,0.13993033432047064,19.61914,15.04883,993.7793,0.09,0.01375,-15.65125,53.33333,44.59510539943773,True,37.248572,-80.41750583,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561055.643428,688.0,0.0,-0.063459606,2285168.0,255566.0,405950.0,0.3400457586712513,5.228846474264517,0.737267352871297,-80.9668,14.56055,970.8301,1.84,0.20125,-21.40125,52.77778,45.92753274282868,True,37.24857133,-80.41750633,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561056.617442,656.0,0.04298935,-0.064484025,2286136.0,255250.0,406390.0,0.09328688954698044,8.067363131722399,1.137498201572858,14.24805,5.771484,869.7559,-1.785,1.13875,-31.02625,53.33333,44.87794242291061,True,37.24857167,-80.417506,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561057.4777098,719.0,-0.021494675,0.021482399,2287000.0,255121.0,406516.0,-0.0022569408761366136,2.7211343896682694,0.38367994894322593,10.83008,2.841797,978.1543,-0.2225,1.38875,1.34875,52.77778,45.45216301112101,True,37.24857183,-80.417506,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561058.7090812,656.0,0.0,0.0,2288232.0,255121.0,406516.0,0.0,0.0,0.0,15.22461,0.888672,978.1543,0.0275,0.70125,0.53625,52.77778,45.22364624639723,True,37.2485715,-80.41750583,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561059.6890962,688.0,0.0,-0.021494675,2289213.0,255121.0,406521.0,0.003761568126894372,0.05335557626800528,0.007523136253788744,67.95898,-26.45508,967.4121,-0.285,0.45125,-7.90125,53.33333,59.579304748841146,True,37.24857233,-80.417505,,,ROUGH,LOW,STRAIGHT,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561060.6702714,656.0,-0.0859787,-0.150462725,2290194.0,255244.0,407167.0,0.5785291779163544,5.580993277633352,0.7869200521463027,96.76758,-14.24805,1009.404,1.6525,-3.42375,-20.52625,53.33333,63.57236888484557,True,37.2485725,-80.4175045,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561061.6456213,750.0,-0.107473375,-0.12896805,2291166.0,255898.0,408016.0,1.1307273789444483,2.080867474452205,0.29340231389776095,50.86914,-44.52148,1092.412,-3.5975,-19.11125,-6.77625,53.33333,120.39539900368452,True,37.24857283,-80.417506,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561062.6153164,656.0,-0.12896805,-0.12896805,2292143.0,256713.0,408936.0,1.3052641400323473,1.1204671016281116,0.15798586132956371,126.0645,-78.21289,1033.33,4.34,-4.73625,-6.21375,52.77778,122.72720174212758,True,37.24857333,-80.41750483,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561063.5601115,672.0,-0.128931213,-0.12874734,2293084.0,257591.0,409858.0,1.3541645256819739,0.4695290711584464,0.06620359903334094,41.10352,47.76367,740.3613,-3.4725,4.20125,-8.46375,52.77778,123.84888693367738,True,37.24857533,-80.41750433,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561064.7510264,703.0,-0.063326063,-0.063299422,2294279.0,258657.0,410955.0,1.6272543716945054,0.3308045728616338,0.04664344477349036,-58.50586,-32.31445,1012.822,1.7775,4.63875,0.16125,52.77778,110.92162206205711,True,37.248574,-80.4175045,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561065.6017628,688.0,0.0,0.0,2295128.0,258666.0,410993.0,0.0353587403928071,0.3094623423544306,0.04363419027197471,31.33789,-14.24805,969.3652,0.0275,1.70125,-1.65125,52.77778,108.99182856751527,True,37.248573,-80.41750367,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561066.3547251,656.0,0.0,-0.064530118,2295871.0,258666.0,411128.0,0.10156233942614804,1.4406005592361426,0.20312467885229607,-7.236328,-49.89258,982.0605,1.09,-1.04875,-18.33875,52.77778,47.3348854640203,True,37.24857317,-80.41750317,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561067.6491766,688.0,0.023073566,-0.069231315,2297199.0,258645.0,411711.0,0.4228002574629275,6.445353613175038,0.9087948594576802,23.03711,-20.5957,953.252,-0.7225,-2.17375,-31.21375,53.33333,39.703307958136655,True,37.24857317,-80.41750267,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561068.665389,672.0,0.04298935,-0.04298935,2298205.0,258279.0,412113.0,0.027083290513639502,8.195416514765611,1.155553728581951,55.75195,10.16602,1055.791,0.09,-2.11125,-23.77625,52.77778,54.29052003863808,True,37.24857283,-80.4175025,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561069.6688042,671.0,0.0,-0.021537751,2299195.0,258153.0,412274.0,0.026330976888260596,3.0626100777835035,0.4318280209674739,25.47852,50.20508,962.041,-0.285,0.51375,-4.71375,52.77778,70.50379237554078,True,37.248574,-80.4175015,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561070.6521456,859.0,0.0,0.0,2300376.0,258154.0,412274.0,0.0007523136253788745,-0.010671115253601055,0.001504627250757749,8.876953,-10.3418,994.7559,-1.035,-0.67375,-0.15125,52.77778,195.1142037106109,True,37.24857333,-80.4175015,,,ROUGH,LOW,STRAIGHT,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561071.735641,813.0,-0.066507761,-0.088351571,2301383.0,258184.0,412360.0,0.08726838054394943,0.5975824542016591,0.08425912604243393,58.68164,-33.7793,997.1973,0.5275,0.88875,-13.27625,52.77778,195.15412077476307,True,37.24856867,-80.41750283,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561072.7498908,765.0,-0.12896805,-0.12896805,2302269.0,258836.0,413152.0,1.0863408750470946,1.4939561355041475,0.21064781510608477,98.7207,-214.4434,508.916,8.4025,4.20125,-14.27625,52.77778,201.765503675833,True,37.2485655,-80.41750433,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561073.6209118,750.0,-0.126990625,-0.148093233,2303149.0,259629.0,414012.0,1.2435744227512795,0.7149647219912703,0.10081002580076909,46.96289,17.00195,1016.24,3.7775,15.32625,-1.40125,52.77778,203.84588997188325,True,37.24856333,-80.41750483,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561074.588643,719.0,-0.128949629,-0.129004909,2304113.0,260494.0,414932.0,1.342879821301291,0.586911338948058,0.08275449879167618,102.627,-49.89258,1067.51,1.84,-8.73625,-1.02625,52.77778,199.68922650419458,True,37.24856217,-80.41750467,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561075.4837208,688.0,-0.154547186,-0.154706092,2305046.0,261349.0,415808.0,1.3022548855308318,0.2240934203256227,0.0315971722659128,-35.06836,22.86133,1157.354,-2.5975,11.38875,4.03625,52.77778,82.19286076984989,True,37.24855967,-80.4175045,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561076.636562,641.0,-0.12896805,-0.128986477,2306158.0,262382.0,416859.0,1.567821595289574,0.19208007456481915,0.027083290513639502,-139.5605,-168.0566,994.7559,4.0275,-8.79875,-4.08875,52.77778,76.62814778188033,True,37.2485575,-80.41750417,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561077.6009555,672.0,-0.021159151,-0.021141313,2307128.0,262726.0,417222.0,0.5318857331428641,0.2027511898184202,0.028587917764397244,-6.748047,-8.388672,991.8262,-0.4725,1.01375,-10.52625,52.77778,55.32581709177667,True,37.24855583,-80.417503,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561078.3776386,4968.0,0.0,-0.044667575,2307917.0,262726.0,417373.0,0.11359935743221003,1.6113384032937594,0.22719871486442006,24.99023,-8.876953,979.6191,-0.5975,-1.73625,-15.08875,52.77778,23.671823035303444,True,37.24855567,-80.41750217,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561083.393854,672.0,0.0,0.0,2312914.0,261869.0,418677.0,0.336284190544357,23.060280063031886,3.2514994888874953,-4.794922,-19.61914,983.0371,-0.7225,0.45125,-16.58875,52.77778,13.517369279675727,True,37.2485585,-80.4175,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561084.617808,656.0,0.0,0.0,2314146.0,261869.0,418677.0,0.0,0.0,0.0,-5.283203,-19.13086,981.5723,-0.4725,0.95125,0.09875,52.22222,7.308168064619138,True,37.24855967,-80.41749867,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561085.6012297,688.0,0.0,0.0,2315149.0,261869.0,418677.0,0.0,0.0,0.0,-6.259766,-21.08398,983.0371,-0.41,-0.98625,-0.08875,53.33333,15.300474504743907,True,37.24856117,-80.4174985,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561086.6021876,782.0,0.0,0.0,2316145.0,261869.0,418677.0,0.0,0.0,0.0,-7.236328,-23.03711,981.5723,-0.7225,-0.79875,-0.40125,52.77778,43.27835239661882,True,37.24856133,-80.41749883,,,ROUGH,LOW,STRAIGHT,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561087.6554291,719.0,-0.023109004,-0.023101908,2317193.0,261873.0,418693.0,0.015046272507577488,0.12805338304321268,0.018055527009092985,54.28711,-46.96289,988.8965,-0.535,-0.61125,-10.15125,52.77778,89.8139881196037,True,37.24856233,-80.41749817,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561088.6475976,688.0,-0.105602699,-0.147781546,2318180.0,262305.0,419638.0,1.03593586214671,5.474282125097341,0.771873779638725,35.73242,23.83789,1047.49,6.4025,4.01375,-10.27625,52.77778,89.81364824552266,True,37.24856267,-80.4174985,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561089.628971,734.0,-0.115740558,-0.138888669,2319169.0,263095.0,420596.0,1.3150442171622725,1.7927473626049777,0.25277737812730183,198.8184,-65.51758,789.6777,-3.5975,-6.42375,-11.21375,52.77778,93.69559748022785,True,37.2485645,-80.41749833,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561090.6070988,656.0,-0.12896805,-0.150462725,2320130.0,263933.0,421519.0,1.3248242942921977,0.9070447965560893,0.1278933163144086,35.24414,-33.7793,977.1777,-6.91,-5.67375,-9.46375,52.77778,96.04486773499934,True,37.248566,-80.41749867,,,ROUGH,LOW,SHARP_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561091.471486,672.0,-0.150462725,-0.1719574,2320995.0,264717.0,422346.0,1.2119772504853668,0.4588579559048449,0.06469897178258313,71.37695,4.306641,1025.029,5.5275,11.70125,-0.40125,52.77778,87.15682283597994,True,37.24856633,-80.4174995,,,ROUGH,LOW,GENTLE_TURN,HIGH,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561092.7054822,719.0,-0.0859787,-0.085929597,2322222.0,265833.0,423493.0,1.702485734232393,0.3308045728616338,0.04664344477349036,-61.92383,-1.552734,1047.49,-0.0975,5.82625,-7.83875,52.77778,44.028865785186895,True,37.24856667,-80.41750033,,,ROUGH,LOW,GENTLE_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
1784561093.6849473,656.0,0.0,0.0,2323216.0,265846.0,423556.0,0.05717583552879446,0.5335557626800528,0.07523136253788744,8.876953,-17.66602,978.1543,0.465,1.70125,-1.52625,52.77778,44.763964408961826,True,37.248567,-80.417501,,,ROUGH,LOW,SHARP_TURN,LOW,speed-low_surface-rough_permeable_concrete_latency-wifi_baseline_route-square0p5x3_attack-none_trial-3_20260720_112359.csv
