packet_id,source_elapsed_s,send_monotonic_ns,datagram_bytes,receive_monotonic_ns,received,measured_delay_ms
0,0.0,2946366604169,1124,2946404052218.0,True,37.448049
1,0.2,2946568503251,1124,2946612691625.0,True,44.188374
2,0.4,2946809411972,1124,2946889289954.0,True,79.877982
3,0.6,2946972652135,1124,2947026830248.0,True,54.178113
4,0.8,2947171821456,1124,2947244852397.0,True,73.030941
5,1.0,2947366616368,1124,2947404345280.0,True,37.728912
6,1.2,2947566996642,1124,2947627476889.0,True,60.480247
7,1.4,2947773809444,1124,2947840459249.0,True,66.649805
8,1.6,2947972292045,1124,2948044461943.0,True,72.169898
9,1.8,2948168902699,1124,2948214494089.0,True,45.59139
10,2.0,2948368467622,1125,2948430102095.0,True,61.634473
11,2.2,2948572715312,1125,2948626266604.0,True,53.551292
12,2.4,2948773121011,1125,2948838402154.0,True,65.281143
13,2.6,2948972225256,1125,2949060861036.0,True,88.63578
14,2.8,2949225700925,1125,2949225912194.0,True,0.211269
15,3.0,2949377267248,1125,2949442100865.0,True,64.833617
16,3.2,2949568293514,1125,2949623377695.0,True,55.084181
17,3.4,2949774226685,1125,2949795029784.0,True,20.803099
18,3.6,2949980408863,1125,2950012177485.0,True,31.768622
19,3.8,2950167880281,1125,2950222583116.0,True,54.702835
20,4.0,2950366988343,1125,2950404800321.0,True,37.811978
21,4.2,2950566544558,1125,2950584370665.0,True,17.826107
22,4.4,2950770452401,1125,2950806625738.0,True,36.173337
23,4.6,2950967524885,1125,2951024812996.0,True,57.288111
24,4.8,2951168698809,1125,2951205480504.0,True,36.781695
25,5.0,2951372460906,1125,2951456145625.0,True,83.684719
26,5.2,2951572750848,1125,2951594396387.0,True,21.645539
27,5.4,2951773584217,1125,2951824454924.0,True,50.870707
28,5.6,2951969112333,1125,2952005097666.0,True,35.985333
29,5.8,2952167646955,1125,2952205584424.0,True,37.937469
30,6.0,2952374248509,1125,2952426114221.0,True,51.865712
31,6.2,2952573711468,1125,,False,
32,6.4,2952768618169,1125,2952797819776.0,True,29.201607
33,6.6,2952996049419,1125,2953040748871.0,True,44.699452
34,6.8,2953172102673,1125,2953238477503.0,True,66.37483
35,7.0,2953391171108,1125,2953482369275.0,True,91.198167
36,7.2,2953575205122,1125,2953673921505.0,True,98.716383
37,7.4,2953772218707,1125,2953832063166.0,True,59.844459
38,7.6,2953972657976,1125,2954024125337.0,True,51.467361
39,7.8,2954167798111,1125,2954215881009.0,True,48.082898
40,8.0,2954367691987,1125,2954404933131.0,True,37.241144
41,8.2,2954567609008,1125,2954605680062.0,True,38.071054
42,8.4,2954767539546,1125,2954823976826.0,True,56.43728
43,8.6,2955059441619,1125,2955113601951.0,True,54.160332
44,8.8,2955206432988,1125,2955307385566.0,True,100.952578
45,9.0,2955368071673,1125,2955413899811.0,True,45.828138
46,9.2,2955568342069,1125,2955624977520.0,True,56.635451
47,9.4,2955766922352,1125,2955823795804.0,True,56.873452
48,9.6,2955968065940,1125,2956008472061.0,True,40.406121
49,9.8,2956170029469,1125,2956245758838.0,True,75.729369
50,10.0,2956374293207,1126,2956439521266.0,True,65.228059
51,10.2,2956596740949,1126,,False,
52,10.4,2956768886727,1126,2956818182159.0,True,49.295432
53,10.6,2956970492495,1126,2956998780435.0,True,28.28794
54,10.8,2957172188293,1126,2957220290036.0,True,48.101743
55,11.0,2957373863137,1126,2957382388190.0,True,8.525053
56,11.2,2957570877418,1126,2957616910564.0,True,46.033146
57,11.4,2957766507165,1126,2957823175008.0,True,56.667843
58,11.6,2957974210346,1126,2958026920744.0,True,52.710398
59,11.8,2958223739852,1126,2958270469958.0,True,46.730106
60,12.0,2958366420351,1126,2958405347555.0,True,38.927204
61,12.2,2958570699771,1126,2958636607602.0,True,65.907831
62,12.4,2958766510483,1126,2958833303392.0,True,66.792909
63,12.6,2958972411585,1126,2959010927363.0,True,38.515778
64,12.8,2959193554096,1126,2959223048471.0,True,29.494375
65,13.0,2959375996422,1126,2959458338548.0,True,82.342126
66,13.2,2959571093262,1126,2959628793017.0,True,57.699755
67,13.4,2959771982810,1126,2959857503892.0,True,85.521082
68,13.6,2959977714844,1126,2960032914157.0,True,55.199313
69,13.8,2960176508760,1126,2960282221426.0,True,105.712666
70,14.0,2960370938416,1126,2960401731969.0,True,30.793553
71,14.2,2960566369478,1126,2960611958891.0,True,45.589413
72,14.4,2960770493418,1126,2960808274815.0,True,37.781397
73,14.6,2960966813594,1126,2961014606878.0,True,47.793284
74,14.8,2961166409233,1126,2961207320658.0,True,40.911425
75,15.0,2961370304022,1126,2961435904696.0,True,65.600674
76,15.2,2961566472806,1126,2961602431034.0,True,35.958228
77,15.4,2961766430672,1126,2961799445963.0,True,33.015291
78,15.6,2961966599091,1126,2962073900618.0,True,107.301527
79,15.8,2962166982400,1126,2962214322365.0,True,47.339965
80,16.0,2962366659803,1126,2962406161252.0,True,39.501449
81,16.2,2962568291842,1126,2962630975105.0,True,62.683263
82,16.4,2962766468948,1126,2962793126230.0,True,26.657282
83,16.6,2962966353665,1126,2963038271359.0,True,71.917694
84,16.8,2963166425903,1126,2963189318755.0,True,22.892852
85,17.0,2963366494509,1126,2963366748066.0,True,0.253557
86,17.2,2963566391271,1126,2963638132250.0,True,71.740979
87,17.4,2963766506486,1126,2963866632337.0,True,100.125851
88,17.6,2963966488977,1126,2963992377203.0,True,25.888226
89,17.8,2964169468496,1126,2964230895322.0,True,61.426826
90,18.0,2964366957577,1126,2964428208990.0,True,61.251413
91,18.2,2964566471913,1126,2964620634567.0,True,54.162654
92,18.4,2964766459554,1126,2964826425191.0,True,59.965637
93,18.6,2964966468821,1126,2965033923072.0,True,67.454251
94,18.8,2965166657427,1126,2965238409511.0,True,71.752084
95,19.0,2965366442698,1126,2965387160881.0,True,20.718183
96,19.2,2965566415855,1126,2965630711697.0,True,64.295842
97,19.4,2965766779164,1126,2965817675102.0,True,50.895938
98,19.6,2965966721014,1126,2965988961978.0,True,22.240964
99,19.8,2966166428202,1126,2966221572605.0,True,55.144403
100,20.0,2966374229159,1127,2966402495488.0,True,28.266329
101,20.2,2966566605952,1127,2966625017801.0,True,58.411849
102,20.4,2966804424979,1127,2966805496919.0,True,1.07194
103,20.6,2966974823121,1127,2967009666331.0,True,34.84321
104,20.8,2967171508642,1127,2967234003463.0,True,62.494821
105,21.0,2967368541042,1127,2967399656996.0,True,31.115954
106,21.2,2967566681677,1127,2967622244676.0,True,55.562999
107,21.4,2967766729725,1127,2967814310436.0,True,47.580711
108,21.6,2967966408830,1127,2968007113424.0,True,40.704594
109,21.8,2968166534145,1127,2968193388849.0,True,26.854704
110,22.0,2968375424664,1127,2968440312205.0,True,64.887541
111,22.2,2968566724210,1127,2968634322881.0,True,67.598671
112,22.4,2968766708424,1127,2968822320391.0,True,55.611967
113,22.6,2968968521911,1127,2969045327790.0,True,76.805879
114,22.8,2969185538490,1127,2969232862700.0,True,47.32421
115,23.0,2969366396124,1127,2969416870317.0,True,50.474193
116,23.2,2969566461724,1127,2969618168653.0,True,51.706929
117,23.4,2969766531578,1127,2969807979965.0,True,41.448387
118,23.6,2969966582672,1127,2969998690405.0,True,32.107733
119,23.8,2970166559393,1127,2970227805166.0,True,61.245773
120,24.0,2970368808260,1127,2970374302102.0,True,5.493842
121,24.2,2970566766975,1127,2970617277647.0,True,50.510672
122,24.4,2970767400042,1127,2970825582631.0,True,58.182589
123,24.6,2970972672341,1127,2970994868692.0,True,22.196351
124,24.8,2971191681573,1127,2971214841407.0,True,23.159834
125,25.0,2971483842443,1127,2971501401011.0,True,17.558568
126,25.2,2971568964339,1127,2971622559612.0,True,53.595273
127,25.4,2972031194207,1127,,False,
128,25.6,2972032195635,1127,2972090819662.0,True,58.624027
129,25.8,2972166470302,1127,2972240528840.0,True,74.058538
130,26.0,2972384980061,1127,2972442531769.0,True,57.551708
131,26.2,2972566806604,1127,2972607041323.0,True,40.234719
132,26.4,2972767874131,1127,2972768998895.0,True,1.124764
133,26.6,2972966685494,1127,2973024204324.0,True,57.51883
134,26.8,2973166468999,1127,2973215133631.0,True,48.664632
135,27.0,2973366809273,1127,2973374423526.0,True,7.614253
136,27.2,2973566418505,1127,2973589998653.0,True,23.580148
137,27.4,2973767742784,1127,2973768070936.0,True,0.328152
138,27.6,2973971755733,1127,2973994120652.0,True,22.364919
139,27.8,2974166449837,1127,2974239943539.0,True,73.493702
140,28.0,2974371140488,1127,2974406113019.0,True,34.972531
141,28.2,2974567034252,1127,2974612246540.0,True,45.212288
142,28.4,2974767303302,1127,2974808729793.0,True,41.426491
143,28.6,2974967408033,1127,2975040589421.0,True,73.181388
