packet_id,source_elapsed_s,send_monotonic_ns,receive_monotonic_ns,datagram_bytes
0,0.0,2946366604169,2946404052218,1124
1,0.2,2946568503251,2946612691625,1124
2,0.4,2946809411972,2946889289954,1124
3,0.6,2946972652135,2947026830248,1124
4,0.8,2947171821456,2947244852397,1124
5,1.0,2947366616368,2947404345280,1124
6,1.2,2947566996642,2947627476889,1124
7,1.4,2947773809444,2947840459249,1124
8,1.6,2947972292045,2948044461943,1124
9,1.8,2948168902699,2948214494089,1124
10,2.0,2948368467622,2948430102095,1125
11,2.2,2948572715312,2948626266604,1125
12,2.4,2948773121011,2948838402154,1125
13,2.6,2948972225256,2949060861036,1125
14,2.8,2949225700925,2949225912194,1125
15,3.0,2949377267248,2949442100865,1125
16,3.2,2949568293514,2949623377695,1125
17,3.4,2949774226685,2949795029784,1125
18,3.6,2949980408863,2950012177485,1125
19,3.8,2950167880281,2950222583116,1125
20,4.0,2950366988343,2950404800321,1125
21,4.2,2950566544558,2950584370665,1125
22,4.4,2950770452401,2950806625738,1125
23,4.6,2950967524885,2951024812996,1125
24,4.8,2951168698809,2951205480504,1125
25,5.0,2951372460906,2951456145625,1125
26,5.2,2951572750848,2951594396387,1125
27,5.4,2951773584217,2951824454924,1125
28,5.6,2951969112333,2952005097666,1125
29,5.8,2952167646955,2952205584424,1125
30,6.0,2952374248509,2952426114221,1125
32,6.4,2952768618169,2952797819776,1125
33,6.6,2952996049419,2953040748871,1125
34,6.8,2953172102673,2953238477503,1125
35,7.0,2953391171108,2953482369275,1125
36,7.2,2953575205122,2953673921505,1125
37,7.4,2953772218707,2953832063166,1125
38,7.6,2953972657976,2954024125337,1125
39,7.8,2954167798111,2954215881009,1125
40,8.0,2954367691987,2954404933131,1125
41,8.2,2954567609008,2954605680062,1125
42,8.4,2954767539546,2954823976826,1125
43,8.6,2955059441619,2955113601951,1125
44,8.8,2955206432988,2955307385566,1125
45,9.0,2955368071673,2955413899811,1125
46,9.2,2955568342069,2955624977520,1125
47,9.4,2955766922352,2955823795804,1125
