sequence,seed,path,zero_bias_replay_position_rmse_m,bias_radps,bias_degps,ate_m,heading_mae_deg,dp_p95_m,dtheta_p95_deg,rpe1_m,rpe5_m,rpe10_m
building01,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_02_building01\v2_evaluated_trajectory.csv,4.1737791660190116,-0.0005,-0.028647889756541162,18.483320055069942,24.851095310042417,38.995043561420914,46.391517901454996,0.023954236054662827,0.06278535264094996,0.09805003846653802
building01,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_02_building01\v2_evaluated_trajectory.csv,4.1737791660190116,0.001,0.057295779513082325,25.56711300594243,33.96898967075365,55.52161554083301,65.28221838855418,0.02415400128703251,0.07209251239792898,0.14145643179139647
building01,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_02_building01\v2_evaluated_trajectory.csv,4.1737791660190116,-0.001,-0.057295779513082325,31.967881356102076,44.45760757698498,67.22678974910501,83.63526042952462,0.023896002333653958,0.06148003451144146,0.10059061989199936
building01,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_02_building01\v2_evaluated_trajectory.csv,4.1737791660190116,0.0025,0.1432394487827058,57.012001590522736,92.59087896200126,117.37252863836737,175.51919453831886,0.024390621383966492,0.08721038138527079,0.21969798326775872
building01,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_02_building01\v2_evaluated_trajectory.csv,4.1737791660190116,-0.0025,-0.1432394487827058,59.5583329068409,100.0412806357129,112.91133125435789,174.93656655840547,0.023746795624756768,0.06373321486424237,0.15344078038367528
building01,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_02_building01\v2_evaluated_trajectory.csv,4.1737791660190116,0.005,0.2864788975654116,62.350390818595365,85.71346138908919,120.92603296776602,170.7714526476933,0.024863955131875084,0.11908538859593508,0.36746847953918765
building01,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_02_building01\v2_evaluated_trajectory.csv,4.1737791660190116,-0.005,-0.2864788975654116,71.82366550336121,82.4358659760375,138.93087792707885,169.6883008504423,0.023584574876586654,0.08422985760704944,0.29261929073213183
building02,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_03_building02\v2_evaluated_trajectory.csv,12.541289381060423,0.0,0.0,12.269887412626337,3.3433407918370333,22.55117191804927,6.636233647526083,0.01622084123634461,0.06253351514447283,0.11651986437492498
building02,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_03_building02\v2_evaluated_trajectory.csv,12.541289381060423,0.0005,0.028647889756541162,70.3155738989056,28.509528769241548,122.46976121870513,45.022928562886484,0.01642221963887274,0.06896310479453396,0.1433515665708815
building02,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_03_building02\v2_evaluated_trajectory.csv,12.541289381060423,-0.0005,-0.028647889756541162,64.44579907996412,25.351815942814312,137.95937432432845,56.99828931382999,0.016024836236518774,0.05676175172347822,0.09527380108877319
building02,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_03_building02\v2_evaluated_trajectory.csv,12.541289381060423,0.001,0.057295779513082325,132.84518520196028,55.31392681994998,244.88494349095285,95.79422339600791,0.01662877620093238,0.07588347245805147,0.17319169176952695
building02,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_03_building02\v2_evaluated_trajectory.csv,12.541289381060423,-0.001,-0.057295779513082325,121.22400841519166,51.90393535405477,241.12976468090235,107.90098014607275,0.01583440420816587,0.05186790900207765,0.08396665677510941
building02,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_03_building02\v2_evaluated_trajectory.csv,12.541289381060423,0.0025,0.1432394487827058,238.60399747397898,108.39557456719692,415.8343319247036,173.79793627909953,0.017277634242238587,0.09852395666094702,0.27049596867553083
building02,01_42,results\i2nav_v2_full_loso\i2nav_v2_full_loso\replicate_01_base42\fold_03_building02\v2_evaluated_trajectory.csv,12.541289381060423,-0.0025,-0.1432394487827058,231.4096616410231,101.79778771943612,370.00917666721494,172.7744952695419,0.015298596989638988,0.04513324297243814,0.12573353686151198
