epoch,train_loss,train_mean_loss,train_nll,validation_loss,validation_mean_loss,validation_nll
1,0.39098305125494087,0.39098305125494087,0.14550964362828062,0.21347093027948272,0.21347093027948272,-3.6904301296802773
2,0.2348510567505138,0.2348510567505138,-5.919355025699808,0.12749062824365595,0.12749062824365595,-6.9621075254043365
3,0.20548759700186556,0.20548759700186556,-6.640628275079507,0.12324782009249141,0.12324782009249141,-7.06610740287844
4,0.20006725219972996,0.20006725219972996,-6.70567007631435,0.1215001401575301,0.1215001401575301,-7.1060340363989445
5,0.19728249193514796,0.19728249193514796,-6.729481474095339,0.12060045780742709,0.12060045780742709,-7.134746908135344
6,0.19579172706450898,0.19579172706450898,-6.750246675156922,0.11920934060844368,0.11920934060844368,-7.14965932090502
7,0.19466034233985025,0.19466034233985025,-6.764350337970856,0.11937933041066158,0.11937933041066158,-7.163960757177426
8,0.19399603742196064,0.19399603742196064,-6.77309365311377,0.11886043932273377,0.11886043932273377,-7.17742790915597
9,0.1932184724246849,0.1932184724246849,-6.783685985061047,0.1194524278803298,0.1194524278803298,-7.173790068084242
10,0.19264684113866404,0.19264684113866404,-6.790537414588864,0.11861155264886862,0.11861155264886862,-7.183742034882825
11,0.1923833661384072,0.1923833661384072,-6.792757753538214,0.11817476982604017,0.11817476982604017,-7.1939519977194415
12,0.19155676690985718,0.19155676690985718,-6.804609197893761,0.11800367059984641,0.11800367059984641,-7.194678842349836
13,0.19138039205591006,0.19138039205591006,-6.804425871496379,0.11750198798016882,0.11750198798016882,-7.201135890030294
14,0.19123529960198768,0.19123529960198768,-6.806658786152823,0.11802520495848132,0.11802520495848132,-7.187842604065262
15,0.1911216335442402,0.1911216335442402,-6.808043079444153,0.11752672353014222,0.11752672353014222,-7.201656258052052
16,0.19073698442210382,0.19073698442210382,-6.810931984575817,0.11803671869341577,0.11803671869341577,-7.199997006665348
17,0.19049718395638637,0.19049718395638637,-6.814472563765566,0.11759532287290597,0.11759532287290597,-7.212000780499328
18,0.19039217765969677,0.19039217765969677,-6.817700588407883,0.11710603569037718,0.11710603569037718,-7.20532211403074
19,0.19000760219341076,0.19000760219341076,-6.818950120946386,0.11718412171431082,0.11718412171431082,-7.21190232328747
20,0.1899203392777876,0.1899203392777876,-6.8224070029536374,0.11677100731587978,0.11677100731587978,-7.215623197729282
21,0.18975210485076385,0.18975210485076385,-6.820687185932522,0.11718981305498452,0.11718981305498452,-7.212025581495067
22,0.18911912878421935,0.18911912878421935,-6.827937788065533,0.11668423490452037,0.11668423490452037,-7.213926065734367
23,0.18916761947475205,0.18916761947475205,-6.825182886634692,0.11756987702049537,0.11756987702049537,-7.215481972196307
24,0.18901276519205146,0.18901276519205146,-6.830634372010863,0.11696597821041597,0.11696597821041597,-7.214789524292539
25,0.18876595125917056,0.18876595125917056,-6.829925895193984,0.11586496857079334,0.11586496857079334,-7.219782275138808
26,0.18828702553038035,0.18828702553038035,-6.831558417604898,0.11559640162450874,0.11559640162450874,-7.220102656257756
27,0.18769151408794815,0.18769151408794815,-6.833175397615298,0.11585956377797539,0.11585956377797539,-7.2171407259298705
28,0.18725493173039318,0.18725493173039318,-6.838761816760197,0.11581553075516218,0.11581553075516218,-7.221433206889025
29,0.18664670985928433,0.18664670985928433,-6.843849915337764,0.11521339255714441,0.11521339255714441,-7.223907033294315
30,0.1862645699206112,0.1862645699206112,-6.844461684689906,0.11559216198904289,0.11559216198904289,-7.219671399636242
31,0.18600029202639384,0.18600029202639384,-6.847095259829635,0.11390515667698406,0.11390515667698406,-7.2298668109901225
32,0.1857172667505763,0.1857172667505763,-6.84817877163176,0.11419449204298208,0.11419449204298208,-7.226884087571777
33,0.18551494125703993,0.18551494125703993,-6.850456023976624,0.11437507026073644,0.11437507026073644,-7.225532345960645
34,0.18520641821100814,0.18520641821100814,-6.852667231264094,0.11474419086394712,0.11474419086394712,-7.223707230748628
35,0.18504057056402967,0.18504057056402967,-6.854604535645529,0.11383529393750708,0.11383529393750708,-7.2318268337839084
36,0.18495683067580615,0.18495683067580615,-6.856872680887004,0.11437716229743318,0.11437716229743318,-7.224291941792061
37,0.18500258800044989,0.18500258800044989,-6.8578485682137895,0.114514977589858,0.114514977589858,-7.22517530962649
38,0.18458100102709576,0.18458100102709576,-6.859461296512397,0.1141998268709697,0.1141998268709697,-7.226382017181149
39,0.18436931811928858,0.18436931811928858,-6.86324036198178,0.11426592254874969,0.11426592254874969,-7.228125198573182
40,0.18414106130693253,0.18414106130693253,-6.864494795138204,0.1142514486184394,0.1142514486184394,-7.228918161466152
41,0.18420308258071463,0.18420308258071463,-6.8643147679105,0.11401632714534135,0.11401632714534135,-7.227117860435151
