actual_update_rate_hz_mean,actual_update_rate_hz_p95,aoi_p95_s_mean,aoi_p95_s_p95,contract_at_risk_fraction_mean,contract_at_risk_fraction_p95,contract_observable_fraction_mean,contract_observable_fraction_p95,contract_qualified_fraction_mean,contract_qualified_fraction_p95,contract_unobservable_fraction_mean,contract_unobservable_fraction_p95,contract_withdrawn_fraction_mean,contract_withdrawn_fraction_p95,economy_fraction_mean,economy_fraction_p95,gps_agreement_p95_m_mean,gps_agreement_p95_m_p95,gps_valid_fraction_mean,gps_valid_fraction_p95,high_fraction_mean,high_fraction_p95,latency_p95_ms_mean,latency_p95_ms_p95,normal_fraction_mean,normal_fraction_p95,payload_bytes_per_s_mean,payload_bytes_per_s_p95,payload_bytes_total_mean,payload_bytes_total_p95,physical_condition,policy,requested_update_rate_mean_hz_mean,requested_update_rate_mean_hz_p95,run_count,wireless_condition
0.6466165413533834,0.6466165413533834,0.1837999999988824,0.1837999999988824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.10344827586206896,0.10344827586206896,943.7000000000002,943.7000000000002,0.896551724137931,0.896551724137931,1116.578947368421,1116.578947368421,148505.0,148505.0,,contract-aware,5.517241379310345,5.517241379310345,1,
