method,RPE10,ATE,Dp95,Dtheta95,Muñoz position %MS,Muñoz heading %MS
Twin V1,0.1111933622987754,14.016534584057784,27.45662207329936,38.41111503330594,4.189870060991779,23.41553964465659
Twin V2,0.0971390761221561,11.350360762519498,22.344767075273904,30.41531733182064,3.8981702466189336,22.328294881994168
