timestamp_ns,timestamp_s,bag_timestamp_ns,topic,msgtype,header.seq,header.stamp.sec,header.stamp.nanosec,header.stamp.__msgtype__,header.frame_id,header.__msgtype__,front_left.status,front_left.current,front_left.linear_speed,front_left.__msgtype__,front_right.status,front_right.current,front_right.linear_speed,front_right.__msgtype__,back_left.status,back_left.current,back_left.linear_speed,back_left.__msgtype__,back_right.status,back_right.current,back_right.linear_speed,back_right.__msgtype__,read_timestamp,__msgtype__
1662485832130242176,1662485832.130242109,1662485832133050752,/terrasentia/motors,fpn_msgs/msg/FourWD,666,1662485832,130242176,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.0263977050781,fpn_msgs/msg/FourWD
1662485832150375392,1662485832.150375366,1662485832150795104,/terrasentia/motors,fpn_msgs/msg/FourWD,667,1662485832,150375392,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.0466003417969,fpn_msgs/msg/FourWD
1662485832170240064,1662485832.170239925,1662485832170642048,/terrasentia/motors,fpn_msgs/msg/FourWD,668,1662485832,170240064,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.066650390625,fpn_msgs/msg/FourWD
1662485832190247616,1662485832.190247774,1662485832191002240,/terrasentia/motors,fpn_msgs/msg/FourWD,669,1662485832,190247616,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.0867614746094,fpn_msgs/msg/FourWD
1662485832210235328,1662485832.210235357,1662485832210623296,/terrasentia/motors,fpn_msgs/msg/FourWD,670,1662485832,210235328,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.109375,fpn_msgs/msg/FourWD
1662485832230240704,1662485832.230240822,1662485832230587168,/terrasentia/motors,fpn_msgs/msg/FourWD,671,1662485832,230240704,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.1294250488281,fpn_msgs/msg/FourWD
1662485832250246208,1662485832.250246048,1662485832250963616,/terrasentia/motors,fpn_msgs/msg/FourWD,672,1662485832,250246208,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.1495056152344,fpn_msgs/msg/FourWD
1662485832280241088,1662485832.280241251,1662485832280707360,/terrasentia/motors,fpn_msgs/msg/FourWD,673,1662485832,280241088,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.1745300292969,fpn_msgs/msg/FourWD
1662485832290401568,1662485832.290401459,1662485832290845312,/terrasentia/motors,fpn_msgs/msg/FourWD,674,1662485832,290401568,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.1945495605469,fpn_msgs/msg/FourWD
1662485832320240672,1662485832.320240736,1662485832320471168,/terrasentia/motors,fpn_msgs/msg/FourWD,675,1662485832,320240672,builtin_interfaces/msg/Time,,std_msgs/msg/Header,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,False,0.0,0.0,fpn_msgs/msg/Motor,511.21466064453125,fpn_msgs/msg/FourWD
