sequence,replicate,condition,aoi_setting,service,original_aoi_limit_s,aoi_limit_s,rate_hz,delay_ms,jitter_sd_ms,loss_probability,burst_period_s,burst_duration_s,coverage,physical_satisfaction,freshness_satisfaction,joint_satisfaction,eligible_samples,observable_samples,mean_aoi_s,max_aoi_s,qualified
street00,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.2s,global,1.0,0.2,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.6841791933323411,0.07992260753088257,0.0797737758595029,13438,13438,0.7313439499867381,3.7999999999883585,0
street01,replicate_02_base1042,ideal_10hz,original,local_1s,0.6,0.6,10.0,0.0,0.0,0.0,,0.0,1.0,0.9920315452230346,1.0,0.9920315452230346,12173,12173,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,original,local_5s,1.0,1.0,10.0,0.0,0.0,0.0,,0.0,1.0,0.978653259704937,1.0,0.978653259704937,12133,12133,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,original,local_10s,1.5,1.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.9875858644376396,1.0,0.9875858644376396,12083,12083,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,original,global,1.0,1.0,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12183,12183,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.5s,local_1s,0.6,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.9920315452230346,1.0,0.9920315452230346,12173,12173,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.5s,local_5s,1.0,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.978653259704937,1.0,0.978653259704937,12133,12133,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.5s,local_10s,1.5,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.9875858644376396,1.0,0.9875858644376396,12083,12083,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.5s,global,1.0,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12183,12183,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.3s,local_1s,0.6,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,0.9920315452230346,1.0,0.9920315452230346,12173,12173,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.3s,local_5s,1.0,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,0.978653259704937,1.0,0.978653259704937,12133,12133,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.3s,local_10s,1.5,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,0.9875858644376396,1.0,0.9875858644376396,12083,12083,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.3s,global,1.0,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12183,12183,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.2s,local_1s,0.6,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,0.9920315452230346,1.0,0.9920315452230346,12173,12173,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.2s,local_5s,1.0,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,0.978653259704937,1.0,0.978653259704937,12133,12133,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.2s,local_10s,1.5,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,0.9875858644376396,1.0,0.9875858644376396,12083,12083,0.0,0.0,1
street01,replicate_02_base1042,ideal_10hz,aoi_0.2s,global,1.0,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12183,12183,0.0,0.0,1
street01,replicate_02_base1042,nominal_5hz,original,local_1s,0.6,0.6,5.0,50.0,20.0,0.01,,0.0,1.0,0.862071798242011,1.0,0.862071798242011,12173,12173,0.15176209644294822,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,original,local_5s,1.0,1.0,5.0,50.0,20.0,0.01,,0.0,1.0,0.8579081842907772,1.0,0.8579081842907772,12133,12133,0.1517679057116961,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,original,local_10s,1.5,1.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.9272531656045684,1.0,0.9272531656045684,12083,12083,0.15175866920466868,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,original,global,1.0,1.0,5.0,50.0,20.0,0.01,,0.0,1.0,0.9720101781170484,1.0,0.9720101781170484,12183,12183,0.1517606500861864,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.5s,local_1s,0.6,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.862071798242011,0.9999178509816807,0.862071798242011,12173,12173,0.15176209644294822,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.5s,local_5s,1.0,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.8579081842907772,0.9999175801533009,0.8579081842907772,12133,12133,0.1517679057116961,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.5s,local_10s,1.5,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.9272531656045684,0.999917239096251,0.9272531656045684,12083,12083,0.15175866920466868,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.5s,global,1.0,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.9720101781170484,0.9999179184109004,0.9720101781170484,12183,12183,0.1517606500861864,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.3s,local_1s,0.6,0.3,5.0,50.0,20.0,0.01,,0.0,1.0,0.862071798242011,0.990059968783373,0.8617432021687341,12173,12173,0.15176209644294822,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.3s,local_5s,1.0,0.3,5.0,50.0,20.0,0.01,,0.0,1.0,0.8579081842907772,0.9900271985494107,0.8565894667435918,12133,12133,0.1517679057116961,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.3s,local_10s,1.5,0.3,5.0,50.0,20.0,0.01,,0.0,1.0,0.9272531656045684,0.9900686915501117,0.9186460316146652,12083,12083,0.15175866920466868,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.3s,global,1.0,0.3,5.0,50.0,20.0,0.01,,0.0,1.0,0.9720101781170484,0.9900681277189526,0.9640482639743906,12183,12183,0.1517606500861864,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.2s,local_1s,0.6,0.2,5.0,50.0,20.0,0.01,,0.0,1.0,0.862071798242011,0.8895095703606342,0.7801692269777376,12173,12173,0.15176209644294822,0.5999999999912689,0
street01,replicate_02_base1042,nominal_5hz,aoi_0.2s,local_5s,1.0,0.2,5.0,50.0,20.0,0.01,,0.0,1.0,0.8579081842907772,0.8894749855765268,0.7751586582048957,12133,12133,0.1517679057116961,0.5999999999912689,0
street01,replicate_02_base1042,nominal_5hz,aoi_0.2s,local_10s,1.5,0.2,5.0,50.0,20.0,0.01,,0.0,1.0,0.9272531656045684,0.8895141934949929,0.8280228420094348,12083,12083,0.15175866920466868,0.5999999999912689,1
street01,replicate_02_base1042,nominal_5hz,aoi_0.2s,global,1.0,0.2,5.0,50.0,20.0,0.01,,0.0,1.0,0.9720101781170484,0.8895181810719855,0.8691619469752935,12183,12183,0.1517606500861864,0.5999999999912689,1
street01,replicate_02_base1042,degraded_2hz,original,local_1s,0.6,0.6,2.0,200.0,50.0,0.05,,0.0,1.0,0.5324899367452559,0.8453133985048878,0.5035734822968866,12173,12173,0.479528464631937,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,original,local_5s,1.0,1.0,2.0,200.0,50.0,0.05,,0.0,1.0,0.5004533091568449,0.9807961757191132,0.4996291106898541,12133,12133,0.47958460396972596,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,original,local_10s,1.5,1.5,2.0,200.0,50.0,0.05,,0.0,1.0,0.6014234875444839,0.9990068691550111,0.6014234875444839,12083,12083,0.4794587436865705,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,original,global,1.0,1.0,2.0,200.0,50.0,0.05,,0.0,1.0,0.6906344906837396,0.9807929081507017,0.6903061643273414,12183,12183,0.47958630878802755,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.5s,local_1s,0.6,0.5,2.0,200.0,50.0,0.05,,0.0,1.0,0.5324899367452559,0.6611352994331717,0.40655549166187466,12173,12173,0.479528464631937,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.5s,local_5s,1.0,0.5,2.0,200.0,50.0,0.05,,0.0,1.0,0.5004533091568449,0.6610071705266628,0.3854776230116212,12133,12133,0.47958460396972596,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.5s,local_10s,1.5,0.5,2.0,200.0,50.0,0.05,,0.0,1.0,0.6014234875444839,0.6612596209550609,0.4493917073574443,12083,12083,0.4794587436865705,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.5s,global,1.0,0.5,2.0,200.0,50.0,0.05,,0.0,1.0,0.6906344906837396,0.6610030370187967,0.5532299105310678,12183,12183,0.47958630878802755,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.3s,local_1s,0.6,0.3,2.0,200.0,50.0,0.05,,0.0,1.0,0.5324899367452559,0.0985788219830773,0.038938634683315536,12173,12173,0.479528464631937,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.3s,local_5s,1.0,0.3,2.0,200.0,50.0,0.05,,0.0,1.0,0.5004533091568449,0.09849171680540675,0.037583450094782825,12133,12133,0.47958460396972596,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.3s,local_10s,1.5,0.3,2.0,200.0,50.0,0.05,,0.0,1.0,0.6014234875444839,0.09865099726889018,0.042787387238268644,12083,12083,0.4794587436865705,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.3s,global,1.0,0.3,2.0,200.0,50.0,0.05,,0.0,1.0,0.6906344906837396,0.09857998850857752,0.09365509316260363,12183,12183,0.47958630878802755,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.2s,local_1s,0.6,0.2,2.0,200.0,50.0,0.05,,0.0,1.0,0.5324899367452559,0.0985788219830773,0.038938634683315536,12173,12173,0.479528464631937,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.2s,local_5s,1.0,0.2,2.0,200.0,50.0,0.05,,0.0,1.0,0.5004533091568449,0.09849171680540675,0.037583450094782825,12133,12133,0.47958460396972596,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.2s,local_10s,1.5,0.2,2.0,200.0,50.0,0.05,,0.0,1.0,0.6014234875444839,0.09865099726889018,0.042787387238268644,12083,12083,0.4794587436865705,1.6999999999970896,0
street01,replicate_02_base1042,degraded_2hz,aoi_0.2s,global,1.0,0.2,2.0,200.0,50.0,0.05,,0.0,1.0,0.6906344906837396,0.09857998850857752,0.09365509316260363,12183,12183,0.47958630878802755,1.6999999999970896,0
street01,replicate_02_base1042,stress_1hz,original,local_1s,0.6,0.6,1.0,300.0,100.0,0.1,,0.0,1.0,0.3833894684958515,0.31972397929844737,0.15994413866754292,12173,12173,0.8966401051478329,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,original,local_5s,1.0,1.0,1.0,300.0,100.0,0.1,,0.0,1.0,0.33981702794032803,0.6839198879090085,0.28698590620621445,12133,12133,0.8972059671939904,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,original,local_10s,1.5,1.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.45708847140610775,0.931473971695771,0.456178101464868,12083,12083,0.8972357858118705,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,original,global,1.0,1.0,1.0,300.0,100.0,0.1,,0.0,1.0,0.3113354674546499,0.6843962899121727,0.30419436920298776,12183,12183,0.8966018222083674,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.5s,local_1s,0.6,0.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.3833894684958515,0.22853856896410088,0.11131191982255811,12173,12173,0.8966401051478329,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.5s,local_5s,1.0,0.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.33981702794032803,0.22822055550976675,0.10533256408143081,12133,12133,0.8972059671939904,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.5s,local_10s,1.5,0.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.45708847140610775,0.22850285525117933,0.12414135562360341,12083,12083,0.8972357858118705,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.5s,global,1.0,0.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.3113354674546499,0.22851514405318887,0.188869736518099,12183,12183,0.8966018222083674,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.3s,local_1s,0.6,0.3,1.0,300.0,100.0,0.1,,0.0,1.0,0.3833894684958515,0.015772611517292368,0.0016429803663846217,12173,12173,0.8966401051478329,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.3s,local_5s,1.0,0.3,1.0,300.0,100.0,0.1,,0.0,1.0,0.33981702794032803,0.015742190719525262,0.0020604961674771283,12133,12133,0.8972059671939904,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.3s,local_10s,1.5,0.3,1.0,300.0,100.0,0.1,,0.0,1.0,0.45708847140610775,0.015807332616072166,0.0014896962674832408,12083,12083,0.8972357858118705,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.3s,global,1.0,0.3,1.0,300.0,100.0,0.1,,0.0,1.0,0.3113354674546499,0.015759665107116475,0.015267175572519083,12183,12183,0.8966018222083674,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.2s,local_1s,0.6,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.3833894684958515,0.015772611517292368,0.0016429803663846217,12173,12173,0.8966401051478329,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.2s,local_5s,1.0,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.33981702794032803,0.015742190719525262,0.0020604961674771283,12133,12133,0.8972059671939904,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.2s,local_10s,1.5,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.45708847140610775,0.015807332616072166,0.0014896962674832408,12083,12083,0.8972357858118705,4.399999999994179,0
street01,replicate_02_base1042,stress_1hz,aoi_0.2s,global,1.0,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.3113354674546499,0.015759665107116475,0.015267175572519083,12183,12183,0.8966018222083674,4.399999999994179,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,original,local_1s,0.6,0.6,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6475807114104987,0.9240121580547113,0.6470878173005833,12173,12173,0.2272570442776127,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,original,local_5s,1.0,1.0,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6515288881562681,0.9742025879831864,0.6513640484628699,12133,12133,0.22701722574725441,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,original,local_10s,1.5,1.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.750310353389059,1.0,0.750310353389059,12083,12083,0.2273028221461097,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,original,global,1.0,1.0,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.8977263399819421,0.974144299433637,0.8972338504473446,12183,12183,0.22719363046797827,1.4000000000087311,1
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.5s,local_1s,0.6,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6475807114104987,0.9116898053068265,0.647005668282264,12173,12173,0.2272570442776127,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.5s,local_5s,1.0,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6515288881562681,0.9119756037253771,0.6508695293826754,12133,12133,0.22701722574725441,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.5s,local_10s,1.5,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.750310353389059,0.9116113547959944,0.7459240254903583,12083,12083,0.2273028221461097,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.5s,global,1.0,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.8977263399819421,0.9117622917179676,0.8816383485184273,12183,12183,0.22719363046797827,1.4000000000087311,1
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.3s,local_1s,0.6,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6475807114104987,0.8790766450340919,0.6461841780990717,12173,12173,0.2272570442776127,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.3s,local_5s,1.0,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6515288881562681,0.8794197642792384,0.6485617736751009,12133,12133,0.22701722574725441,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.3s,local_10s,1.5,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.750310353389059,0.8790863196226103,0.7278821484730613,12083,12083,0.2273028221461097,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.3s,global,1.0,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.8977263399819421,0.8791759008454404,0.8548797504719692,12183,12183,0.22719363046797827,1.4000000000087311,1
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.2s,local_1s,0.6,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6475807114104987,0.7791012897395876,0.5849831594512446,12173,12173,0.2272570442776127,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.2s,local_5s,1.0,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6515288881562681,0.7794444902332481,0.5855105909503008,12133,12133,0.22701722574725441,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.2s,local_10s,1.5,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.750310353389059,0.7790283869899859,0.6488454853927005,12083,12083,0.2273028221461097,1.4000000000087311,0
street01,replicate_02_base1042,burst_5hz_1s_every_8s,aoi_0.2s,global,1.0,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.8977263399819421,0.7792005253221702,0.7609784125420668,12183,12183,0.22719363046797827,1.4000000000087311,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,original,local_1s,0.6,0.6,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3741887784440976,0.6812618089213834,0.3510227552780744,12173,12173,0.7295490018865168,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,original,local_5s,1.0,1.0,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3137723563834171,0.8197477952691008,0.3101458831286574,12133,12133,0.7287398005410604,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,original,local_10s,1.5,1.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.5598775138624513,0.87999668956385,0.5295870230902922,12083,12083,0.7296863361718804,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,original,global,1.0,1.0,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.562833456455717,0.8190921776245588,0.560945579906427,12183,12183,0.7297299515689518,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.5s,local_1s,0.6,0.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3741887784440976,0.5320791916536597,0.28103179167008957,12173,12173,0.7295490018865168,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.5s,local_5s,1.0,0.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3137723563834171,0.5321849501359928,0.23473172339899448,12133,12133,0.7287398005410604,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.5s,local_10s,1.5,0.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.5598775138624513,0.531821567491517,0.3600099313084499,12083,12083,0.7296863361718804,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.5s,global,1.0,0.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.562833456455717,0.5317245341869818,0.4453747024542395,12183,12183,0.7297299515689518,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.3s,local_1s,0.6,0.3,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3741887784440976,0.07984884580629262,0.02702702702702703,12173,12173,0.7295490018865168,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.3s,local_5s,1.0,0.3,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3137723563834171,0.0798648314514135,0.022500618148850245,12133,12133,0.7287398005410604,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.3s,local_10s,1.5,0.3,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.5598775138624513,0.07986427211785152,0.033021600595878504,12083,12083,0.7296863361718804,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.3s,global,1.0,0.3,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.562833456455717,0.07978330460477714,0.07633587786259542,12183,12183,0.7297299515689518,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.2s,local_1s,0.6,0.2,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3741887784440976,0.07984884580629262,0.02702702702702703,12173,12173,0.7295490018865168,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.2s,local_5s,1.0,0.2,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3137723563834171,0.0798648314514135,0.022500618148850245,12133,12133,0.7287398005410604,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.2s,local_10s,1.5,0.2,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.5598775138624513,0.07986427211785152,0.033021600595878504,12083,12083,0.7296863361718804,3.1999999999970896,0
street01,replicate_02_base1042,burst_2hz_2s_every_10s,aoi_0.2s,global,1.0,0.2,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.562833456455717,0.07978330460477714,0.07633587786259542,12183,12183,0.7297299515689518,3.1999999999970896,0
street02,replicate_02_base1042,ideal_10hz,original,local_1s,0.6,0.6,10.0,0.0,0.0,0.0,,0.0,1.0,0.9879160797687004,1.0,0.9879160797687004,13489,13489,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,original,local_5s,1.0,1.0,10.0,0.0,0.0,0.0,,0.0,1.0,0.9632686445088854,1.0,0.9632686445088854,13449,13449,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,original,local_10s,1.5,1.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.9893275617583401,1.0,0.9893275617583401,13399,13399,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,original,global,1.0,1.0,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,13499,13499,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.5s,local_1s,0.6,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.9879160797687004,1.0,0.9879160797687004,13489,13489,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.5s,local_5s,1.0,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.9632686445088854,1.0,0.9632686445088854,13449,13449,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.5s,local_10s,1.5,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.9893275617583401,1.0,0.9893275617583401,13399,13399,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.5s,global,1.0,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,13499,13499,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.3s,local_1s,0.6,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,0.9879160797687004,1.0,0.9879160797687004,13489,13489,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.3s,local_5s,1.0,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,0.9632686445088854,1.0,0.9632686445088854,13449,13449,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.3s,local_10s,1.5,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,0.9893275617583401,1.0,0.9893275617583401,13399,13399,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.3s,global,1.0,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,13499,13499,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.2s,local_1s,0.6,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,0.9879160797687004,1.0,0.9879160797687004,13489,13489,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.2s,local_5s,1.0,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,0.9632686445088854,1.0,0.9632686445088854,13449,13449,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.2s,local_10s,1.5,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,0.9893275617583401,1.0,0.9893275617583401,13399,13399,0.0,0.0,1
street02,replicate_02_base1042,ideal_10hz,aoi_0.2s,global,1.0,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,13499,13499,0.0,0.0,1
street02,replicate_02_base1042,nominal_5hz,original,local_1s,0.6,0.6,5.0,50.0,20.0,0.01,,0.0,1.0,0.8368300096374824,1.0,0.8368300096374824,13489,13489,0.1525984135221244,0.5,1
street02,replicate_02_base1042,nominal_5hz,original,local_5s,1.0,1.0,5.0,50.0,20.0,0.01,,0.0,1.0,0.8302476020521972,1.0,0.8302476020521972,13449,13449,0.15260614172056927,0.5,1
street02,replicate_02_base1042,nominal_5hz,original,local_10s,1.5,1.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.9218598402865885,1.0,0.9218598402865885,13399,13399,0.15261586685573073,0.5,1
street02,replicate_02_base1042,nominal_5hz,original,global,1.0,1.0,5.0,50.0,20.0,0.01,,0.0,1.0,0.9302170531150455,1.0,0.9302170531150455,13499,13499,0.15259648862878258,0.5,1
street02,replicate_02_base1042,nominal_5hz,aoi_0.5s,local_1s,0.6,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.8368300096374824,1.0,0.8368300096374824,13489,13489,0.1525984135221244,0.5,1
street02,replicate_02_base1042,nominal_5hz,aoi_0.5s,local_5s,1.0,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.8302476020521972,1.0,0.8302476020521972,13449,13449,0.15260614172056927,0.5,1
street02,replicate_02_base1042,nominal_5hz,aoi_0.5s,local_10s,1.5,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.9218598402865885,1.0,0.9218598402865885,13399,13399,0.15261586685573073,0.5,1
