sequence,replicate,condition,aoi_setting,service,original_aoi_limit_s,aoi_limit_s,rate_hz,delay_ms,jitter_sd_ms,loss_probability,burst_period_s,burst_duration_s,coverage,physical_satisfaction,freshness_satisfaction,joint_satisfaction,eligible_samples,observable_samples,mean_aoi_s,max_aoi_s,qualified
parking01,replicate_01_base42,stress_1hz,aoi_0.2s,local_1s,0.6,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.43454174360968023,0.014675867431237244,0.0020410146758674313,10289,10289,0.910545242486161,3.3999999999941792,0
parking01,replicate_01_base42,stress_1hz,aoi_0.2s,local_5s,1.0,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.33408137379256514,0.014733144697043614,0.0012684164308713044,10249,10249,0.9107815396565854,3.3999999999941792,0
parking01,replicate_01_base42,stress_1hz,aoi_0.2s,local_10s,1.5,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.393862143347387,0.014805373075791745,0.002059025394646534,10199,10199,0.9110795175939439,3.3999999999941792,0
parking01,replicate_01_base42,stress_1hz,aoi_0.2s,global,1.0,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.11311777842508981,0.014661617632779882,0.002233226526847267,10299,10299,0.9112632294339307,3.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,original,local_1s,0.6,0.6,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6861696957916221,0.9117504130624939,0.6855865487413743,10289,10289,0.22748566430236367,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,original,local_5s,1.0,1.0,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.686506000585423,0.9743389598985267,0.6863108595960582,10249,10249,0.2272026539181346,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,original,local_10s,1.5,1.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.7799784292577704,1.0,0.7799784292577704,10199,10199,0.22752230610912402,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,original,global,1.0,1.0,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.15215069424215943,0.9742693465384988,0.15040295174288765,10299,10299,0.22741042819759394,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.5s,local_1s,0.6,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6861696957916221,0.9115560307124113,0.6855865487413743,10289,10289,0.22748566430236367,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.5s,local_5s,1.0,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.686506000585423,0.9118938433017856,0.6858230071226461,10249,10249,0.2272026539181346,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.5s,local_10s,1.5,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.7799784292577704,0.911461908030199,0.7703696440827532,10199,10199,0.22752230610912402,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.5s,global,1.0,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.15215069424215943,0.9116419069812604,0.14321778813477037,10299,10299,0.22741042819759394,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.3s,local_1s,0.6,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6861696957916221,0.8676256195937408,0.6849062105160851,10289,10289,0.22748566430236367,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.3s,local_5s,1.0,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.686506000585423,0.8680846911893844,0.6768465216118645,10249,10249,0.2272026539181346,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.3s,local_10s,1.5,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.7799784292577704,0.8676340817727228,0.7338954799490146,10199,10199,0.22752230610912402,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.3s,global,1.0,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.15215069424215943,0.8677541508884358,0.13564423730459269,10299,10299,0.22741042819759394,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.2s,local_1s,0.6,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.6861696957916221,0.6058897852075031,0.48926037515793563,10289,10289,0.22748566430236367,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.2s,local_5s,1.0,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.686506000585423,0.6062054834618011,0.485901063518392,10249,10249,0.2272026539181346,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.2s,local_10s,1.5,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.7799784292577704,0.60594175899598,0.5232865967251691,10199,10199,0.22752230610912402,1.3999999999941792,0
parking01,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.2s,global,1.0,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.15215069424215943,0.6059811632197301,0.09525196621031168,10299,10299,0.22741042819759394,1.3999999999941792,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,original,local_1s,0.6,0.6,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.4164641850519973,0.5356205656526387,0.31344153950821263,10289,10289,0.7255418407950345,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,original,local_5s,1.0,1.0,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3083227631964094,0.8215435652258757,0.3072494877549029,10249,10249,0.7245682505552096,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,original,local_10s,1.5,1.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.5318168447887047,0.8810667712520835,0.5012256103539563,10199,10199,0.7254730855908064,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,original,global,1.0,1.0,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.12535197591999223,0.8207592970191281,0.11719584425672396,10299,10299,0.7257597824973349,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.5s,local_1s,0.6,0.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.4164641850519973,0.5356205656526387,0.31344153950821263,10289,10289,0.7255418407950345,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.5s,local_5s,1.0,0.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3083227631964094,0.5357595863011025,0.23504732168992096,10249,10249,0.7245682505552096,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.5s,local_10s,1.5,0.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.5318168447887047,0.5355427002647318,0.34768114521031473,10199,10199,0.7254730855908064,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.5s,global,1.0,0.5,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.12535197591999223,0.5351975919992232,0.0809787357995922,10299,10299,0.7257597824973349,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.3s,local_1s,0.6,0.3,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.4164641850519973,0.22985712897268928,0.13013898338030908,10289,10289,0.7255418407950345,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.3s,local_5s,1.0,0.3,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3083227631964094,0.22987608547175334,0.10030246853351546,10249,10249,0.7245682505552096,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.3s,local_10s,1.5,0.3,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.5318168447887047,0.2299245024021963,0.150701049122463,10199,10199,0.7254730855908064,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.3s,global,1.0,0.3,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.12535197591999223,0.22963394504320808,0.03466355956889018,10299,10299,0.7257597824973349,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.2s,local_1s,0.6,0.2,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.4164641850519973,0.08057148410924288,0.03090679366313539,10289,10289,0.7255418407950345,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.2s,local_5s,1.0,0.2,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.3083227631964094,0.08059322860766904,0.024587764659966826,10249,10249,0.7245682505552096,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.2s,local_10s,1.5,0.2,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.5318168447887047,0.08069418570448084,0.036278066477105596,10199,10199,0.7254730855908064,3.1999999999825377,0
parking01,replicate_01_base42,burst_2hz_2s_every_10s,aoi_0.2s,global,1.0,0.2,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.12535197591999223,0.0804932517720167,0.013108068744538305,10299,10299,0.7257597824973349,3.1999999999825377,0
parking02,replicate_01_base42,ideal_10hz,original,local_1s,0.6,0.6,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12259,12259,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,original,local_5s,1.0,1.0,10.0,0.0,0.0,0.0,,0.0,1.0,0.999754480726737,1.0,0.999754480726737,12219,12219,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,original,local_10s,1.5,1.5,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12169,12169,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,original,global,1.0,1.0,10.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,12269,12269,0.0,0.0,0
parking02,replicate_01_base42,ideal_10hz,aoi_0.5s,local_1s,0.6,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12259,12259,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,aoi_0.5s,local_5s,1.0,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.999754480726737,1.0,0.999754480726737,12219,12219,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,aoi_0.5s,local_10s,1.5,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12169,12169,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,aoi_0.5s,global,1.0,0.5,10.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,12269,12269,0.0,0.0,0
parking02,replicate_01_base42,ideal_10hz,aoi_0.3s,local_1s,0.6,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12259,12259,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,aoi_0.3s,local_5s,1.0,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,0.999754480726737,1.0,0.999754480726737,12219,12219,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,aoi_0.3s,local_10s,1.5,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12169,12169,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,aoi_0.3s,global,1.0,0.3,10.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,12269,12269,0.0,0.0,0
parking02,replicate_01_base42,ideal_10hz,aoi_0.2s,local_1s,0.6,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12259,12259,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,aoi_0.2s,local_5s,1.0,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,0.999754480726737,1.0,0.999754480726737,12219,12219,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,aoi_0.2s,local_10s,1.5,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,12169,12169,0.0,0.0,1
parking02,replicate_01_base42,ideal_10hz,aoi_0.2s,global,1.0,0.2,10.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,12269,12269,0.0,0.0,0
parking02,replicate_01_base42,nominal_5hz,original,local_1s,0.6,0.6,5.0,50.0,20.0,0.01,,0.0,1.0,0.8937923158495799,1.0,0.8937923158495799,12259,12259,0.1520760257769816,0.40000000002328306,1
parking02,replicate_01_base42,nominal_5hz,original,local_5s,1.0,1.0,5.0,50.0,20.0,0.01,,0.0,1.0,0.9082576315574106,1.0,0.9082576315574106,12219,12219,0.15205008593174515,0.40000000002328306,1
parking02,replicate_01_base42,nominal_5hz,original,local_10s,1.5,1.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.9603089818390993,1.0,0.9603089818390993,12169,12169,0.15204207412276954,0.40000000002328306,1
parking02,replicate_01_base42,nominal_5hz,original,global,1.0,1.0,5.0,50.0,20.0,0.01,,0.0,1.0,0.0,1.0,0.0,12269,12269,0.15207433368652845,0.40000000002328306,0
parking02,replicate_01_base42,nominal_5hz,aoi_0.5s,local_1s,0.6,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.8937923158495799,1.0,0.8937923158495799,12259,12259,0.1520760257769816,0.40000000002328306,1
parking02,replicate_01_base42,nominal_5hz,aoi_0.5s,local_5s,1.0,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.9082576315574106,1.0,0.9082576315574106,12219,12219,0.15205008593174515,0.40000000002328306,1
parking02,replicate_01_base42,nominal_5hz,aoi_0.5s,local_10s,1.5,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.9603089818390993,1.0,0.9603089818390993,12169,12169,0.15204207412276954,0.40000000002328306,1
parking02,replicate_01_base42,nominal_5hz,aoi_0.5s,global,1.0,0.5,5.0,50.0,20.0,0.01,,0.0,1.0,0.0,1.0,0.0,12269,12269,0.15207433368652845,0.40000000002328306,0
parking02,replicate_01_base42,nominal_5hz,aoi_0.3s,local_1s,0.6,0.3,5.0,50.0,20.0,0.01,,0.0,1.0,0.8937923158495799,0.9924953095684803,0.8933028795170895,12259,12259,0.1520760257769816,0.40000000002328306,1
parking02,replicate_01_base42,nominal_5hz,aoi_0.3s,local_5s,1.0,0.3,5.0,50.0,20.0,0.01,,0.0,1.0,0.9082576315574106,0.9925525820443571,0.9062116376135526,12219,12219,0.15205008593174515,0.40000000002328306,1
parking02,replicate_01_base42,nominal_5hz,aoi_0.3s,local_10s,1.5,0.3,5.0,50.0,20.0,0.01,,0.0,1.0,0.9603089818390993,0.9926041581066645,0.953159668008875,12169,12169,0.15204207412276954,0.40000000002328306,1
parking02,replicate_01_base42,nominal_5hz,aoi_0.3s,global,1.0,0.3,5.0,50.0,20.0,0.01,,0.0,1.0,0.0,0.9925014263591164,0.0,12269,12269,0.15207433368652845,0.40000000002328306,0
parking02,replicate_01_base42,nominal_5hz,aoi_0.2s,local_1s,0.6,0.2,5.0,50.0,20.0,0.01,,0.0,1.0,0.8937923158495799,0.6910841014764663,0.6402642956195448,12259,12259,0.1520760257769816,0.40000000002328306,0
parking02,replicate_01_base42,nominal_5hz,aoi_0.2s,local_5s,1.0,0.2,5.0,50.0,20.0,0.01,,0.0,1.0,0.9082576315574106,0.6912185939929618,0.6496439970537687,12219,12219,0.15205008593174515,0.40000000002328306,0
parking02,replicate_01_base42,nominal_5hz,aoi_0.2s,local_10s,1.5,0.2,5.0,50.0,20.0,0.01,,0.0,1.0,0.9603089818390993,0.6912646889637604,0.6735146684197552,12169,12169,0.15204207412276954,0.40000000002328306,0
parking02,replicate_01_base42,nominal_5hz,aoi_0.2s,global,1.0,0.2,5.0,50.0,20.0,0.01,,0.0,1.0,0.0,0.6910913684896894,0.0,12269,12269,0.15207433368652845,0.40000000002328306,0
parking02,replicate_01_base42,degraded_2hz,original,local_1s,0.6,0.6,2.0,200.0,50.0,0.05,,0.0,1.0,0.555265519210376,0.6654702667428012,0.41863120972346846,12259,12259,0.4764744269458066,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,original,local_5s,1.0,1.0,2.0,200.0,50.0,0.05,,0.0,1.0,0.5194369424666503,0.9830591701448563,0.5186185448891071,12219,12219,0.4763974138578342,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,original,local_10s,1.5,1.5,2.0,200.0,50.0,0.05,,0.0,1.0,0.5971731448763251,0.99860300764237,0.597008792834251,12169,12169,0.4762182595060537,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,original,global,1.0,1.0,2.0,200.0,50.0,0.05,,0.0,1.0,8.150623522699487e-05,0.9829651968375581,8.150623522699487e-05,12269,12269,0.4764528486371004,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.5s,local_1s,0.6,0.5,2.0,200.0,50.0,0.05,,0.0,1.0,0.555265519210376,0.6654702667428012,0.41863120972346846,12259,12259,0.4764744269458066,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.5s,local_5s,1.0,0.5,2.0,200.0,50.0,0.05,,0.0,1.0,0.5194369424666503,0.6655209100581062,0.39782306244373516,12219,12219,0.4763974138578342,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.5s,local_10s,1.5,0.5,2.0,200.0,50.0,0.05,,0.0,1.0,0.5971731448763251,0.6657901224422713,0.44490097789465033,12169,12169,0.4762182595060537,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.5s,global,1.0,0.5,2.0,200.0,50.0,0.05,,0.0,1.0,8.150623522699487e-05,0.6654984106284131,0.0,12269,12269,0.4764528486371004,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.3s,local_1s,0.6,0.3,2.0,200.0,50.0,0.05,,0.0,1.0,0.555265519210376,0.2842809364548495,0.17293417081328005,12259,12259,0.4764744269458066,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.3s,local_5s,1.0,0.3,2.0,200.0,50.0,0.05,,0.0,1.0,0.5194369424666503,0.2842294786807431,0.16916277927817333,12219,12219,0.4763974138578342,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.3s,local_10s,1.5,0.3,2.0,200.0,50.0,0.05,,0.0,1.0,0.5971731448763251,0.28441120880926946,0.19327800147916838,12169,12169,0.4762182595060537,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.3s,global,1.0,0.3,2.0,200.0,50.0,0.05,,0.0,1.0,8.150623522699487e-05,0.2842937484717581,0.0,12269,12269,0.4764528486371004,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.2s,local_1s,0.6,0.2,2.0,200.0,50.0,0.05,,0.0,1.0,0.555265519210376,0.09796883922016478,0.038828615710906275,12259,12259,0.4764744269458066,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.2s,local_5s,1.0,0.2,2.0,200.0,50.0,0.05,,0.0,1.0,0.5194369424666503,0.09788035027416318,0.0403470005728783,12219,12219,0.4763974138578342,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.2s,local_10s,1.5,0.2,2.0,200.0,50.0,0.05,,0.0,1.0,0.5971731448763251,0.09803599309721424,0.046100747801791436,12169,12169,0.4762182595060537,1.6999999999825377,0
parking02,replicate_01_base42,degraded_2hz,aoi_0.2s,global,1.0,0.2,2.0,200.0,50.0,0.05,,0.0,1.0,8.150623522699487e-05,0.09797049474284783,0.0,12269,12269,0.4764528486371004,1.6999999999825377,0
parking02,replicate_01_base42,stress_1hz,original,local_1s,0.6,0.6,1.0,300.0,100.0,0.1,,0.0,1.0,0.40672159229953503,0.22530385838975447,0.10865486581287218,12259,12259,0.9049759360411651,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,original,local_5s,1.0,1.0,1.0,300.0,100.0,0.1,,0.0,1.0,0.3640232424912022,0.677060315901465,0.2996153531385547,12219,12219,0.9046648661861753,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,original,local_10s,1.5,1.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.4305201742131646,0.9273563974032377,0.42443914865642207,12169,12169,0.903081600783069,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,original,global,1.0,1.0,1.0,300.0,100.0,0.1,,0.0,1.0,0.007254054935202543,0.6769092835601923,0.0018746434102208818,12269,12269,0.9046866085197315,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.5s,local_1s,0.6,0.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.40672159229953503,0.22530385838975447,0.10865486581287218,12259,12259,0.9049759360411651,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.5s,local_5s,1.0,0.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.3640232424912022,0.22555037237089778,0.10467305016777151,12219,12219,0.9046648661861753,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.5s,local_10s,1.5,0.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.4305201742131646,0.22606623387295588,0.1166077738515901,12169,12169,0.903081600783069,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.5s,global,1.0,0.5,1.0,300.0,100.0,0.1,,0.0,1.0,0.007254054935202543,0.2255277528730948,0.0,12269,12269,0.9046866085197315,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.3s,local_1s,0.6,0.3,1.0,300.0,100.0,0.1,,0.0,1.0,0.40672159229953503,0.061261114283383634,0.018027571580063628,12259,12259,0.9049759360411651,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.3s,local_5s,1.0,0.3,1.0,300.0,100.0,0.1,,0.0,1.0,0.3640232424912022,0.061379818315737786,0.018495785252475652,12219,12219,0.9046648661861753,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.3s,local_10s,1.5,0.3,1.0,300.0,100.0,0.1,,0.0,1.0,0.4305201742131646,0.06163201577779604,0.020461829238228285,12169,12169,0.903081600783069,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.3s,global,1.0,0.3,1.0,300.0,100.0,0.1,,0.0,1.0,0.007254054935202543,0.06145570136115413,0.0,12269,12269,0.9046866085197315,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.2s,local_1s,0.6,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.40672159229953503,0.017130271637164532,0.00236560894037034,12259,12259,0.9049759360411651,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.2s,local_5s,1.0,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.3640232424912022,0.01718634912840658,0.002045993943857926,12219,12219,0.9046648661861753,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.2s,local_10s,1.5,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.4305201742131646,0.01725696441778289,0.0026296326731859642,12169,12169,0.903081600783069,3.3999999999941792,0
parking02,replicate_01_base42,stress_1hz,aoi_0.2s,global,1.0,0.2,1.0,300.0,100.0,0.1,,0.0,1.0,0.007254054935202543,0.01727932186812291,0.0,12269,12269,0.9046866085197315,3.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,original,local_1s,0.6,0.6,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.675095847948446,0.9119014601517252,0.6712619300106044,12259,12259,0.22753079370330426,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,original,local_5s,1.0,1.0,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.696456338489238,0.9748751943694247,0.6954742613961863,12219,12219,0.2272935592117807,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,original,local_10s,1.5,1.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.791190730544827,1.0,0.791190730544827,12169,12169,0.22761114306917155,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,original,global,1.0,1.0,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.0006520498818159589,0.9748145733148585,0.00032602494090797947,12269,12269,0.22746760127221508,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.5s,local_1s,0.6,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.675095847948446,0.9118198874296435,0.6712619300106044,12259,12259,0.22753079370330426,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.5s,local_5s,1.0,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.696456338489238,0.9121041001718635,0.6926098698747851,12219,12219,0.2272935592117807,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.5s,local_10s,1.5,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.791190730544827,0.911742953406196,0.7789465034103049,12169,12169,0.22761114306917155,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.5s,global,1.0,0.5,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.0006520498818159589,0.9118917597196186,0.0,12269,12269,0.22746760127221508,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.3s,local_1s,0.6,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.675095847948446,0.8664654539521984,0.6690594665143976,12259,12259,0.22753079370330426,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.3s,local_5s,1.0,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.696456338489238,0.8668467141337262,0.6825435796710042,12219,12219,0.2272935592117807,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.3s,local_10s,1.5,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.791190730544827,0.8662996137727011,0.7413098857753307,12169,12169,0.22761114306917155,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.3s,global,1.0,0.3,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.0006520498818159589,0.8665742929334094,0.0,12269,12269,0.22746760127221508,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.2s,local_1s,0.6,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.675095847948446,0.6040460070152541,0.4806264785055877,12259,12259,0.22753079370330426,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.2s,local_5s,1.0,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.696456338489238,0.6043047712578771,0.4904656682216221,12219,12219,0.2272935592117807,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.2s,local_10s,1.5,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.791190730544827,0.6039115786013641,0.5291313994576382,12169,12169,0.22761114306917155,1.3999999999941792,0
parking02,replicate_01_base42,burst_5hz_1s_every_8s,aoi_0.2s,global,1.0,0.2,5.0,50.0,20.0,0.01,8.0,1.0,1.0,0.0006520498818159589,0.604124215502486,0.0,12269,12269,0.22746760127221508,1.3999999999941792,0
parking02,replicate_01_base42,burst_2hz_2s_every_10s,original,local_1s,0.6,0.6,2.0,200.0,50.0,0.05,10.0,2.0,1.0,0.4034586834162656,0.5307121298637736,0.2970062810996003,12259,12259,0.7366914103865441,3.6999999999825377,0
