sequence,condition,aoi_setting,service,coverage,physical_satisfaction,freshness_satisfaction,joint_satisfaction,mean_aoi_s,max_aoi_s,qualified
building00,stress_1hz,original,local_10s,1.0,0.3362908088551986,0.9308008154592701,0.33525712809027475,0.8975162948283609,4.2666666666658175,0
building00,stress_1hz,original,local_1s,1.0,0.3723395161979656,0.22756930791805566,0.10274382425848362,0.8976921104364256,4.2666666666658175,0
building00,stress_1hz,original,local_5s,1.0,0.27012036481116164,0.6819052520227578,0.23012265202847584,0.897769963118257,4.2666666666658175,0
building01,burst_2hz_2s_every_10s,aoi_0.2s,global,1.0,0.15632235417133467,0.0760823561630194,0.012622301889610874,0.7345905843101398,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.2s,local_10s,1.0,0.4258409210625329,0.0761532094213259,0.030626834223794114,0.7345624200462914,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.2s,local_1s,1.0,0.3369957894212323,0.07613922316067469,0.02322046989062461,0.7344295786926128,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.2s,local_5s,1.0,0.2403478521628308,0.07619261813729165,0.018067321388409927,0.7335707324383497,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.3s,global,1.0,0.15632235417133467,0.22451265964597802,0.041526626335051164,0.7345905843101398,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.3s,local_10s,1.0,0.4258409210625329,0.22457170090551082,0.12915443850803923,0.7345624200462914,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.3s,local_1s,1.0,0.3369957894212323,0.2246804693923313,0.10621122654906943,0.7344295786926128,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.3s,local_5s,1.0,0.2403478521628308,0.22477946872579155,0.07981607816677912,0.7335707324383497,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.5s,global,1.0,0.15632235417133467,0.5285682276495631,0.09634774815146763,0.7345905843101398,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.5s,local_10s,1.0,0.4258409210625329,0.5286076203376225,0.2925978879775253,0.7345624200462914,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.5s,local_1s,1.0,0.3369957894212323,0.5288885566933254,0.254428582106286,0.7344295786926128,3.499999999999394,0
building01,burst_2hz_2s_every_10s,aoi_0.5s,local_5s,1.0,0.2403478521628308,0.529125121823225,0.1841967163955319,0.7335707324383497,3.499999999999394,0
building01,burst_2hz_2s_every_10s,original,global,1.0,0.15632235417133467,0.8173127193965195,0.1453929842905868,0.7345905843101398,3.499999999999394,0
building01,burst_2hz_2s_every_10s,original,local_10s,1.0,0.4258409210625329,0.8785210825996438,0.41056512905410486,0.7345624200462914,3.499999999999394,0
building01,burst_2hz_2s_every_10s,original,local_1s,1.0,0.3369957894212323,0.5288885566933254,0.254428582106286,0.7344295786926128,3.499999999999394,0
building01,burst_2hz_2s_every_10s,original,local_5s,1.0,0.2403478521628308,0.8179523702426469,0.23977309643401554,0.7335707324383497,3.499999999999394,0
building01,burst_5hz_1s_every_8s,aoi_0.2s,global,1.0,0.13498643164787014,0.6049244404610751,0.0682400975925511,0.22751512435585905,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.2s,local_10s,1.0,0.6822183761005342,0.6047357463566359,0.4652218626934557,0.22765695939001626,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.2s,local_1s,1.0,0.627700127064803,0.6048533771831477,0.4527991628671799,0.2275730622617981,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.2s,local_5s,1.0,0.5743059199840068,0.6050928355448935,0.40972586650673465,0.22736087162960186,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.3s,global,1.0,0.13498643164787014,0.8674782781885627,0.11091194263948018,0.22751512435585905,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.3s,local_10s,1.0,0.6822183761005342,0.8672335515589334,0.6482554493691524,0.22765695939001626,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.3s,local_1s,1.0,0.627700127064803,0.8673792261504348,0.6268281137105415,0.2275730622617981,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.3s,local_5s,1.0,0.5743059199840068,0.8677312142339506,0.568333458280231,0.22736087162960186,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.5s,global,1.0,0.13498643164787014,0.9117434710085393,0.11935170662484129,0.22751512435585905,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.5s,local_10s,1.0,0.6822183761005342,0.9116060902500815,0.6766749441894299,0.22765695939001626,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.5s,local_1s,1.0,0.627700127064803,0.9116775045469266,0.6273264070558338,0.2275730622617981,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,aoi_0.5s,local_5s,1.0,0.5743059199840068,0.9119374265936977,0.5741309943274109,0.22736087162960186,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,original,global,1.0,0.13498643164787014,0.9744815395722858,0.13077899768466653,0.22751512435585905,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,original,local_10s,1.0,0.6822183761005342,1.0,0.6822183761005342,0.22765695939001626,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,original,local_1s,1.0,0.627700127064803,0.9117522485487206,0.6273264070558338,0.2275730622617981,1.3999999999996362,0
building01,burst_5hz_1s_every_8s,original,local_5s,1.0,0.5743059199840068,0.9745358222755329,0.5743059199840068,0.22736087162960186,1.3999999999996362,0
building01,degraded_2hz,aoi_0.2s,global,1.0,0.18029725894390916,0.09903652251848533,0.016431398909552617,0.47721512684505657,1.6999999999989086,0
building01,degraded_2hz,aoi_0.2s,local_10s,1.0,0.48270499410540046,0.09897910552587352,0.04066019514886999,0.4773446710308149,1.6999999999989086,0
building01,degraded_2hz,aoi_0.2s,local_1s,1.0,0.48008072352193737,0.09901088770959465,0.037073024889752594,0.47724792585358644,1.6999999999989086,0
building01,degraded_2hz,aoi_0.2s,local_5s,1.0,0.39503211135267513,0.098907964115251,0.033135917235175054,0.4773546242843152,1.6999999999989086,0
building01,degraded_2hz,aoi_0.3s,global,1.0,0.18029725894390916,0.28458684990166055,0.05253068439266064,0.47721512684505657,1.6999999999989086,0
building01,degraded_2hz,aoi_0.3s,local_10s,1.0,0.48270499410540046,0.28452103243283916,0.16442170215968094,0.4773446710308149,1.6999999999989086,0
building01,degraded_2hz,aoi_0.3s,local_1s,1.0,0.48008072352193737,0.28455041482920995,0.1569873184343623,0.47724792585358644,1.6999999999989086,0
building01,degraded_2hz,aoi_0.3s,local_5s,1.0,0.39503211135267513,0.28445410700452306,0.13634205462678362,0.4773546242843152,1.6999999999989086,0
building01,degraded_2hz,aoi_0.5s,global,1.0,0.18029725894390916,0.6638783080638335,0.12191600069708963,0.47721512684505657,1.6999999999989086,0
building01,degraded_2hz,aoi_0.5s,local_10s,1.0,0.48270499410540046,0.6637068251937693,0.3681240123410339,0.4773446710308149,1.6999999999989086,0
building01,degraded_2hz,aoi_0.5s,local_1s,1.0,0.48008072352193737,0.6638263945985001,0.36786506216209486,0.47724792585358644,1.6999999999989086,0
building01,degraded_2hz,aoi_0.5s,local_5s,1.0,0.39503211135267513,0.6636679411250218,0.3084938900967089,0.4773546242843152,1.6999999999989086,0
building01,degraded_2hz,original,global,1.0,0.18029725894390916,0.9825727587322927,0.17730973186944507,0.47721512684505657,1.6999999999989086,0
building01,degraded_2hz,original,local_10s,1.0,0.48270499410540046,0.9990969975167432,0.48270499410540046,0.4773446710308149,1.6999999999989086,0
building01,degraded_2hz,original,local_1s,1.0,0.48008072352193737,0.6638263945985001,0.36786506216209486,0.47724792585358644,1.6999999999989086,0
building01,degraded_2hz,original,local_5s,1.0,0.39503211135267513,0.9825074343404053,0.39475722817802433,0.4773546242843152,1.6999999999989086,0
building01,ideal_10hz,aoi_0.2s,global,1.0,0.07157616949236936,1.0,0.07157616949236936,0.0,0.0,0
building01,ideal_10hz,aoi_0.2s,local_10s,1.0,0.9003687260139964,1.0,0.9003687260139964,0.0,0.0,1
building01,ideal_10hz,aoi_0.2s,local_1s,1.0,0.9455365373595436,1.0,0.9455365373595436,0.0,0.0,1
building01,ideal_10hz,aoi_0.2s,local_5s,1.0,0.8529125121823226,1.0,0.8529125121823226,0.0,0.0,1
building01,ideal_10hz,aoi_0.3s,global,1.0,0.07157616949236936,1.0,0.07157616949236936,0.0,0.0,0
building01,ideal_10hz,aoi_0.3s,local_10s,1.0,0.9003687260139964,1.0,0.9003687260139964,0.0,0.0,1
building01,ideal_10hz,aoi_0.3s,local_1s,1.0,0.9455365373595436,1.0,0.9455365373595436,0.0,0.0,1
building01,ideal_10hz,aoi_0.3s,local_5s,1.0,0.8529125121823226,1.0,0.8529125121823226,0.0,0.0,1
building01,ideal_10hz,aoi_0.5s,global,1.0,0.07157616949236936,1.0,0.07157616949236936,0.0,0.0,0
building01,ideal_10hz,aoi_0.5s,local_10s,1.0,0.9003687260139964,1.0,0.9003687260139964,0.0,0.0,1
building01,ideal_10hz,aoi_0.5s,local_1s,1.0,0.9455365373595436,1.0,0.9455365373595436,0.0,0.0,1
building01,ideal_10hz,aoi_0.5s,local_5s,1.0,0.8529125121823226,1.0,0.8529125121823226,0.0,0.0,1
building01,ideal_10hz,original,global,1.0,0.07157616949236936,1.0,0.07157616949236936,0.0,0.0,0
building01,ideal_10hz,original,local_10s,1.0,0.9003687260139964,1.0,0.9003687260139964,0.0,0.0,1
building01,ideal_10hz,original,local_1s,1.0,0.9455365373595436,1.0,0.9455365373595436,0.0,0.0,1
building01,ideal_10hz,original,local_5s,1.0,0.8529125121823226,1.0,0.8529125121823226,0.0,0.0,1
building01,nominal_5hz,aoi_0.2s,global,1.0,0.1285632484377723,0.6906166753802873,0.07809893693828267,0.15232404710334413,0.5333333333334546,0
building01,nominal_5hz,aoi_0.2s,local_10s,1.0,0.844884240098327,0.6906965660822234,0.5960067223518198,0.15228635212080233,0.5333333333334546,0
building01,nominal_5hz,aoi_0.2s,local_1s,1.0,0.8344171213593442,0.6906096619079652,0.602810374467449,0.15232080125569983,0.5333333333334546,0
building01,nominal_5hz,aoi_0.2s,local_5s,1.0,0.7552790064222705,0.6907064497588525,0.5436689407002024,0.15228777769448043,0.5333333333334546,0
building01,nominal_5hz,aoi_0.3s,global,1.0,0.1285632484377723,0.9907386660691612,0.12684542036995544,0.15232404710334413,0.5333333333334546,0
building01,nominal_5hz,aoi_0.3s,local_10s,1.0,0.844884240098327,0.9908696415581809,0.8377856372438357,0.15228635212080233,0.5333333333334546,1
building01,nominal_5hz,aoi_0.3s,local_1s,1.0,0.8344171213593442,0.9907566584448265,0.8342925480230212,0.15232080125569983,0.5333333333334546,1
building01,nominal_5hz,aoi_0.3s,local_5s,1.0,0.7552790064222705,0.9908788764774971,0.7542294524826949,0.15228777769448043,0.5333333333334546,0
building01,nominal_5hz,aoi_0.5s,global,1.0,0.1285632484377723,0.9999502078820922,0.1285632484377723,0.15232404710334413,0.5333333333334546,0
building01,nominal_5hz,aoi_0.5s,local_10s,1.0,0.844884240098327,0.9999498331953746,0.844884240098327,0.15228635212080233,0.5333333333334546,1
building01,nominal_5hz,aoi_0.5s,local_1s,1.0,0.8344171213593442,0.9999501706654708,0.8344171213593442,0.15232080125569983,0.5333333333334546,1
building01,nominal_5hz,aoi_0.5s,local_5s,1.0,0.7552790064222705,0.9999500212409727,0.7552790064222705,0.15228777769448043,0.5333333333334546,0
building01,nominal_5hz,original,global,1.0,0.1285632484377723,1.0,0.1285632484377723,0.15232404710334413,0.5333333333334546,0
building01,nominal_5hz,original,local_10s,1.0,0.844884240098327,1.0,0.844884240098327,0.15228635212080233,0.5333333333334546,1
building01,nominal_5hz,original,local_1s,1.0,0.8344171213593442,0.9999750853327353,0.8344171213593442,0.15232080125569983,0.5333333333334546,1
building01,nominal_5hz,original,local_5s,1.0,0.7552790064222705,1.0,0.7552790064222705,0.15228777769448043,0.5333333333334546,0
building01,stress_1hz,aoi_0.2s,global,1.0,0.15413150098339434,0.01673015161699903,0.0027136704259715684,0.90700824059515,3.633333333333212,0
building01,stress_1hz,aoi_0.2s,local_10s,1.0,0.3128903604484912,0.016755712744876715,0.002056838989640555,0.9068352271298442,3.633333333333212,0
building01,stress_1hz,aoi_0.2s,local_1s,1.0,0.33624834940329373,0.016742656401823753,0.0021426613847572063,0.9069511921664648,3.633333333333212,0
building01,stress_1hz,aoi_0.2s,local_5s,1.0,0.2515430941849714,0.01674288427418347,0.0012494689756853338,0.9068470899863917,3.633333333333212,0
building01,stress_1hz,aoi_0.3s,global,1.0,0.15413150098339434,0.06189160255931486,0.01110364229342495,0.90700824059515,3.633333333333212,0
building01,stress_1hz,aoi_0.3s,local_10s,1.0,0.3128903604484912,0.061956003712343534,0.017157047181879753,0.9068352271298442,3.633333333333212,0
building01,stress_1hz,aoi_0.3s,local_1s,1.0,0.33624834940329373,0.0618880334853128,0.017440267085233076,0.9069511921664648,3.633333333333212,0
building01,stress_1hz,aoi_0.3s,local_5s,1.0,0.2515430941849714,0.061923682434965134,0.013094434865182298,0.9068470899863917,3.633333333333212,0
building01,stress_1hz,aoi_0.5s,global,1.0,0.15413150098339434,0.22613090347797946,0.04082953668434287,0.90700824059515,3.633333333333212,0
building01,stress_1hz,aoi_0.5s,local_10s,1.0,0.3128903604484912,0.22630245566508642,0.09428850929340056,0.9068352271298442,3.633333333333212,0
building01,stress_1hz,aoi_0.5s,local_1s,1.0,0.33624834940329373,0.22615043476094376,0.0985624236988315,0.9069511921664648,3.633333333333212,0
building01,stress_1hz,aoi_0.5s,local_5s,1.0,0.2515430941849714,0.22622885273758653,0.07929130119699128,0.9068470899863917,3.633333333333212,0
building01,stress_1hz,original,global,1.0,0.15413150098339434,0.6774715562526451,0.11718574949585481,0.90700824059515,3.633333333333212,0
building01,stress_1hz,original,local_10s,1.0,0.3128903604484912,0.924825043268869,0.311535856723606,0.9068352271298442,3.633333333333212,0
building01,stress_1hz,original,local_1s,1.0,0.33624834940329373,0.22615043476094376,0.0985624236988315,0.9069511921664648,3.633333333333212,0
building01,stress_1hz,original,local_5s,1.0,0.2515430941849714,0.6776370042731839,0.21510857885398704,0.9068470899863917,3.633333333333212,0
building02,burst_2hz_2s_every_10s,aoi_0.2s,global,1.0,0.47185112776510624,0.003421309872922776,0.0027696318018898664,0.7317312914261728,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.2s,local_10s,1.0,0.5142695933893925,0.0034035892395617197,0.0004004222634778494,0.7317680463208364,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.2s,local_1s,1.0,0.424961964790263,0.0034231688763312323,0.0003441280880967905,0.7316126929103114,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.2s,local_5s,1.0,0.3311188557322297,0.0034124736803891674,0.0003630291149350178,0.7311097800218184,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.3s,global,1.0,0.47185112776510624,0.0801383005684081,0.062180949277723475,0.7317312914261728,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.3s,local_10s,1.0,0.5142695933893925,0.08019365876742747,0.0347275308507153,0.7317680463208364,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.3s,local_1s,1.0,0.424961964790263,0.0801818445265522,0.03187712816054481,0.7316126929103114,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.3s,local_5s,1.0,0.3311188557322297,0.08021128294489217,0.02573876424889276,0.7311097800218184,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.5s,global,1.0,0.47185112776510624,0.5320951449983707,0.365899134716339,0.7317312914261728,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.5s,local_10s,1.0,0.5142695933893925,0.5321065851261331,0.33529904262677007,0.7317680463208364,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.5s,local_1s,1.0,0.424961964790263,0.5323299282764616,0.30649134246178367,0.7316126929103114,3.533333333374079,0
building02,burst_2hz_2s_every_10s,aoi_0.5s,local_5s,1.0,0.3311188557322297,0.5324184999636971,0.23914542946344297,0.7311097800218184,3.533333333374079,0
building02,burst_2hz_2s_every_10s,original,global,1.0,0.47185112776510624,0.8181275116758987,0.45785815140653846,0.7317312914261728,3.533333333374079,0
building02,burst_2hz_2s_every_10s,original,local_10s,1.0,0.5142695933893925,0.8789632703578318,0.48431072767645883,0.7317680463208364,3.533333333374079,0
building02,burst_2hz_2s_every_10s,original,local_1s,1.0,0.424961964790263,0.5323299282764616,0.30649134246178367,0.7316126929103114,3.533333333374079,0
building02,burst_2hz_2s_every_10s,original,local_5s,1.0,0.3311188557322297,0.8185398968997314,0.31908444057213387,0.7311097800218184,3.533333333374079,0
building02,burst_5hz_1s_every_8s,aoi_0.2s,global,1.0,0.7269649904058507,0.6921545201115094,0.544947684732631,0.22686180804461775,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.2s,local_10s,1.0,0.704069746277893,0.6920570783735576,0.5335990681081868,0.22693931782608437,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.2s,local_1s,1.0,0.6848873433311599,0.6920959211765557,0.5458595957400565,0.22690357168732836,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.2s,local_5s,1.0,0.6274595222536847,0.6923328250925724,0.49956436506207796,0.22673709431497666,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.3s,global,1.0,0.7269649904058507,0.8793309438470729,0.6901813837297709,0.22686180804461775,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.3s,local_10s,1.0,0.704069746277893,0.8792362855374759,0.678733937606931,0.22693931782608437,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.3s,local_1s,1.0,0.6848873433311599,0.8792653770919365,0.6752879808737231,0.22690357168732836,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.3s,local_5s,1.0,0.6274595222536847,0.8795287882088143,0.6182022798228418,0.22673709431497666,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.5s,global,1.0,0.7269649904058507,0.9122044820969553,0.7118677817602549,0.22686180804461775,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.5s,local_10s,1.0,0.704069746277893,0.9121073131666121,0.6958428888646209,0.22693931782608437,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.5s,local_1s,1.0,0.6848873433311599,0.9121567775121351,0.6780410055784974,0.22690357168732836,1.400000000023283,0
building02,burst_5hz_1s_every_8s,aoi_0.5s,local_5s,1.0,0.6274595222536847,0.91234662019894,0.6211972700210557,0.22673709431497666,1.400000000023283,0
building02,burst_5hz_1s_every_8s,original,global,1.0,0.7269649904058507,0.9746931682415553,0.7248470366749936,0.22686180804461775,1.400000000023283,0
building02,burst_5hz_1s_every_8s,original,local_10s,1.0,0.704069746277893,1.0,0.704069746277893,0.22693931782608437,1.400000000023283,0
building02,burst_5hz_1s_every_8s,original,local_1s,1.0,0.6848873433311599,0.9121748895167717,0.6780410055784974,0.22690357168732836,1.400000000023283,0
building02,burst_5hz_1s_every_8s,original,local_5s,1.0,0.6274595222536847,0.9747331736005228,0.6257169825019967,0.22673709431497666,1.400000000023283,0
building02,degraded_2hz,aoi_0.2s,global,1.0,0.5677564172187828,0.004398826979472141,0.003421309872922776,0.4780746533609325,2.000000000029104,0
building02,degraded_2hz,aoi_0.2s,local_10s,1.0,0.5568781624258309,0.004404644898256343,0.0004732263113829129,0.47810964291360697,2.000000000029104,0
building02,degraded_2hz,aoi_0.2s,local_1s,1.0,0.5697674418604651,0.004401217126711585,0.00038035209737013694,0.4780989640107968,2.000000000029104,0
building02,degraded_2hz,aoi_0.2s,local_5s,1.0,0.5013976620924998,0.004392652290713715,0.00038118057068176867,0.47802403254487064,2.000000000029104,0
building02,degraded_2hz,aoi_0.3s,global,1.0,0.5677564172187828,0.09988776655443322,0.07802034683755114,0.4780746533609325,2.000000000029104,0
building02,degraded_2hz,aoi_0.3s,local_10s,1.0,0.5568781624258309,0.09983255068981835,0.04410105201849223,0.47810964291360697,2.000000000029104,0
building02,degraded_2hz,aoi_0.3s,local_1s,1.0,0.5697674418604651,0.09986959356661596,0.043450699123378976,0.4780989640107968,2.000000000029104,0
building02,degraded_2hz,aoi_0.3s,local_5s,1.0,0.5013976620924998,0.09985115806287664,0.040151020111812964,0.47802403254487064,2.000000000029104,0
building02,degraded_2hz,aoi_0.5s,global,1.0,0.5677564172187828,0.6634082763115021,0.4566815104449513,0.4780746533609325,2.000000000029104,0
building02,degraded_2hz,aoi_0.5s,local_10s,1.0,0.5568781624258309,0.66333588147501,0.4160933347894143,0.47810964291360697,2.000000000029104,0
building02,degraded_2hz,aoi_0.5s,local_1s,1.0,0.5697674418604651,0.6633702818227921,0.42918206187060787,0.4780989640107968,2.000000000029104,0
building02,degraded_2hz,aoi_0.5s,local_5s,1.0,0.5013976620924998,0.6634538589994917,0.3808719959340739,0.47802403254487064,2.000000000029104,0
building02,degraded_2hz,original,global,1.0,0.5677564172187828,0.9816625031678795,0.5664168567394374,0.4780746533609325,2.000000000029104,0
building02,degraded_2hz,original,local_10s,1.0,0.5568781624258309,0.9988351352335189,0.5568235593899021,0.47810964291360697,2.000000000029104,0
building02,degraded_2hz,original,local_1s,1.0,0.5697674418604651,0.6633702818227921,0.42918206187060787,0.4780989640107968,2.000000000029104,0
building02,degraded_2hz,original,local_5s,1.0,0.5013976620924998,0.9817214840630218,0.5003267262034415,0.47802403254487064,2.000000000029104,0
building02,ideal_10hz,aoi_0.2s,global,1.0,0.7967488505122914,1.0,0.7967488505122914,0.0,0.0,0
building02,ideal_10hz,aoi_0.2s,local_10s,1.0,0.9113064686396563,1.0,0.9113064686396563,0.0,0.0,1
building02,ideal_10hz,aoi_0.2s,local_1s,1.0,0.9832463957110772,1.0,0.9832463957110772,0.0,0.0,1
building02,ideal_10hz,aoi_0.2s,local_5s,1.0,0.9121651056414724,1.0,0.9121651056414724,0.0,0.0,1
building02,ideal_10hz,aoi_0.3s,global,1.0,0.7967488505122914,1.0,0.7967488505122914,0.0,0.0,0
building02,ideal_10hz,aoi_0.3s,local_10s,1.0,0.9113064686396563,1.0,0.9113064686396563,0.0,0.0,1
building02,ideal_10hz,aoi_0.3s,local_1s,1.0,0.9832463957110772,1.0,0.9832463957110772,0.0,0.0,1
building02,ideal_10hz,aoi_0.3s,local_5s,1.0,0.9121651056414724,1.0,0.9121651056414724,0.0,0.0,1
building02,ideal_10hz,aoi_0.5s,global,1.0,0.7967488505122914,1.0,0.7967488505122914,0.0,0.0,0
building02,ideal_10hz,aoi_0.5s,local_10s,1.0,0.9113064686396563,1.0,0.9113064686396563,0.0,0.0,1
building02,ideal_10hz,aoi_0.5s,local_1s,1.0,0.9832463957110772,1.0,0.9832463957110772,0.0,0.0,1
building02,ideal_10hz,aoi_0.5s,local_5s,1.0,0.9121651056414724,1.0,0.9121651056414724,0.0,0.0,1
building02,ideal_10hz,original,global,1.0,0.7967488505122914,1.0,0.7967488505122914,0.0,0.0,0
building02,ideal_10hz,original,local_10s,1.0,0.9113064686396563,1.0,0.9113064686396563,0.0,0.0,1
building02,ideal_10hz,original,local_1s,1.0,0.9832463957110772,1.0,0.9832463957110772,0.0,0.0,1
building02,ideal_10hz,original,local_5s,1.0,0.9121651056414724,1.0,0.9121651056414724,0.0,0.0,1
building02,nominal_5hz,aoi_0.2s,global,1.0,0.7850729517396183,0.7910104630534738,0.6229680315701821,0.15181021686398535,0.5999999999864182,0
building02,nominal_5hz,aoi_0.2s,local_10s,1.0,0.8617087110043319,0.7910159804885151,0.6875978304393725,0.15181282079284178,0.5999999999864182,0
building02,nominal_5hz,aoi_0.2s,local_1s,1.0,0.8885206114612765,0.7910055784974283,0.7187567920017388,0.15181120046367239,0.5999999999864182,0
building02,nominal_5hz,aoi_0.2s,local_5s,1.0,0.8089740797211936,0.7910041385319103,0.6553583097364409,0.15181514557468015,0.5999999999864182,0
building02,nominal_5hz,aoi_0.3s,global,1.0,0.7850729517396183,0.9905506679700228,0.7785199666920097,0.15181021686398535,0.5999999999864182,0
building02,nominal_5hz,aoi_0.3s,local_10s,1.0,0.8617087110043319,0.9905172727603655,0.854592115321612,0.15181282079284178,0.5999999999864182,1
building02,nominal_5hz,aoi_0.3s,local_1s,1.0,0.8885206114612765,0.9905455335796566,0.8877417952618996,0.15181120046367239,0.5999999999864182,1
building02,nominal_5hz,aoi_0.3s,local_5s,1.0,0.8089740797211936,0.9905249401001961,0.8081935671240834,0.15181514557468015,0.5999999999864182,1
building02,nominal_5hz,aoi_0.5s,global,1.0,0.7850729517396183,0.9999456934940806,0.7850729517396183,0.15181021686398535,0.5999999999864182,0
building02,nominal_5hz,aoi_0.5s,local_10s,1.0,0.8617087110043319,0.9999453969640713,0.8616905099923556,0.15181282079284178,0.5999999999864182,1
building02,nominal_5hz,aoi_0.5s,local_1s,1.0,0.8885206114612765,0.99994566398609,0.8885206114612765,0.15181120046367239,0.5999999999864182,1
building02,nominal_5hz,aoi_0.5s,local_5s,1.0,0.8089740797211936,0.9999455456327597,0.8089740797211936,0.15181514557468015,0.5999999999864182,1
building02,nominal_5hz,original,global,1.0,0.7850729517396183,1.0,0.7850729517396183,0.15181021686398535,0.5999999999864182,0
building02,nominal_5hz,original,local_10s,1.0,0.8617087110043319,1.0,0.8617087110043319,0.15181282079284178,0.5999999999864182,1
building02,nominal_5hz,original,local_1s,1.0,0.8885206114612765,0.9999818879953634,0.8885206114612765,0.15181120046367239,0.5999999999864182,1
building02,nominal_5hz,original,local_5s,1.0,0.8089740797211936,1.0,0.8089740797211936,0.15181514557468015,0.5999999999864182,1
building02,stress_1hz,aoi_0.2s,global,1.0,0.2708989536946526,0.0023713840918141993,0.0019550342130987292,0.9118659715608528,4.033333333354676,0
building02,stress_1hz,aoi_0.2s,local_10s,1.0,0.41258053947799495,0.00238433256889083,0.00025481416766772233,0.9116759492002365,4.033333333354676,0
building02,stress_1hz,aoi_0.2s,local_1s,1.0,0.4021770629573281,0.0023726726074041874,0.0002716800695500978,0.9117728030312996,4.033333333354676,0
building02,stress_1hz,aoi_0.2s,local_5s,1.0,0.3438974805779423,0.002377840702824367,0.0001815145574675089,0.9120344151775578,4.033333333354676,0
building02,stress_1hz,aoi_0.3s,global,1.0,0.2708989536946526,0.016835016835016835,0.013594728648492089,0.9118659715608528,4.033333333354676,0
building02,stress_1hz,aoi_0.3s,local_10s,1.0,0.41258053947799495,0.016835936078045937,0.003039569000036402,0.9116759492002365,4.033333333354676,0
building02,stress_1hz,aoi_0.3s,local_1s,1.0,0.4021770629573281,0.01684416431210606,0.0029703687604144026,0.9117728030312996,4.033333333354676,0
building02,stress_1hz,aoi_0.3s,local_5s,1.0,0.3438974805779423,0.016808248021491324,0.0027045669062658825,0.9120344151775578,4.033333333354676,0
building02,stress_1hz,aoi_0.5s,global,1.0,0.2708989536946526,0.2245574019767568,0.15033851055356431,0.9118659715608528,4.033333333354676,0
building02,stress_1hz,aoi_0.5s,local_10s,1.0,0.41258053947799495,0.22465509082304977,0.11068035382767283,0.9116759492002365,4.033333333354676,0
building02,stress_1hz,aoi_0.5s,local_1s,1.0,0.4021770629573281,0.22462508150402086,0.1151742374846048,0.9117728030312996,4.033333333354676,0
building02,stress_1hz,aoi_0.5s,local_5s,1.0,0.3438974805779423,0.224497204675815,0.10155739490307121,0.9120344151775578,4.033333333354676,0
building02,stress_1hz,original,global,1.0,0.2708989536946526,0.6744687013504218,0.24515766988885268,0.9118659715608528,4.033333333354676,0
