packet_id,source_elapsed_s,send_monotonic_ns,receive_monotonic_ns,datagram_bytes
0,0.0,2189887366582,2189929736606,1124
1,0.2,2190093059946,2190142499963,1124
2,0.4,2190284160000,2190284662383,1124
3,0.6,2190487929504,2190598404080,1124
4,0.8,2190685457373,2190746525883,1124
5,1.0,2190890603536,2190973402418,1124
6,1.2,2191087685592,2191150551465,1124
7,1.4,2191284366980,2191315391055,1124
8,1.6,2191490772920,2191583718986,1124
9,1.8,2191684829001,2191728276474,1124
10,2.0,2191883716443,2191955531718,1125
11,2.2,2192105768887,2192162426091,1125
12,2.4,2192284554984,2192347450776,1125
13,2.6,2192491291372,2192583094101,1125
14,2.8,2192686205280,2192761728757,1125
15,3.0,2192900465678,2192947002663,1125
16,3.2,2193088277754,2193176183223,1125
17,3.4,2193285264746,2193346554600,1125
18,3.6,2193490398168,2193542923385,1125
19,3.8,2193686653593,2193718264275,1125
20,4.0,2193900064753,2193935036477,1125
21,4.2,2194084322507,2194115536564,1125
22,4.4,2194286586282,2194317586801,1125
23,4.6,2194492561026,2194512039412,1125
24,4.8,2194686737011,2194706499878,1125
25,5.0,2194884282359,2194937507628,1125
26,5.2,2195084356296,2195102388415,1125
27,5.4,2195284181987,2195318033001,1125
28,5.6,2195490404812,2195517595329,1125
29,5.8,2195688559464,2195740935657,1125
30,6.0,2195885416381,2195940510101,1125
31,6.2,2196084930008,2196130779018,1125
32,6.4,2196288211090,2196352598221,1125
33,6.6,2196484846840,2196533499334,1125
34,6.8,2196690266495,2196754231390,1125
35,7.0,2196887214159,2196887674699,1125
36,7.2,2197091686950,2197144670540,1125
37,7.4,2197298274340,2197371949850,1125
38,7.6,2197492486341,2197556059417,1125
39,7.8,2197689739854,2197775244751,1125
40,8.0,2197884805419,2197939262499,1125
41,8.2,2198123668982,2198191332674,1125
42,8.4,2198288339830,2198352195969,1125
43,8.6,2198484309368,2198547358009,1125
44,8.8,2198691550721,2198753760410,1125
45,9.0,2198887402341,2198960718801,1125
46,9.2,2199083887823,2199123972633,1125
47,9.4,2199289619165,2199344246670,1125
48,9.6,2199484662288,2199504076577,1125
49,9.8,2199684517754,2199746471922,1125
50,10.0,2199888101677,2199939680600,1126
51,10.2,2200084198455,2200148070360,1126
52,10.4,2200284478423,2200343208876,1126
53,10.6,2200486269015,2200579414872,1126
54,10.8,2200683978675,2200745666979,1126
55,11.0,2200889348762,2200953825115,1126
56,11.2,2201105665302,2201210198728,1126
57,11.4,2201287523407,2201402351819,1126
58,11.6,2201495079333,2201549512028,1126
59,11.8,2201690649885,2201754812995,1126
60,12.0,2201886520478,2201952575833,1126
61,12.2,2202085239674,2202127135982,1126
62,12.4,2202311775928,2202362645678,1126
63,12.6,2202487959021,2202563087609,1126
65,13.0,2202884311601,2202953297159,1126
66,13.2,2203086929047,2203179078508,1126
67,13.4,2203286085538,2203343642187,1126
68,13.6,2203484582314,2203559574320,1126
69,13.8,2203691561815,2203764822958,1126
70,14.0,2203888539163,2203961124228,1126
71,14.2,2204084907587,2204147588150,1126
72,14.4,2204285001843,2204353931399,1126
73,14.6,2204488437826,2204540810708,1126
75,15.0,2204888970391,2204918985492,1126
76,15.2,2205089640617,2205188431662,1126
77,15.4,2205284001899,2205328209657,1126
78,15.6,2205483798505,2205519570655,1126
79,15.8,2205684461848,2205728152871,1126
80,16.0,2205896765061,2205944408872,1126
81,16.2,2206089182339,2206119888282,1126
82,16.4,2206285452656,2206316550725,1126
83,16.6,2206486717549,2206527031615,1126
84,16.8,2206685482593,2206738957154,1126
85,17.0,2206895846622,2206924960674,1126
86,17.2,2207089894941,2207127755830,1126
87,17.4,2207284980962,2207328909254,1126
88,17.6,2207485058238,2207544309485,1126
89,17.8,2207688469519,2207730724068,1126
90,18.0,2207885191048,2207967385975,1126
91,18.2,2208084502010,2208251926943,1126
92,18.4,2208285996413,2208338619312,1126
93,18.6,2208488825314,2208555412840,1126
94,18.8,2208685447147,2208715994587,1126
95,19.0,2208886777043,2208936221488,1126
96,19.2,2209088793941,2209133013970,1126
97,19.4,2209287402222,2209339855362,1126
98,19.6,2209493477714,2209586588189,1126
99,19.8,2209690099622,2209760489017,1126
100,20.0,2209884000426,2209928068363,1127
101,20.2,2210084402961,2210120890629,1127
102,20.4,2210289302172,2210331014080,1127
103,20.6,2210484988088,2210516311333,1127
104,20.8,2210688512400,2210805800411,1127
105,21.0,2210887956426,2210939909996,1127
106,21.2,2211083863982,2211129068321,1127
107,21.4,2211289950117,2211351830059,1127
108,21.6,2211484240157,2211523525515,1127
109,21.8,2211685191409,2211744347566,1127
110,22.0,2211883966418,2211902130513,1127
111,22.2,2212083721618,2212126059422,1127
112,22.4,2212291329524,2212342754326,1127
113,22.6,2212484259446,2212548859627,1127
114,22.8,2212686703975,2212774131924,1127
115,23.0,2212888391326,2212948206253,1127
116,23.2,2213084870356,2213094828341,1127
117,23.4,2213284301167,2213362770143,1127
118,23.6,2213486406407,2213587852928,1127
119,23.8,2213685591879,2213723943285,1127
120,24.0,2213889312787,2213961362119,1127
121,24.2,2214085334162,2214113703951,1127
122,24.4,2214285032360,2214316201873,1127
123,24.6,2214508771587,2214583482130,1127
124,24.8,2214684348861,2214700963886,1127
125,25.0,2214883860049,2214950649466,1127
127,25.4,2215284416887,2215324370715,1127
128,25.6,2215483854730,2215542656185,1127
129,25.8,2215683875323,2215735446134,1127
130,26.0,2215884365732,2215934801867,1127
131,26.2,2216083806668,2216152499118,1127
132,26.4,2216283996910,2216305391354,1127
133,26.6,2216484085841,2216569999528,1127
134,26.8,2216684556236,2216752704837,1127
135,27.0,2216884402841,2216959148917,1127
136,27.2,2217106651197,2217194935067,1127
137,27.4,2217283863910,2217382438739,1127
138,27.6,2217487056585,2217538763331,1127
139,27.8,2217690344999,2217752521686,1127
140,28.0,2217889632864,2217908970747,1127
141,28.2,2218092149453,2218132416121,1127
142,28.4,2218292217724,2218364874826,1127
143,28.6,2218488246979,2218560967116,1127
144,28.8,2218687580543,2218753698875,1127
145,29.0,2218891479971,2218953312468,1127
146,29.2,2219085344689,2219133535508,1127
147,29.4,2219286450251,2219346060111,1127
148,29.6,2219492693084,2219542649302,1127
149,29.8,2219685241319,2219702632652,1127
150,30.0,2219893587255,2219955831301,1127
151,30.2,2220089956781,2220165338516,1127
152,30.4,2220285854695,2220372952472,1127
153,30.6,2220485203616,2220552889980,1127
154,30.8,2220687074359,2220737378373,1127
155,31.0,2220884486355,2220911304347,1127
156,31.2,2221084835251,2221152934361,1127
157,31.4,2221286370577,2221350224699,1127
158,31.6,2221492472756,2221533814168,1127
159,31.8,2221684356812,2221740046240,1127
160,32.0,2221896063110,2221915439423,1127
161,32.2,2222089010657,2222162023000,1127
162,32.4,2222287275093,2222337097830,1127
163,32.6,2222484738934,2222543877751,1127
164,32.8,2222687854492,2222760024395,1127
165,33.0,2222884516746,2222957626910,1127
166,33.2,2223084424387,2223173687329,1127
167,33.4,2223287159065,2223331650231,1127
168,33.6,2223487345505,2223564702590,1127
169,33.8,2223685017904,2223771544232,1127
170,34.0,2223883862058,2223940778315,1127
171,34.2,2224090286755,2224163053455,1127
172,34.4,2224286732414,2224328086498,1127
173,34.6,2224488842472,2224543903238,1127
174,34.8,2224688758027,2224699101375,1127
175,35.0,2224884700259,2224924329655,1127
176,35.2,2225090751252,2225149316879,1127
177,35.4,2225286505574,2225318341290,1127
178,35.6,2225493171489,2225538433612,1127
179,35.8,2225689134413,2225757389047,1127
180,36.0,2226112284145,2226203918958,1127
181,36.2,2226112444629,2226203993182,1127
182,36.4,2226288606633,2226317670845,1127
183,36.6,2226484591039,2226557611155,1127
184,36.8,2226690620213,2226732766159,1127
185,37.0,2226886579925,2226935255636,1127
186,37.2,2227091591873,2227156398369,1127
187,37.4,2227284181935,2227359569778,1127
188,37.6,2227485719996,2227526472541,1127
189,37.8,2227692099083,2227729888719,1127
190,38.0,2227888523157,2227940263367,1127
191,38.2,2228084486784,2228153062415,1127
192,38.4,2228283865372,2228373502935,1127
193,38.6,2228487305526,2228517915381,1127
194,38.8,2228689987081,2228757165690,1127
195,39.0,2228884747059,2228909434908,1127
197,39.4,2229284319855,2229354456039,1127
198,39.6,2229487352784,2229559799137,1127
199,39.8,2229688369042,2229776758788,1127
200,40.0,2230207937391,2230273002453,1127
201,40.2,2230208111052,2230280648787,1127
202,40.4,2230287625979,2230356342242,1127
203,40.6,2230490938331,2230541772035,1127
204,40.8,2230686885412,2230746711422,1127
205,41.0,2230886153987,2230952569085,1127
206,41.2,2231088109436,2231148509699,1127
207,41.4,2231284047374,2231345305611,1127
208,41.6,2231499822205,2231539447550,1127
209,41.8,2231687474959,2231791030902,1127
210,42.0,2231892581638,2231935424769,1127
211,42.2,2232086895938,2232150003500,1127
212,42.4,2232284648152,2232310729292,1127
213,42.6,2232488782405,2232520029939,1127
214,42.8,2232685137946,2232767722496,1127
215,43.0,2232883901987,2232942807548,1127
216,43.2,2233087489884,2233151722178,1127
217,43.4,2233289030054,2233397981546,1127
218,43.6,2233486738573,2233569786026,1127
219,43.8,2233685331278,2233716223267,1127
