aoi_limit_s,at_risk_fraction,heading_error_p95_deg,heading_tolerance_deg,horizon_s,log_file,minimum_normalized_margin,observable_fraction,physical_condition,policy,position_error_p95_m,position_tolerance_m,qualified_fraction,run_label,satisfied_observable_fraction,service_id,service_label,service_samples,trial,unobservable_fraction,wireless_condition,withdrawn_fraction
1.5,0.0,3.969548300190483,10.0,10.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial1_20260915_193833.jsonl,-1.5668437131384554,0.01639344262295082,smooth_floor_mixed_motion,static-low,1.2829318280967037,0.5,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial1,0.0,local_10s_preview,Planning support,122,1,0.9836065573770492,wifi_baseline,0.01639344262295082
1.0,0.0,157.31782079311066,5.0,0.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial1_20260915_193833.jsonl,-33.527165805790275,0.4180327868852459,smooth_floor_mixed_motion,static-low,1.8767474071141261,1.0,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial1,0.0,global_state_tracking,Global asset tracking,122,1,0.5819672131147541,wifi_baseline,0.4180327868852459
0.6,0.0,145.91400000000002,2.0,1.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial2_20260915_194109.jsonl,-73.12391000000001,0.06976744186046512,smooth_floor_mixed_motion,static-low,0.7266768122671965,0.1,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial2,0.0,local_1s_tight,Immediate motion,129,2,0.9302325581395349,wifi_baseline,0.06976744186046512
1.0,0.0,112.98163929199788,5.0,5.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial2_20260915_194109.jsonl,-23.534573215764212,0.031007751937984496,smooth_floor_mixed_motion,static-low,0.8636926296358622,0.2,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial2,0.0,local_5s_moderate,Short prediction,129,2,0.9689922480620154,wifi_baseline,0.031007751937984496
1.5,0.0,166.52338350401635,10.0,10.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial2_20260915_194109.jsonl,-15.653807300401635,0.031007751937984496,smooth_floor_mixed_motion,static-low,0.8545777003828939,0.5,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial2,0.0,local_10s_preview,Planning support,129,2,0.9689922480620154,wifi_baseline,0.031007751937984496
1.0,0.007751937984496124,174.74130276273334,5.0,0.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial2_20260915_194109.jsonl,-33.96031141504667,0.875968992248062,smooth_floor_mixed_motion,static-low,4.395320372384358,1.0,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial2,0.008849557522123894,global_state_tracking,Global asset tracking,129,2,0.12403100775193798,wifi_baseline,0.8682170542635659
0.6,0.0,15.591960796967584,2.0,1.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial3_20260915_195930.jsonl,-6.834451727599376,0.017094017094017096,smooth_floor_mixed_motion,static-low,0.5182699570105159,0.1,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial3,0.0,local_1s_tight,Immediate motion,117,3,0.9829059829059829,wifi_baseline,0.017094017094017096
1.0,0.0,,5.0,5.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial3_20260915_195930.jsonl,,0.0,smooth_floor_mixed_motion,static-low,,0.2,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial3,,local_5s_moderate,Short prediction,117,3,1.0,wifi_baseline,0.0
1.5,0.0,,10.0,10.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial3_20260915_195930.jsonl,,0.0,smooth_floor_mixed_motion,static-low,,0.5,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial3,,local_10s_preview,Planning support,117,3,1.0,wifi_baseline,0.0
1.0,0.0,120.4639011041831,5.0,0.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial3_20260915_195930.jsonl,-26.29164074239187,0.6495726495726496,smooth_floor_mixed_motion,static-low,2.274545450935489,1.0,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial3,0.0,global_state_tracking,Global asset tracking,117,3,0.3504273504273504,wifi_baseline,0.6495726495726496
0.6,0.0,23.644852690297096,2.0,1.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial4_20260915_200142.jsonl,-11.220498673920595,0.024390243902439025,smooth_floor_mixed_motion,static-low,0.3723888939981303,0.1,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial4,0.0,local_1s_tight,Immediate motion,123,4,0.975609756097561,wifi_baseline,0.024390243902439025
1.0,0.0,,5.0,5.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial4_20260915_200142.jsonl,,0.0,smooth_floor_mixed_motion,static-low,,0.2,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial4,,local_5s_moderate,Short prediction,123,4,1.0,wifi_baseline,0.0
1.5,0.0,165.67369585809107,10.0,10.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial4_20260915_200142.jsonl,-15.689570172548311,0.016260162601626018,smooth_floor_mixed_motion,static-low,1.0995066286156765,0.5,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial4,0.0,local_10s_preview,Planning support,123,4,0.983739837398374,wifi_baseline,0.016260162601626018
1.0,0.0,169.40134059012857,5.0,0.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial4_20260915_200142.jsonl,-33.09367698499533,0.7886178861788617,smooth_floor_mixed_motion,static-low,1.7422582413059347,1.0,0.024390243902439025,smooth_floor_mixed_motion_wifi_baseline_static_low_trial4,0.030927835051546393,global_state_tracking,Global asset tracking,123,4,0.21138211382113822,wifi_baseline,0.7642276422764228
0.6,0.0,38.6915756160179,2.0,1.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial5_20260915_200410.jsonl,-20.970462703930924,0.051470588235294115,smooth_floor_mixed_motion,static-low,0.49418158499432474,0.1,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial5,0.0,local_1s_tight,Immediate motion,136,5,0.9485294117647058,wifi_baseline,0.051470588235294115
1.0,0.0,119.86444674999962,5.0,5.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial5_20260915_200410.jsonl,-24.29101975,0.03676470588235294,smooth_floor_mixed_motion,static-low,1.759816982816025,0.2,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial5,0.0,local_5s_moderate,Short prediction,136,5,0.9632352941176471,wifi_baseline,0.03676470588235294
1.5,0.0,137.3553912956485,10.0,10.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial5_20260915_200410.jsonl,-13.00529900000019,0.014705882352941176,smooth_floor_mixed_motion,static-low,0.6231862655207477,0.5,0.0,smooth_floor_mixed_motion_wifi_baseline_static_low_trial5,0.0,local_10s_preview,Planning support,136,5,0.9852941176470589,wifi_baseline,0.014705882352941176
1.0,0.0,167.9225830419468,5.0,0.0,raw_logs\new_trials\ugv01_live_contract_smooth_floor_mixed_motion_wifi_baseline_static_low_trial5_20260915_200410.jsonl,-34.20121691842725,0.9264705882352942,smooth_floor_mixed_motion,static-low,4.3467690743369,1.0,0.007352941176470588,smooth_floor_mixed_motion_wifi_baseline_static_low_trial5,0.007936507936507936,global_state_tracking,Global asset tracking,136,5,0.07352941176470588,wifi_baseline,0.9191176470588235
