dataset,domain,subsystem,segment,component,unit,horizon_s,n_points,normalized_p95_error,scale,unit_id,semantics
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.02883199987070717,4.97755,campaign_2023_excerpt:PG_CH4:300:97,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.027264737056519647,4.97755,campaign_2023_excerpt:PG_CH4:300:98,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.03502446485562956,4.97755,campaign_2023_excerpt:PG_CH4:300:99,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.05978079469324054,4.97755,campaign_2023_excerpt:PG_CH4:300:100,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.0826453638721256,4.97755,campaign_2023_excerpt:PG_CH4:300:101,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.08289272494725305,4.97755,campaign_2023_excerpt:PG_CH4:300:102,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.05042996693805564,4.97755,campaign_2023_excerpt:PG_CH4:300:103,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.07754917444920091,4.97755,campaign_2023_excerpt:PG_CH4:300:104,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.09733991366402762,4.97755,campaign_2023_excerpt:PG_CH4:300:105,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.10133858382754962,4.97755,campaign_2023_excerpt:PG_CH4:300:106,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.07964361595144993,4.97755,campaign_2023_excerpt:PG_CH4:300:107,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.09118994776173814,4.97755,campaign_2023_excerpt:PG_CH4:300:108,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.10349514632840652,4.97755,campaign_2023_excerpt:PG_CH4:300:109,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.08883828027353219,4.97755,campaign_2023_excerpt:PG_CH4:300:110,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.09014020160483759,4.97755,campaign_2023_excerpt:PG_CH4:300:111,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.08619747112351243,4.97755,campaign_2023_excerpt:PG_CH4:300:112,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,300,5,0.05896391737944146,4.97755,campaign_2023_excerpt:PG_CH4:300:113,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.169290016134891,4.97755,campaign_2023_excerpt:PG_CH4:600:0,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.1521337709954724,4.97755,campaign_2023_excerpt:PG_CH4:600:1,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,11,0.13972336606501512,4.97755,campaign_2023_excerpt:PG_CH4:600:2,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,9,0.0940173299824771,4.97755,campaign_2023_excerpt:PG_CH4:600:3,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.0854376978704103,4.97755,campaign_2023_excerpt:PG_CH4:600:4,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.07894982033347814,4.97755,campaign_2023_excerpt:PG_CH4:600:5,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.056561651538404485,4.97755,campaign_2023_excerpt:PG_CH4:600:6,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.05835025620049296,4.97755,campaign_2023_excerpt:PG_CH4:600:7,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.03503211812868689,4.97755,campaign_2023_excerpt:PG_CH4:600:8,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.0732094464341014,4.97755,campaign_2023_excerpt:PG_CH4:600:9,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.1209092850027243,4.97755,campaign_2023_excerpt:PG_CH4:600:10,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.04574290989738044,4.97755,campaign_2023_excerpt:PG_CH4:600:11,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.03149419439237994,4.97755,campaign_2023_excerpt:PG_CH4:600:12,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.021472510627439177,4.97755,campaign_2023_excerpt:PG_CH4:600:13,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.19706375014125502,4.97755,campaign_2023_excerpt:PG_CH4:600:14,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,2.1756158551539384,4.97755,campaign_2023_excerpt:PG_CH4:600:15,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,2.144589773968384,4.97755,campaign_2023_excerpt:PG_CH4:600:16,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.056829050139921455,4.97755,campaign_2023_excerpt:PG_CH4:600:17,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.046956965060036625,4.97755,campaign_2023_excerpt:PG_CH4:600:18,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.05386018662472212,4.97755,campaign_2023_excerpt:PG_CH4:600:19,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.04379073744870395,4.97755,campaign_2023_excerpt:PG_CH4:600:20,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.0336715520935975,4.97755,campaign_2023_excerpt:PG_CH4:600:21,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.03610689936320378,4.97755,campaign_2023_excerpt:PG_CH4:600:22,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.11847178249245804,4.97755,campaign_2023_excerpt:PG_CH4:600:23,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.08532508428124067,4.97755,campaign_2023_excerpt:PG_CH4:600:24,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.06426379161732992,4.97755,campaign_2023_excerpt:PG_CH4:600:25,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.03485206943624062,4.97755,campaign_2023_excerpt:PG_CH4:600:26,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.021369269262435424,4.97755,campaign_2023_excerpt:PG_CH4:600:27,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.03493774966292747,4.97755,campaign_2023_excerpt:PG_CH4:600:28,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.03688630170897714,4.97755,campaign_2023_excerpt:PG_CH4:600:29,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.04078461262863148,4.97755,campaign_2023_excerpt:PG_CH4:600:30,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.05772428740652923,4.97755,campaign_2023_excerpt:PG_CH4:600:31,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.0612077223636095,4.97755,campaign_2023_excerpt:PG_CH4:600:32,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.06233310416407545,4.97755,campaign_2023_excerpt:PG_CH4:600:33,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.07885354883806402,4.97755,campaign_2023_excerpt:PG_CH4:600:34,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.06191611686354115,4.97755,campaign_2023_excerpt:PG_CH4:600:35,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,1.3015519978646644,4.97755,campaign_2023_excerpt:PG_CH4:600:36,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.036986848263708974,4.97755,campaign_2023_excerpt:PG_CH4:600:37,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,1.3511784021190985,4.97755,campaign_2023_excerpt:PG_CH4:600:38,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.3345476357440385,4.97755,campaign_2023_excerpt:PG_CH4:600:39,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,1.5676515153474715,4.97755,campaign_2023_excerpt:PG_CH4:600:40,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.09386098199616871,4.97755,campaign_2023_excerpt:PG_CH4:600:41,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,2.187255151774424,4.97755,campaign_2023_excerpt:PG_CH4:600:42,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.11357274815963267,4.97755,campaign_2023_excerpt:PG_CH4:600:43,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.020356229856856308,4.97755,campaign_2023_excerpt:PG_CH4:600:44,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.04498326672285541,4.97755,campaign_2023_excerpt:PG_CH4:600:45,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.05360013891371566,4.97755,campaign_2023_excerpt:PG_CH4:600:46,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.04388619025845831,4.97755,campaign_2023_excerpt:PG_CH4:600:47,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.04153459325896973,4.97755,campaign_2023_excerpt:PG_CH4:600:48,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.033997767655438715,4.97755,campaign_2023_excerpt:PG_CH4:600:49,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.07634443029901129,4.97755,campaign_2023_excerpt:PG_CH4:600:50,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.07608259497927188,4.97755,campaign_2023_excerpt:PG_CH4:600:51,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.09381514421622703,4.97755,campaign_2023_excerpt:PG_CH4:600:52,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.1010318713674839,4.97755,campaign_2023_excerpt:PG_CH4:600:53,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.10239657319789046,4.97755,campaign_2023_excerpt:PG_CH4:600:54,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.09136237795874369,4.97755,campaign_2023_excerpt:PG_CH4:600:55,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CH4,percent_scale,600,10,0.08031155578866893,4.97755,campaign_2023_excerpt:PG_CH4:600:56,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,2,0.12434207702436562,9.137699999999997,campaign_2023_excerpt:PG_CO:60:0,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.1092899451139564,9.137699999999997,campaign_2023_excerpt:PG_CO:60:1,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.08781028299257987,9.137699999999997,campaign_2023_excerpt:PG_CO:60:3,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.09600494901315418,9.137699999999997,campaign_2023_excerpt:PG_CO:60:4,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.1266834412297294,9.137699999999997,campaign_2023_excerpt:PG_CO:60:5,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.12755263723456642,9.137699999999997,campaign_2023_excerpt:PG_CO:60:6,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.12900830362387689,9.137699999999997,campaign_2023_excerpt:PG_CO:60:7,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.13296435523670116,9.137699999999997,campaign_2023_excerpt:PG_CO:60:8,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.10866957530413554,9.137699999999997,campaign_2023_excerpt:PG_CO:60:9,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.11925464637418587,9.137699999999997,campaign_2023_excerpt:PG_CO:60:10,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.10075165022765058,9.137699999999997,campaign_2023_excerpt:PG_CO:60:11,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.10513632609376579,9.137699999999997,campaign_2023_excerpt:PG_CO:60:12,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.1137616400478569,9.137699999999997,campaign_2023_excerpt:PG_CO:60:13,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.10706115774603012,9.137699999999997,campaign_2023_excerpt:PG_CO:60:14,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.1153686301209826,9.137699999999997,campaign_2023_excerpt:PG_CO:60:15,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.07880448286962809,9.137699999999997,campaign_2023_excerpt:PG_CO:60:16,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.07418658496217834,9.137699999999997,campaign_2023_excerpt:PG_CO:60:17,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.06882622047655274,9.137699999999997,campaign_2023_excerpt:PG_CO:60:18,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.08042633819512544,9.137699999999997,campaign_2023_excerpt:PG_CO:60:19,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.07601656454735918,9.137699999999997,campaign_2023_excerpt:PG_CO:60:20,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.06270642412662925,9.137699999999997,campaign_2023_excerpt:PG_CO:60:21,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.049905893953390804,9.137699999999997,campaign_2023_excerpt:PG_CO:60:22,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.05245561623274983,9.137699999999997,campaign_2023_excerpt:PG_CO:60:23,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.05877161232234589,9.137699999999997,campaign_2023_excerpt:PG_CO:60:24,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.06641035329188974,9.137699999999997,campaign_2023_excerpt:PG_CO:60:25,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.061834513269093984,9.137699999999997,campaign_2023_excerpt:PG_CO:60:26,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.06467697702063957,9.137699999999997,campaign_2023_excerpt:PG_CO:60:27,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.05411845015647276,9.137699999999997,campaign_2023_excerpt:PG_CO:60:28,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,2,0.048659798260335806,9.137699999999997,campaign_2023_excerpt:PG_CO:60:29,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.05320498805578021,9.137699999999997,campaign_2023_excerpt:PG_CO:60:31,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.050345184489335566,9.137699999999997,campaign_2023_excerpt:PG_CO:60:32,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.03204198702066145,9.137699999999997,campaign_2023_excerpt:PG_CO:60:33,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.04159894338024885,9.137699999999997,campaign_2023_excerpt:PG_CO:60:34,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.039411890540814454,9.137699999999997,campaign_2023_excerpt:PG_CO:60:35,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.047680743351926784,9.137699999999997,campaign_2023_excerpt:PG_CO:60:36,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.04683768585294999,9.137699999999997,campaign_2023_excerpt:PG_CO:60:37,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.045044659606236125,9.137699999999997,campaign_2023_excerpt:PG_CO:60:38,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.06223434606115342,9.137699999999997,campaign_2023_excerpt:PG_CO:60:39,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.036296349019315936,9.137699999999997,campaign_2023_excerpt:PG_CO:60:40,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO,percent_scale,60,1,0.03577007098003889,9.137699999999997,campaign_2023_excerpt:PG_CO:60:41,synchronized twin remains within normalized discrepancy over service horizon
