dataset,domain,subsystem,segment,component,unit,horizon_s,n_points,normalized_p95_error,scale,unit_id,semantics
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_mean,K,300,60,0.5496241563197336,3.0073118751347465,discharge:temperature_mean:300:3,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_mean,K,300,12,0.35864708132024226,3.0073118751347465,discharge:temperature_mean:300:4,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_mean,K,600,140,0.8035849544922083,3.0073118751347465,discharge:temperature_mean:600:0,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_mean,K,600,120,0.8723061610118849,3.0073118751347465,discharge:temperature_mean:600:1,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_mean,K,600,12,0.35864708132024226,3.0073118751347465,discharge:temperature_mean:600:2,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,32,0.14647056926145044,2.3650870385272382,discharge:temperature_spread:60:0,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.11091638682975861,2.3650870385272382,discharge:temperature_spread:60:1,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.13067899673383368,2.3650870385272382,discharge:temperature_spread:60:2,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.17431548381112036,2.3650870385272382,discharge:temperature_spread:60:3,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.17533790893172946,2.3650870385272382,discharge:temperature_spread:60:4,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.18230088276086334,2.3650870385272382,discharge:temperature_spread:60:5,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.22005399136911696,2.3650870385272382,discharge:temperature_spread:60:6,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.2372390703361589,2.3650870385272382,discharge:temperature_spread:60:7,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.2582416416412962,2.3650870385272382,discharge:temperature_spread:60:8,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.2523795578168389,2.3650870385272382,discharge:temperature_spread:60:9,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.26940698249191064,2.3650870385272382,discharge:temperature_spread:60:10,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.2689422951065487,2.3650870385272382,discharge:temperature_spread:60:11,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.1636806088681237,2.3650870385272382,discharge:temperature_spread:60:12,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.06631061450538318,2.3650870385272382,discharge:temperature_spread:60:13,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.05101086667782925,2.3650870385272382,discharge:temperature_spread:60:14,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.07825984936447837,2.3650870385272382,discharge:temperature_spread:60:15,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.09212664105246048,2.3650870385272382,discharge:temperature_spread:60:16,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.10856367585494192,2.3650870385272382,discharge:temperature_spread:60:17,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.108574262565179,2.3650870385272382,discharge:temperature_spread:60:18,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.11074977266098246,2.3650870385272382,discharge:temperature_spread:60:19,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,60,12,0.11256600077085266,2.3650870385272382,discharge:temperature_spread:60:20,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,300,80,0.1732769600770877,2.3650870385272382,discharge:temperature_spread:300:0,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,300,60,0.2563723433871791,2.3650870385272382,discharge:temperature_spread:300:1,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,300,60,0.2679214812468179,2.3650870385272382,discharge:temperature_spread:300:2,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,300,60,0.1094590392266295,2.3650870385272382,discharge:temperature_spread:300:3,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,300,12,0.11256600077085266,2.3650870385272382,discharge:temperature_spread:300:4,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,600,140,0.25484765584014957,2.3650870385272382,discharge:temperature_spread:600:0,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,600,120,0.26417910265701017,2.3650870385272382,discharge:temperature_spread:600:1,synchronized twin remains within normalized discrepancy over service horizon
FreeTwinEV_1S4P,battery_electrothermal,ID22_3D_CFD_validation,discharge,temperature_spread,K,600,12,0.11256600077085266,2.3650870385272382,discharge:temperature_spread:600:2,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.07339471185571625,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:0,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,13,0.14039002643663842,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:1,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.17593572687808423,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:2,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.12119576718858974,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:3,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.14439688374324805,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:4,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.16969192713087614,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:5,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11139442446569421,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:6,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11430543891463518,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:7,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1647004400547788,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:8,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.12892622252438068,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:9,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.17381735252604613,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:10,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.1520637517960436,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:11,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1585014666943596,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:12,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.151955487363929,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:13,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.12604775047839725,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:14,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.13909668828628155,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:15,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1359408154448281,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:16,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1580402018816713,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:17,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.12254004211221826,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:18,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.09403731344860651,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:19,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.09728105179282924,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:20,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.12624415067654013,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:21,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.18773562072056138,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:22,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.09781227530013868,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:23,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.09944757460391286,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:24,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.2203621838389191,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:25,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.12863286786745148,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:26,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.10832236708372117,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:27,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1545311429417886,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:28,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.08644485239988137,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:29,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.14411085433137089,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:30,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.15498628246485743,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:31,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.09881649437776388,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:32,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11912751999327909,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:33,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.0958554724432432,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:34,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1522347556508419,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:35,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11945739216768549,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:36,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1063420962566724,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:37,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.14004052792408533,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:38,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.13021269410111352,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:39,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.13378660831330808,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:40,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1238864613804291,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:41,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.17514184689319073,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:42,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,13,0.10487382134491476,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:43,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.09288269191475315,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:44,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11020813255375937,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:45,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,13,0.11052649662070367,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:46,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.15703318198694036,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:47,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.07068952314743294,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:48,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,13,0.10386470953578603,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:49,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.10878932564514825,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:50,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.14302916292752882,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:51,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,13,0.17255793167489836,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:52,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.09368435608954748,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:53,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.08454591867749954,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:54,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11172421378920232,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:55,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.12075441709979236,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:56,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.10840706167766494,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:57,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.15294171201288648,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:58,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1364386002987602,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:59,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.09918483241117454,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:60,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.12575262467783357,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:61,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.12769235409542887,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:62,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.06145856293557293,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:63,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1332502672238309,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:64,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.08885944178354854,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:65,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.08838772686788435,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:66,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1965087252390155,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:67,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11967769538494384,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:68,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.16338817511290626,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:69,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.21360270595164874,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:70,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11095196978092242,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:71,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.10283010314184166,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:72,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,13,0.12857277053950544,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:73,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.09305145991710531,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:74,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.08817149694356029,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:75,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,13,0.13640643320035878,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:76,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,11,0.15802929291421008,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:77,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11040620677191715,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:78,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.10947656044266427,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:79,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1051592514512877,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:80,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.11888537935343302,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:81,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.1460686882969462,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:82,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.08057821178506042,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:83,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,mpc_kalman_state,campaign_2023_excerpt,PG_temperature,degC,60,12,0.063533154561017,60.799999999999955,campaign_2023_excerpt:PG_temperature:60:84,synchronized twin remains within normalized discrepancy over service horizon
