dataset,file,column,clean_column,numeric_fraction,median_numeric,min_numeric,max_numeric
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Time (s),time_s,1.0,40071.5,20.0,80123.0
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Date/Time,date_time,1.0,44650.821765,44650.35821,44651.28533
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-01,heat_pipe_tc_01,1.0,25.118096,15.073791,30.045124
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-02,heat_pipe_tc_02,1.0,25.956477,16.411521,31.096331
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-03,heat_pipe_tc_03,1.0,33.37685,19.338877,44.684005
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-04,heat_pipe_tc_04,1.0,52.858633,23.165105,90.987268
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-05,heat_pipe_tc_05,1.0,116.566242,30.442167,300.294572
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-06,heat_pipe_tc_06,1.0,195.764138,52.412975,575.297363
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-07,heat_pipe_tc_07,1.0,211.779939,55.107509,586.998427
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-08,heat_pipe_tc_08,1.0,211.188208,54.84681,587.433267
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-09,heat_pipe_tc_09,1.0,198.100277,52.24215,586.343483
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heat Pipe TC-10,heat_pipe_tc_10,1.0,168.85419,47.552086,479.656065
MAGNET_physical,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\MAGNET_Heat_Pipe_2022-03-30.csv,Heater Temp,heater_temp,1.0,210.0,0.0,600.3
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Time (s),time_s,1.0,12303.5,3799.0,23228.0
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-01,heat_pipe_tc_01,0.8828828828828829,23.881880549999998,21.8414199891593,29.9649337882151
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-02,heat_pipe_tc_02,0.8828828828828829,24.58145421666665,22.1373270459941,30.4796821211396
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-03,heat_pipe_tc_03,0.8828828828828829,39.933929105839255,28.4222859067967,56.9514592072727
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-04,heat_pipe_tc_04,0.8828828828828829,81.7395477431258,49.8575152484093,98.2265522421993
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-05,heat_pipe_tc_05,0.8828828828828829,249.184477858333,144.024340593351,386.820040352052
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-06,heat_pipe_tc_06,0.8828828828828829,468.06421373,-2016.2440312524,940.751671520025
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-07,heat_pipe_tc_07,0.8828828828828829,538.116263823421,330.254947729214,591.480164329498
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-08,heat_pipe_tc_08,0.8828828828828829,539.965443162976,339.300798169159,611.392940594914
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-09,heat_pipe_tc_09,0.8828828828828829,525.776913235,430.660379456035,657.92351202366
MAGNET_forecast,C:\Users\shrey\Documents\DigitalTwinDivergence\magnet_tfp\data\ML_MAGNET_2022-03-30.csv,Heat Pipe TC-10,heat_pipe_tc_10,0.8738738738738738,423.001548353315,-5768.13287117472,549.727172247228
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,timesamp,timesamp,0.9993838570548367,4052.54000000004,0.0,8105.10100000002
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,current,current,0.9993838570548367,-0.004940455345,-80.3004356,-0.00104896653
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,voltage,voltage,0.9993838570548367,4.185596970000001,2.55109624,4.18811342
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,SOC,soc,0.9993838570548367,100.0,4.34396047218225,100.0
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,liquid_flow,liquid_flow,0.9993838570548367,1.4650844699999999,0.0,90.9444871
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_ambient,temp_ambient,0.9993838570548367,297.14844945,296.9076769,297.7317895
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_inlet,temp_inlet,0.9993838570548367,278.34294776499996,278.01718598,295.523806
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_outlet,temp_outlet,0.9993838570548367,278.42651143,278.07598747,297.1228008
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH1,temp_th1,0.9993838570548367,278.9730266552565,278.547213714614,296.76576655534
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH2,temp_th2,0.9993838570548367,279.2608786842655,278.821085583548,297.079857462606
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH3,temp_th3,0.9993838570548367,279.18937472438654,278.771558809291,296.778531008829
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH4,temp_th4,0.9993838570548367,279.203247106242,278.786776746577,296.860800054495
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH5,temp_th5,0.9993838570548367,279.2393169605735,278.688588891514,296.79640391369
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH6,temp_th6,0.9993838570548367,279.44391355455446,279.033184080022,296.804819706205
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH7,temp_th7,0.9993838570548367,279.144688581617,278.73469950026,296.755795244755
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH8,temp_th8,0.9993838570548367,279.2714691293975,278.862976989833,296.772821064792
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH9,temp_th9,0.9993838570548367,279.060960005483,278.647651673795,296.649417086959
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_TH10,temp_th10,0.9993838570548367,279.102619005846,278.696158884583,296.587095746106
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-1_TH20,temp_cell_1_th20,0.9993838570548367,286.398058318457,285.141048166471,318.480984140129
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-1_TH21,temp_cell_1_th21,0.9993838570548367,285.13090220337904,284.01730969851,315.691644540441
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-1_TH22,temp_cell_1_th22,0.9993838570548367,282.93318025003396,282.10790417396,304.205265017395
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-2_TH17,temp_cell_2_th17,0.9993838570548367,285.6559097847205,284.280408474226,321.185342652963
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-2_TH18,temp_cell_2_th18,0.9993838570548367,284.7083899150945,283.488040712975,317.893309053135
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-2_TH19,temp_cell_2_th19,0.9993838570548367,282.5691221949745,281.669020021613,306.135966398067
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-3_TH14,temp_cell_3_th14,0.9993838570548367,286.043823981926,284.525351503117,320.807143053588
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-3_TH15,temp_cell_3_th15,0.9993838570548367,285.277211237676,283.925853671685,317.614586249557
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-3_TH16,temp_cell_3_th16,0.9993838570548367,282.770633903065,281.838854793163,304.505247473764
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-4_TH11,temp_cell_4_th11,0.9993838570548367,287.308435093738,285.499395811778,320.561438282637
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-4_TH12,temp_cell_4_th12,0.9993838570548367,286.226574272642,284.530885926558,317.957019473749
FreeTwinEV_experiment_ID22,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Experiment data\ID22_20251210_144332381\FreeTwinEV_1s4p_ID_22.csv,temp_cell-4_TH13,temp_cell_4_th13,0.9993838570548367,284.08001029848697,282.805859532242,307.447448748595
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,Time,time,0.9961977186311787,497.5,0.01,1600.0
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Total Volume,grp_f_01_liquid_total_volume,0.9961977186311787,2.92790367e-05,2.92790367e-05,2.92790367e-05
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Mean Relative Pressure,grp_f_01_liquid_mean_relative_pressure,0.9961977186311787,-43.050247600000006,-2828.87615,188.252242
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Mean Absolute Pressure,grp_f_01_liquid_mean_absolute_pressure,0.9961977186311787,100456.94975,97671.1239,100688.2522
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Mean Total Pressure,grp_f_01_liquid_mean_total_pressure,0.9961977186311787,100489.01680000001,97696.1335,100713.2488
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Integrated inlet power,grp_f_01_liquid_integrated_inlet_power,0.9961977186311787,-2023.1817449999999,-2057.50429,-271.093905
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Integrated outlet power,grp_f_01_liquid_integrated_outlet_power,0.9961977186311787,-2016.3823849999999,-2050.68224,-99.0474852
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Energy Balance,grp_f_01_liquid_energy_balance,0.9961977186311787,0.15297622,1.09602522e-05,12.9773408
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Enthalpy Volumetric Sources,grp_f_01_liquid_enthalpy_volumetric_sources,0.9961977186311787,0.0,0.0,0.0
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Energy Rate of Change,grp_f_01_liquid_energy_rate_of_change,0.9961977186311787,0.679079608,0.0451141317,314.853211
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Wall Heat Rate,grp_f_01_liquid_wall_heat_rate,0.9961977186311787,6.4216712000000005,-104.276741,135.408901
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Near-Wall Temperature Based HTC,grp_f_01_liquid_near_wall_temperature_based_htc,0.9961977186311787,230396.2128,230130.1667,243980.5512
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Mean Temperature Based HTC,grp_f_01_liquid_mean_temperature_based_htc,0.9961977186311787,233.3473275,31.3060043,3846.37138
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Total Inlet Massflow,grp_f_01_liquid_total_inlet_massflow,0.9961977186311787,0.0244391666,0.0244391666,0.0244391666
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Total Outlet Massflow,grp_f_01_liquid_total_outlet_massflow,0.9961977186311787,0.0244391679,0.024423062,0.0244391745
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Total Mass,grp_f_01_liquid_total_mass,0.9961977186311787,0.0292779117,0.0291994132,0.0292781553
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Mean Velocity,grp_f_01_liquid_mean_velocity,0.9961977186311787,0.17297364799999998,0.156465027,0.174175594
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Mean Temperature,grp_f_01_liquid_mean_temperature,0.9961977186311787,278.43080399999997,278.093548,297.156344
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Minimum Temperature,grp_f_01_liquid_minimum_temperature,0.9961977186311787,278.377977,278.043879,295.503266
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Maximum Temperature,grp_f_01_liquid_maximum_temperature,0.9961977186311787,278.7973435,278.397669,297.179724
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Mean Turbulence Kinetic Energy,grp_f_01_liquid_mean_turbulence_kinetic_energy,0.9961977186311787,0.008606172405000001,0.00860057581,0.199106028
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Mean Dissipation Rate,grp_f_01_liquid_mean_dissipation_rate,0.9961977186311787,0.5541555025,0.552242294,18.7824974
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_F_01_LIQUID:Mean Turbulent Time Scale,grp_f_01_liquid_mean_turbulent_time_scale,0.9961977186311787,0.08046204525,0.0121641005,0.0805088116
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_S_02_COLDPLATE:Wall Heat Rate,grp_s_02_coldplate_wall_heat_rate,0.9961977186311787,0.19783914749999998,-117.631365,104.227214
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_S_02_COLDPLATE:Mean Temperature,grp_s_02_coldplate_mean_temperature,0.9961977186311787,278.589229,278.24454,296.870266
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_S_02_COLDPLATE:Minimum Temperature,grp_s_02_coldplate_minimum_temperature,0.9961977186311787,278.442069,278.104438,296.791787
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_S_02_COLDPLATE:Maximum Temperature,grp_s_02_coldplate_maximum_temperature,0.9961977186311787,278.81038850000004,278.41191,297.033174
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_S_03_ACTIVEMAT_1:Wall Heat Rate,grp_s_03_activemat_1_wall_heat_rate,0.9961977186311787,-0.276979499,-3.04639048,0.0272122838
FreeTwinEV_simulation_cooldown,C:\Users\shrey\Documents\DigitalTwinDivergence\public_datasets\freetwinev_1s4p\extracted\FTEV_1S4P_IdentValid_SimPackage_V1\Simulation data\CASE_ID22_CD\CASE_ID22_CD_2DresultsFULL.csv,GRP_S_03_ACTIVEMAT_1:Mean Temperature,grp_s_03_activemat_1_mean_temperature,0.9961977186311787,285.475872,283.526738,296.790106
