trial,capacity_hz,policy,source_duration_s,source_observations,source_observation_rate_hz,transport_deliveries,transport_deliveries_per_s,unique_delivered_sources,unique_source_delivery_rate_hz,repeated_source_fraction,response_bytes_per_s,p95_delivery_aoi_s,mean_delivery_aoi_s,rate_switches,economy_fraction,normal_fraction,high_fraction,service_id,qualified_deliveries,at_risk_deliveries,withdrawn_deliveries,unobservable_deliveries,observable_fraction_request_weighted,satisfaction_given_observable_request_weighted,observable_fraction_time_weighted,satisfaction_given_observable_time_weighted
1,1.5,contract-aware,90.86099999999999,140,1.5298092691033558,136,1.496791802863715,133,1.4637743366240743,0.022058823529411766,922.0127447419686,1.2747499999999774,1.0359093137254416,1,0.0,0.022058823529411766,0.9779411764705882,local_5s_moderate,1,8,96,31,0.7720588235294118,0.08571428571428572,0.7708651319558137,0.08629658217592019
1,1.5,contract-aware,90.86099999999999,140,1.5298092691033558,136,1.496791802863715,133,1.4637743366240743,0.022058823529411766,922.0127447419686,1.2747499999999774,1.0359093137254416,1,0.0,0.022058823529411766,0.9779411764705882,local_10s_preview,46,16,37,37,0.7279411764705882,0.6262626262626263,0.7265164478182294,0.6307768220039371
1,1.5,contract-aware,90.86099999999999,140,1.5298092691033558,136,1.496791802863715,133,1.4637743366240743,0.022058823529411766,922.0127447419686,1.2747499999999774,1.0359093137254416,1,0.0,0.022058823529411766,0.9779411764705882,global_state_tracking,4,7,109,16,0.8823529411764706,0.09166666666666666,0.8817368422997747,0.09221109634802149
1,2.0,static-low,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,0,1.0,0.0,0.0,local_1s_tight,0,0,157,24,0.8674033149171271,0.0,0.8671993448501012,0.0
1,2.0,static-low,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,0,1.0,0.0,0.0,local_5s_moderate,6,6,140,29,0.8397790055248618,0.07894736842105263,0.8395325416938724,0.07909202356942303
1,2.0,static-low,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,0,1.0,0.0,0.0,local_10s_preview,77,16,49,39,0.7845303867403315,0.6549295774647887,0.7841989353814145,0.6562142786582182
1,2.0,static-low,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,0,1.0,0.0,0.0,global_state_tracking,10,5,150,16,0.9116022099447514,0.09090909090909091,0.9114662299000675,0.09106251745364918
1,2.0,static-high,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,0,0.0,0.0,1.0,local_1s_tight,0,0,157,24,0.8674033149171271,0.0,0.8671993448501012,0.0
1,2.0,static-high,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,0,0.0,0.0,1.0,local_5s_moderate,6,6,140,29,0.8397790055248618,0.07894736842105263,0.8395325416938724,0.07909202356942303
1,2.0,static-high,90.86099999999999,140,1.5298092691033558,181,1.9920537964583267,138,1.5188034470234757,0.23756906077348067,1227.1931851949682,1.1599999999999682,0.8343259668507919,0,0.0,0.0,1.0,local_10s_preview,77,16,49,39,0.7845303867403315,0.6549295774647887,0.7841989353814145,0.6562142786582182
