capacity_hz,policy,service_id,trials,source_observation_rate_hz_mean,source_observation_rate_hz_min,source_observation_rate_hz_max,transport_deliveries_per_s_mean,transport_deliveries_per_s_min,transport_deliveries_per_s_max,unique_source_delivery_rate_hz_mean,unique_source_delivery_rate_hz_min,unique_source_delivery_rate_hz_max,repeated_source_fraction_mean,repeated_source_fraction_min,repeated_source_fraction_max,response_bytes_per_s_mean,response_bytes_per_s_min,response_bytes_per_s_max,p95_delivery_aoi_s_mean,p95_delivery_aoi_s_min,p95_delivery_aoi_s_max,mean_delivery_aoi_s_mean,mean_delivery_aoi_s_min,mean_delivery_aoi_s_max,rate_switches_mean,rate_switches_min,rate_switches_max,economy_fraction_mean,economy_fraction_min,economy_fraction_max,normal_fraction_mean,normal_fraction_min,normal_fraction_max,high_fraction_mean,high_fraction_min,high_fraction_max,observable_fraction_request_weighted_mean,observable_fraction_request_weighted_min,observable_fraction_request_weighted_max,satisfaction_given_observable_request_weighted_mean,satisfaction_given_observable_request_weighted_min,satisfaction_given_observable_request_weighted_max,observable_fraction_time_weighted_mean,observable_fraction_time_weighted_min,observable_fraction_time_weighted_max,satisfaction_given_observable_time_weighted_mean,satisfaction_given_observable_time_weighted_min,satisfaction_given_observable_time_weighted_max
1.5,static-high,local_1s_tight,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.494079564414904,1.4902142596946735,1.4984904911963677,1.4279054718797075,1.3467121457981492,1.4654355538905655,0.04434640522875817,0.022058823529411766,0.0962962962962963,925.9845582834148,922.0127447419686,928.8688677690503,1.3107766666667158,1.2747499999999774,1.3533000000001187,0.9847210239651519,0.9224962962963353,1.0359093137254416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.82,0.762962962962963,0.8455882352941176,0.0,0.0,0.0,0.8201258478643485,0.7627635085794348,0.8447796055184543,0.0,0.0,0.0
1.5,static-high,local_5s_moderate,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.494079564414904,1.4902142596946735,1.4984904911963677,1.4279054718797075,1.3467121457981492,1.4654355538905655,0.04434640522875817,0.022058823529411766,0.0962962962962963,925.9845582834148,922.0127447419686,928.8688677690503,1.3107766666667158,1.2747499999999774,1.3533000000001187,0.9847210239651519,0.9224962962963353,1.0359093137254416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.7580936819172114,0.7111111111111111,0.7925925925925926,0.08755162992587401,0.038461538461538464,0.19607843137254902,0.7579874020074976,0.7108680260811863,0.7923580340755296,0.08776345933718215,0.03878336581440219,0.19607843137254927
1.5,static-low,global_state_tracking,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.494079564414904,1.4902142596946735,1.4984904911963677,1.4279054718797075,1.3467121457981492,1.4654355538905655,0.04434640522875817,0.022058823529411766,0.0962962962962963,925.9845582834148,922.0127447419686,928.8688677690503,1.3107766666667158,1.2747499999999774,1.3533000000001187,0.9847210239651519,0.9224962962963353,1.0359093137254416,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8672331154684095,0.8296296296296296,0.8888888888888888,0.19326472962066182,0.09166666666666666,0.3389830508474576,0.8674984622774764,0.8294862717914689,0.8887632325404621,0.19394998022668117,0.09221109634802149,0.3414804886585785
1.5,static-low,local_10s_preview,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.494079564414904,1.4902142596946735,1.4984904911963677,1.4279054718797075,1.3467121457981492,1.4654355538905655,0.04434640522875817,0.022058823529411766,0.0962962962962963,925.9845582834148,922.0127447419686,928.8688677690503,1.3107766666667158,1.2747499999999774,1.3533000000001187,0.9847210239651519,0.9224962962963353,1.0359093137254416,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7123202614379085,0.6518518518518519,0.7279411764705882,0.35273139558853844,0.10204081632653061,0.6262626262626263,0.7120802215139868,0.651558903226045,0.7305060045379939,0.3543071409129906,0.10219985181021454,0.6307768220039371
1.5,static-low,local_1s_tight,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.494079564414904,1.4902142596946735,1.4984904911963677,1.4279054718797075,1.3467121457981492,1.4654355538905655,0.04434640522875817,0.022058823529411766,0.0962962962962963,925.9845582834148,922.0127447419686,928.8688677690503,1.3107766666667158,1.2747499999999774,1.3533000000001187,0.9847210239651519,0.9224962962963353,1.0359093137254416,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.762962962962963,0.8455882352941176,0.0,0.0,0.0,0.8201258478643485,0.7627635085794348,0.8447796055184543,0.0,0.0,0.0
1.5,static-low,local_5s_moderate,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.494079564414904,1.4902142596946735,1.4984904911963677,1.4279054718797075,1.3467121457981492,1.4654355538905655,0.04434640522875817,0.022058823529411766,0.0962962962962963,925.9845582834148,922.0127447419686,928.8688677690503,1.3107766666667158,1.2747499999999774,1.3533000000001187,0.9847210239651519,0.9224962962963353,1.0359093137254416,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7580936819172114,0.7111111111111111,0.7925925925925926,0.08755162992587401,0.038461538461538464,0.19607843137254902,0.7579874020074976,0.7108680260811863,0.7923580340755296,0.08776345933718215,0.03878336581440219,0.19607843137254927
2.0,aoi-only,global_state_tracking,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.996518853707096,1.9920537964583267,1.9996703840026397,1.5139126026319907,1.509508803631635,1.5188034470234757,0.2417218140975047,0.23756906077348067,0.2430939226519337,1237.2744958437877,1227.1931851949682,1242.7841564577284,1.1453499999999963,1.1187499999999204,1.1599999999999682,0.8250507012324909,0.8051153846154081,0.8343259668507919,1.0,1.0,1.0,0.0,0.0,0.0,0.02207516240665412,0.02197802197802198,0.022099447513812154,0.9779248375933458,0.9779005524861878,0.978021978021978,0.9271082508651569,0.8895027624309392,0.967032967032967,0.15286611039124232,0.09090909090909091,0.32298136645962733,0.9268609519467321,0.88920649693102,0.9668563221565486,0.15345921870864782,0.09106251745364918,0.323955244337013
2.0,aoi-only,local_10s_preview,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.996518853707096,1.9920537964583267,1.9996703840026397,1.5139126026319907,1.509508803631635,1.5188034470234757,0.2417218140975047,0.23756906077348067,0.2430939226519337,1237.2744958437877,1227.1931851949682,1242.7841564577284,1.1453499999999963,1.1187499999999204,1.1599999999999682,0.8250507012324909,0.8051153846154081,0.8343259668507919,1.0,1.0,1.0,0.0,0.0,0.0,0.02207516240665412,0.02197802197802198,0.022099447513812154,0.9779248375933458,0.9779005524861878,0.978021978021978,0.8090037034788415,0.7845303867403315,0.8516483516483516,0.3772329507500167,0.13793103448275862,0.6549295774647887,0.8083102376084002,0.783952669015489,0.8508534497044686,0.3775924798198331,0.13876361617983754,0.6562142786582182
2.0,aoi-only,local_1s_tight,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.996518853707096,1.9920537964583267,1.9996703840026397,1.5139126026319907,1.509508803631635,1.5188034470234757,0.2417218140975047,0.23756906077348067,0.2430939226519337,1237.2744958437877,1227.1931851949682,1242.7841564577284,1.1453499999999963,1.1187499999999204,1.1599999999999682,0.8250507012324909,0.8051153846154081,0.8343259668507919,1.0,1.0,1.0,0.0,0.0,0.0,0.02207516240665412,0.02197802197802198,0.022099447513812154,0.9779248375933458,0.9779005524861878,0.978021978021978,0.8785380365490862,0.8453038674033149,0.9230769230769231,0.0012738853503184715,0.0,0.006369426751592357,0.87810344136133,0.844889095703428,0.9226647516986134,0.0012809837955549855,0.0,0.006404918977774927
2.0,aoi-only,local_5s_moderate,5,1.5205251543641973,1.5127256666482627,1.5298092691033558,1.996518853707096,1.9920537964583267,1.9996703840026397,1.5139126026319907,1.509508803631635,1.5188034470234757,0.2417218140975047,0.23756906077348067,0.2430939226519337,1237.2744958437877,1227.1931851949682,1242.7841564577284,1.1453499999999963,1.1187499999999204,1.1599999999999682,0.8250507012324909,0.8051153846154081,0.8343259668507919,1.0,1.0,1.0,0.0,0.0,0.0,0.02207516240665412,0.02197802197802198,0.022099447513812154,0.9779248375933458,0.9779005524861878,0.978021978021978,0.8465666929755328,0.8232044198895028,0.8784530386740331,0.08000266572136455,0.0440251572327044,0.14093959731543623,0.8459990365650095,0.822730395089632,0.8779012331975445,0.08033502245288993,0.044252822697905,0.14139890651512288
