sequence,method,family,horizon_s,position_tolerance_m,heading_tolerance_deg,n_traces,position_valid_fraction_median,position_valid_fraction_mean,joint_valid_fraction_median,joint_valid_fraction_mean
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,5.0,2.0,1,0.03363914373088685,0.03363914373088685,0.01529051987767584,0.01529051987767584
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,5.0,5.0,1,0.03363914373088685,0.03363914373088685,0.01529051987767584,0.01529051987767584
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,5.0,10.0,1,0.03363914373088685,0.03363914373088685,0.024464831804281346,0.024464831804281346
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,5.0,20.0,1,0.03363914373088685,0.03363914373088685,0.027522935779816515,0.027522935779816515
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,5.0,30.0,1,0.03363914373088685,0.03363914373088685,0.027522935779816515,0.027522935779816515
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,5.0,45.0,1,0.03363914373088685,0.03363914373088685,0.027522935779816515,0.027522935779816515
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,10.0,2.0,1,0.04281345565749235,0.04281345565749235,0.01529051987767584,0.01529051987767584
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,10.0,5.0,1,0.04281345565749235,0.04281345565749235,0.01529051987767584,0.01529051987767584
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,10.0,10.0,1,0.04281345565749235,0.04281345565749235,0.024464831804281346,0.024464831804281346
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,10.0,20.0,1,0.04281345565749235,0.04281345565749235,0.027522935779816515,0.027522935779816515
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,10.0,30.0,1,0.04281345565749235,0.04281345565749235,0.027522935779816515,0.027522935779816515
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,10.0,45.0,1,0.04281345565749235,0.04281345565749235,0.027522935779816515,0.027522935779816515
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,20.0,2.0,1,0.09785932721712538,0.09785932721712538,0.01529051987767584,0.01529051987767584
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,20.0,5.0,1,0.09785932721712538,0.09785932721712538,0.01529051987767584,0.01529051987767584
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,20.0,10.0,1,0.09785932721712538,0.09785932721712538,0.024464831804281346,0.024464831804281346
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,20.0,20.0,1,0.09785932721712538,0.09785932721712538,0.027522935779816515,0.027522935779816515
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,20.0,30.0,1,0.09785932721712538,0.09785932721712538,0.027522935779816515,0.027522935779816515
ts_2022_09_06_12h37m11s_four_rows,physics_only,global_synchronization,0.0,20.0,45.0,1,0.09785932721712538,0.09785932721712538,0.027522935779816515,0.027522935779816515
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.05,1.0,1,0.5198776758409785,0.5198776758409785,0.21406727828746178,0.21406727828746178
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.05,2.0,1,0.5198776758409785,0.5198776758409785,0.3577981651376147,0.3577981651376147
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.05,5.0,1,0.5198776758409785,0.5198776758409785,0.4892966360856269,0.4892966360856269
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.05,10.0,1,0.5198776758409785,0.5198776758409785,0.4984709480122324,0.4984709480122324
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.05,20.0,1,0.5198776758409785,0.5198776758409785,0.5076452599388379,0.5076452599388379
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.1,1.0,1,0.8134556574923547,0.8134556574923547,0.3211009174311927,0.3211009174311927
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.1,2.0,1,0.8134556574923547,0.8134556574923547,0.5259938837920489,0.5259938837920489
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.1,5.0,1,0.8134556574923547,0.8134556574923547,0.7553516819571865,0.7553516819571865
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.1,10.0,1,0.8134556574923547,0.8134556574923547,0.7859327217125383,0.7859327217125383
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.1,20.0,1,0.8134556574923547,0.8134556574923547,0.7951070336391437,0.7951070336391437
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.2,1.0,1,0.8807339449541285,0.8807339449541285,0.327217125382263,0.327217125382263
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.2,2.0,1,0.8807339449541285,0.8807339449541285,0.5412844036697247,0.5412844036697247
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.2,5.0,1,0.8807339449541285,0.8807339449541285,0.7859327217125383,0.7859327217125383
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.2,10.0,1,0.8807339449541285,0.8807339449541285,0.8409785932721713,0.8409785932721713
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.2,20.0,1,0.8807339449541285,0.8807339449541285,0.8593272171253823,0.8593272171253823
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.5,1.0,1,0.9235474006116208,0.9235474006116208,0.3302752293577982,0.3302752293577982
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.5,2.0,1,0.9235474006116208,0.9235474006116208,0.5504587155963303,0.5504587155963303
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.5,5.0,1,0.9235474006116208,0.9235474006116208,0.8042813455657493,0.8042813455657493
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.5,10.0,1,0.9235474006116208,0.9235474006116208,0.8685015290519877,0.8685015290519877
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,0.5,20.0,1,0.9235474006116208,0.9235474006116208,0.8960244648318043,0.8960244648318043
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,1.0,1.0,1,0.9510703363914373,0.9510703363914373,0.3363914373088685,0.3363914373088685
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,1.0,2.0,1,0.9510703363914373,0.9510703363914373,0.5565749235474006,0.5565749235474006
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,1.0,5.0,1,0.9510703363914373,0.9510703363914373,0.8134556574923547,0.8134556574923547
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,1.0,10.0,1,0.9510703363914373,0.9510703363914373,0.8868501529051988,0.8868501529051988
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,1.0,1.0,20.0,1,0.9510703363914373,0.9510703363914373,0.9204892966360856,0.9204892966360856
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.05,1.0,1,0.07142857142857142,0.07142857142857142,0.05714285714285714,0.05714285714285714
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.05,2.0,1,0.07142857142857142,0.07142857142857142,0.05714285714285714,0.05714285714285714
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.05,5.0,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.05,10.0,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.05,20.0,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.1,1.0,1,0.2,0.2,0.08571428571428572,0.08571428571428572
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.1,2.0,1,0.2,0.2,0.11428571428571428,0.11428571428571428
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.1,5.0,1,0.2,0.2,0.17142857142857143,0.17142857142857143
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.1,10.0,1,0.2,0.2,0.18571428571428572,0.18571428571428572
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.1,20.0,1,0.2,0.2,0.18571428571428572,0.18571428571428572
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.2,1.0,1,0.5285714285714286,0.5285714285714286,0.2,0.2
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.2,2.0,1,0.5285714285714286,0.5285714285714286,0.2714285714285714,0.2714285714285714
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.2,5.0,1,0.5285714285714286,0.5285714285714286,0.44285714285714284,0.44285714285714284
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.2,10.0,1,0.5285714285714286,0.5285714285714286,0.5,0.5
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.2,20.0,1,0.5285714285714286,0.5285714285714286,0.5142857142857142,0.5142857142857142
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.5,1.0,1,0.7857142857142857,0.7857142857142857,0.24285714285714285,0.24285714285714285
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.5,2.0,1,0.7857142857142857,0.7857142857142857,0.32857142857142857,0.32857142857142857
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.5,5.0,1,0.7857142857142857,0.7857142857142857,0.6428571428571429,0.6428571428571429
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.5,10.0,1,0.7857142857142857,0.7857142857142857,0.7285714285714285,0.7285714285714285
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,0.5,20.0,1,0.7857142857142857,0.7857142857142857,0.7714285714285715,0.7714285714285715
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,1.0,1.0,1,0.8714285714285714,0.8714285714285714,0.24285714285714285,0.24285714285714285
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,1.0,2.0,1,0.8714285714285714,0.8714285714285714,0.32857142857142857,0.32857142857142857
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,1.0,5.0,1,0.8714285714285714,0.8714285714285714,0.6428571428571429,0.6428571428571429
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,1.0,10.0,1,0.8714285714285714,0.8714285714285714,0.7571428571428571,0.7571428571428571
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,5.0,1.0,20.0,1,0.8714285714285714,0.8714285714285714,0.8142857142857143,0.8142857142857143
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.05,1.0,1,0.02857142857142857,0.02857142857142857,0.0,0.0
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.05,2.0,1,0.02857142857142857,0.02857142857142857,0.0,0.0
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.05,5.0,1,0.02857142857142857,0.02857142857142857,0.0,0.0
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.05,10.0,1,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.05,20.0,1,0.02857142857142857,0.02857142857142857,0.02857142857142857,0.02857142857142857
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.1,1.0,1,0.08571428571428572,0.08571428571428572,0.0,0.0
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.1,2.0,1,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.02857142857142857
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.1,5.0,1,0.08571428571428572,0.08571428571428572,0.05714285714285714,0.05714285714285714
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.1,10.0,1,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.1,20.0,1,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.2,1.0,1,0.14285714285714285,0.14285714285714285,0.0,0.0
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.2,2.0,1,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.02857142857142857
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.2,5.0,1,0.14285714285714285,0.14285714285714285,0.11428571428571428,0.11428571428571428
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.2,10.0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.2,20.0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.5,1.0,1,0.5142857142857142,0.5142857142857142,0.11428571428571428,0.11428571428571428
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.5,2.0,1,0.5142857142857142,0.5142857142857142,0.2571428571428571,0.2571428571428571
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.5,5.0,1,0.5142857142857142,0.5142857142857142,0.42857142857142855,0.42857142857142855
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.5,10.0,1,0.5142857142857142,0.5142857142857142,0.45714285714285713,0.45714285714285713
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,0.5,20.0,1,0.5142857142857142,0.5142857142857142,0.45714285714285713,0.45714285714285713
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,1.0,1.0,1,0.7428571428571429,0.7428571428571429,0.11428571428571428,0.11428571428571428
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,1.0,2.0,1,0.7428571428571429,0.7428571428571429,0.2857142857142857,0.2857142857142857
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,1.0,5.0,1,0.7428571428571429,0.7428571428571429,0.5428571428571428,0.5428571428571428
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,1.0,10.0,1,0.7428571428571429,0.7428571428571429,0.6857142857142857,0.6857142857142857
ts_2022_09_06_12h37m11s_four_rows,physics_only,local_relative_motion,10.0,1.0,20.0,1,0.7428571428571429,0.7428571428571429,0.6857142857142857,0.6857142857142857
