family,horizon_s,position_tolerance_m,heading_tolerance_deg,baseline_metric,kendall_tau_service_pass_vs_negative_error
local_relative_motion,1.0,0.5,10.0,rpe1_m,0.7307313144845059
local_relative_motion,1.0,0.5,10.0,rpe5_m,0.7307313144845059
local_relative_motion,1.0,0.5,10.0,rpe10_m,0.8315218406202999
local_relative_motion,1.0,0.5,10.0,dp_p95_m,0.3275692099413302
local_relative_motion,1.0,0.5,10.0,heading_mae_deg,0.22677868380553634
local_relative_motion,1.0,0.5,10.0,dtheta_p95_deg,0.17638342073763935
local_relative_motion,1.0,0.5,20.0,ate_m,0.17638342073763935
local_relative_motion,1.0,0.5,20.0,rpe1_m,0.7307313144845059
local_relative_motion,1.0,0.5,20.0,rpe5_m,0.7307313144845059
local_relative_motion,1.0,0.5,20.0,rpe10_m,0.8315218406202999
local_relative_motion,1.0,0.5,20.0,dp_p95_m,0.3275692099413302
local_relative_motion,1.0,0.5,20.0,heading_mae_deg,0.22677868380553634
local_relative_motion,1.0,0.5,20.0,dtheta_p95_deg,0.17638342073763935
local_relative_motion,1.0,1.0,1.0,ate_m,0.1111111111111111
local_relative_motion,1.0,1.0,1.0,rpe1_m,0.37777777777777777
local_relative_motion,1.0,1.0,1.0,rpe5_m,0.4222222222222222
local_relative_motion,1.0,1.0,1.0,rpe10_m,0.4222222222222222
local_relative_motion,1.0,1.0,1.0,dp_p95_m,0.06666666666666667
local_relative_motion,1.0,1.0,1.0,heading_mae_deg,0.1111111111111111
local_relative_motion,1.0,1.0,1.0,dtheta_p95_deg,0.1111111111111111
local_relative_motion,1.0,1.0,2.0,ate_m,0.3042903097250923
local_relative_motion,1.0,1.0,2.0,rpe1_m,0.669438681395203
local_relative_motion,1.0,1.0,2.0,rpe5_m,0.669438681395203
local_relative_motion,1.0,1.0,2.0,rpe10_m,0.5477225575051661
local_relative_motion,1.0,1.0,2.0,dp_p95_m,0.12171612389003693
local_relative_motion,1.0,1.0,2.0,heading_mae_deg,0.0
local_relative_motion,1.0,1.0,2.0,dtheta_p95_deg,0.060858061945018464
local_relative_motion,1.0,1.0,5.0,ate_m,0.3042903097250923
local_relative_motion,1.0,1.0,5.0,rpe1_m,0.669438681395203
local_relative_motion,1.0,1.0,5.0,rpe5_m,0.669438681395203
local_relative_motion,1.0,1.0,5.0,rpe10_m,0.5477225575051661
local_relative_motion,1.0,1.0,5.0,dp_p95_m,0.12171612389003693
local_relative_motion,1.0,1.0,5.0,heading_mae_deg,0.0
local_relative_motion,1.0,1.0,5.0,dtheta_p95_deg,0.060858061945018464
local_relative_motion,1.0,1.0,10.0,ate_m,0.3042903097250923
local_relative_motion,1.0,1.0,10.0,rpe1_m,0.669438681395203
local_relative_motion,1.0,1.0,10.0,rpe5_m,0.669438681395203
local_relative_motion,1.0,1.0,10.0,rpe10_m,0.5477225575051661
local_relative_motion,1.0,1.0,10.0,dp_p95_m,0.12171612389003693
local_relative_motion,1.0,1.0,10.0,heading_mae_deg,0.0
local_relative_motion,1.0,1.0,10.0,dtheta_p95_deg,0.060858061945018464
local_relative_motion,1.0,1.0,20.0,ate_m,0.3042903097250923
local_relative_motion,1.0,1.0,20.0,rpe1_m,0.669438681395203
local_relative_motion,1.0,1.0,20.0,rpe5_m,0.669438681395203
local_relative_motion,1.0,1.0,20.0,rpe10_m,0.5477225575051661
local_relative_motion,1.0,1.0,20.0,dp_p95_m,0.12171612389003693
local_relative_motion,1.0,1.0,20.0,heading_mae_deg,0.0
local_relative_motion,1.0,1.0,20.0,dtheta_p95_deg,0.060858061945018464
local_relative_motion,5.0,0.05,1.0,ate_m,0.5555555555555555
local_relative_motion,5.0,0.05,1.0,rpe1_m,0.5555555555555555
local_relative_motion,5.0,0.05,1.0,rpe5_m,0.6
local_relative_motion,5.0,0.05,1.0,rpe10_m,0.5111111111111111
local_relative_motion,5.0,0.05,1.0,dp_p95_m,0.5111111111111111
local_relative_motion,5.0,0.05,1.0,heading_mae_deg,0.37777777777777777
local_relative_motion,5.0,0.05,1.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,5.0,0.05,2.0,ate_m,0.5555555555555555
local_relative_motion,5.0,0.05,2.0,rpe1_m,0.5555555555555555
local_relative_motion,5.0,0.05,2.0,rpe5_m,0.6
local_relative_motion,5.0,0.05,2.0,rpe10_m,0.5111111111111111
local_relative_motion,5.0,0.05,2.0,dp_p95_m,0.5111111111111111
local_relative_motion,5.0,0.05,2.0,heading_mae_deg,0.37777777777777777
local_relative_motion,5.0,0.05,2.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,5.0,0.05,5.0,ate_m,0.5555555555555555
local_relative_motion,5.0,0.05,5.0,rpe1_m,0.5555555555555555
local_relative_motion,5.0,0.05,5.0,rpe5_m,0.6
local_relative_motion,5.0,0.05,5.0,rpe10_m,0.5111111111111111
local_relative_motion,5.0,0.05,5.0,dp_p95_m,0.5111111111111111
local_relative_motion,5.0,0.05,5.0,heading_mae_deg,0.37777777777777777
local_relative_motion,5.0,0.05,5.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,5.0,0.05,10.0,ate_m,0.5555555555555555
local_relative_motion,5.0,0.05,10.0,rpe1_m,0.5555555555555555
local_relative_motion,5.0,0.05,10.0,rpe5_m,0.6
local_relative_motion,5.0,0.05,10.0,rpe10_m,0.5111111111111111
local_relative_motion,5.0,0.05,10.0,dp_p95_m,0.5111111111111111
local_relative_motion,5.0,0.05,10.0,heading_mae_deg,0.37777777777777777
local_relative_motion,5.0,0.05,10.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,5.0,0.05,20.0,ate_m,0.5555555555555555
local_relative_motion,5.0,0.05,20.0,rpe1_m,0.5555555555555555
local_relative_motion,5.0,0.05,20.0,rpe5_m,0.6
local_relative_motion,5.0,0.05,20.0,rpe10_m,0.5111111111111111
local_relative_motion,5.0,0.05,20.0,dp_p95_m,0.5111111111111111
local_relative_motion,5.0,0.05,20.0,heading_mae_deg,0.37777777777777777
local_relative_motion,5.0,0.05,20.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,5.0,0.1,1.0,ate_m,0.28888888888888886
local_relative_motion,5.0,0.1,1.0,rpe1_m,0.7333333333333333
local_relative_motion,5.0,0.1,1.0,rpe5_m,0.7777777777777777
local_relative_motion,5.0,0.1,1.0,rpe10_m,0.8666666666666666
local_relative_motion,5.0,0.1,1.0,dp_p95_m,0.3333333333333333
local_relative_motion,5.0,0.1,1.0,heading_mae_deg,0.28888888888888886
local_relative_motion,5.0,0.1,1.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,5.0,0.1,2.0,ate_m,0.28888888888888886
local_relative_motion,5.0,0.1,2.0,rpe1_m,0.7333333333333333
local_relative_motion,5.0,0.1,2.0,rpe5_m,0.7777777777777777
local_relative_motion,5.0,0.1,2.0,rpe10_m,0.8666666666666666
local_relative_motion,5.0,0.1,2.0,dp_p95_m,0.3333333333333333
local_relative_motion,5.0,0.1,2.0,heading_mae_deg,0.28888888888888886
local_relative_motion,5.0,0.1,2.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,5.0,0.1,5.0,ate_m,0.28888888888888886
local_relative_motion,5.0,0.1,5.0,rpe1_m,0.7333333333333333
local_relative_motion,5.0,0.1,5.0,rpe5_m,0.7777777777777777
local_relative_motion,5.0,0.1,5.0,rpe10_m,0.8666666666666666
local_relative_motion,5.0,0.1,5.0,dp_p95_m,0.3333333333333333
local_relative_motion,5.0,0.1,5.0,heading_mae_deg,0.28888888888888886
local_relative_motion,5.0,0.1,5.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,5.0,0.1,10.0,ate_m,0.28888888888888886
local_relative_motion,5.0,0.1,10.0,rpe1_m,0.7333333333333333
local_relative_motion,5.0,0.1,10.0,rpe5_m,0.7777777777777777
local_relative_motion,5.0,0.1,10.0,rpe10_m,0.8666666666666666
local_relative_motion,5.0,0.1,10.0,dp_p95_m,0.3333333333333333
local_relative_motion,5.0,0.1,10.0,heading_mae_deg,0.28888888888888886
local_relative_motion,5.0,0.1,10.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,5.0,0.1,20.0,ate_m,0.28888888888888886
local_relative_motion,5.0,0.1,20.0,rpe1_m,0.7333333333333333
local_relative_motion,5.0,0.1,20.0,rpe5_m,0.7777777777777777
local_relative_motion,5.0,0.1,20.0,rpe10_m,0.8666666666666666
local_relative_motion,5.0,0.1,20.0,dp_p95_m,0.3333333333333333
local_relative_motion,5.0,0.1,20.0,heading_mae_deg,0.28888888888888886
local_relative_motion,5.0,0.1,20.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,5.0,0.2,1.0,ate_m,0.19999999999999998
local_relative_motion,5.0,0.2,1.0,rpe1_m,0.7333333333333333
local_relative_motion,5.0,0.2,1.0,rpe5_m,0.6888888888888888
local_relative_motion,5.0,0.2,1.0,rpe10_m,0.7777777777777777
local_relative_motion,5.0,0.2,1.0,dp_p95_m,0.24444444444444444
local_relative_motion,5.0,0.2,1.0,heading_mae_deg,0.28888888888888886
local_relative_motion,5.0,0.2,1.0,dtheta_p95_deg,0.19999999999999998
local_relative_motion,5.0,0.2,2.0,ate_m,0.26967994498529685
local_relative_motion,5.0,0.2,2.0,rpe1_m,0.7191465199607915
local_relative_motion,5.0,0.2,2.0,rpe5_m,0.6741998624632421
local_relative_motion,5.0,0.2,2.0,rpe10_m,0.7640931774583409
local_relative_motion,5.0,0.2,2.0,dp_p95_m,0.3146266024828463
local_relative_motion,5.0,0.2,2.0,heading_mae_deg,0.3146266024828463
local_relative_motion,5.0,0.2,2.0,dtheta_p95_deg,0.26967994498529685
local_relative_motion,5.0,0.2,5.0,ate_m,0.26967994498529685
local_relative_motion,5.0,0.2,5.0,rpe1_m,0.7191465199607915
local_relative_motion,5.0,0.2,5.0,rpe5_m,0.6741998624632421
local_relative_motion,5.0,0.2,5.0,rpe10_m,0.7640931774583409
local_relative_motion,5.0,0.2,5.0,dp_p95_m,0.3146266024828463
local_relative_motion,5.0,0.2,5.0,heading_mae_deg,0.3146266024828463
local_relative_motion,5.0,0.2,5.0,dtheta_p95_deg,0.26967994498529685
local_relative_motion,5.0,0.2,10.0,ate_m,0.26967994498529685
local_relative_motion,5.0,0.2,10.0,rpe1_m,0.7191465199607915
local_relative_motion,5.0,0.2,10.0,rpe5_m,0.6741998624632421
local_relative_motion,5.0,0.2,10.0,rpe10_m,0.7640931774583409
local_relative_motion,5.0,0.2,10.0,dp_p95_m,0.3146266024828463
local_relative_motion,5.0,0.2,10.0,heading_mae_deg,0.3146266024828463
local_relative_motion,5.0,0.2,10.0,dtheta_p95_deg,0.26967994498529685
local_relative_motion,5.0,0.2,20.0,ate_m,0.26967994498529685
local_relative_motion,5.0,0.2,20.0,rpe1_m,0.7191465199607915
local_relative_motion,5.0,0.2,20.0,rpe5_m,0.6741998624632421
local_relative_motion,5.0,0.2,20.0,rpe10_m,0.7640931774583409
local_relative_motion,5.0,0.2,20.0,dp_p95_m,0.3146266024828463
local_relative_motion,5.0,0.2,20.0,heading_mae_deg,0.3146266024828463
local_relative_motion,5.0,0.2,20.0,dtheta_p95_deg,0.26967994498529685
local_relative_motion,5.0,0.5,1.0,ate_m,0.28888888888888886
local_relative_motion,5.0,0.5,1.0,rpe1_m,0.6444444444444444
local_relative_motion,5.0,0.5,1.0,rpe5_m,0.6
local_relative_motion,5.0,0.5,1.0,rpe10_m,0.6888888888888888
local_relative_motion,5.0,0.5,1.0,dp_p95_m,0.3333333333333333
local_relative_motion,5.0,0.5,1.0,heading_mae_deg,0.37777777777777777
local_relative_motion,5.0,0.5,1.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,5.0,0.5,2.0,ate_m,0.23002185311411805
local_relative_motion,5.0,0.5,2.0,rpe1_m,0.6900655593423543
local_relative_motion,5.0,0.5,2.0,rpe5_m,0.6440611887195306
local_relative_motion,5.0,0.5,2.0,rpe10_m,0.7360699299651778
local_relative_motion,5.0,0.5,2.0,dp_p95_m,0.27602622373694163
local_relative_motion,5.0,0.5,2.0,heading_mae_deg,0.27602622373694163
local_relative_motion,5.0,0.5,2.0,dtheta_p95_deg,0.23002185311411805
local_relative_motion,5.0,0.5,5.0,ate_m,0.23002185311411805
local_relative_motion,5.0,0.5,5.0,rpe1_m,0.6900655593423543
local_relative_motion,5.0,0.5,5.0,rpe5_m,0.6440611887195306
local_relative_motion,5.0,0.5,5.0,rpe10_m,0.7360699299651778
local_relative_motion,5.0,0.5,5.0,dp_p95_m,0.27602622373694163
local_relative_motion,5.0,0.5,5.0,heading_mae_deg,0.27602622373694163
local_relative_motion,5.0,0.5,5.0,dtheta_p95_deg,0.23002185311411805
local_relative_motion,5.0,0.5,10.0,ate_m,0.23002185311411805
local_relative_motion,5.0,0.5,10.0,rpe1_m,0.6900655593423543
local_relative_motion,5.0,0.5,10.0,rpe5_m,0.6440611887195306
local_relative_motion,5.0,0.5,10.0,rpe10_m,0.7360699299651778
local_relative_motion,5.0,0.5,10.0,dp_p95_m,0.27602622373694163
local_relative_motion,5.0,0.5,10.0,heading_mae_deg,0.27602622373694163
local_relative_motion,5.0,0.5,10.0,dtheta_p95_deg,0.23002185311411805
local_relative_motion,5.0,0.5,20.0,ate_m,0.23002185311411805
local_relative_motion,5.0,0.5,20.0,rpe1_m,0.6900655593423543
local_relative_motion,5.0,0.5,20.0,rpe5_m,0.6440611887195306
local_relative_motion,5.0,0.5,20.0,rpe10_m,0.7360699299651778
local_relative_motion,5.0,0.5,20.0,dp_p95_m,0.27602622373694163
local_relative_motion,5.0,0.5,20.0,heading_mae_deg,0.27602622373694163
local_relative_motion,5.0,0.5,20.0,dtheta_p95_deg,0.23002185311411805
local_relative_motion,5.0,1.0,1.0,ate_m,0.3333333333333333
local_relative_motion,5.0,1.0,1.0,rpe1_m,0.6888888888888888
local_relative_motion,5.0,1.0,1.0,rpe5_m,0.6444444444444444
local_relative_motion,5.0,1.0,1.0,rpe10_m,0.6444444444444444
local_relative_motion,5.0,1.0,1.0,dp_p95_m,0.28888888888888886
local_relative_motion,5.0,1.0,1.0,heading_mae_deg,0.3333333333333333
local_relative_motion,5.0,1.0,1.0,dtheta_p95_deg,0.24444444444444444
local_relative_motion,5.0,1.0,2.0,ate_m,0.2771739468734333
local_relative_motion,5.0,1.0,2.0,rpe1_m,0.7307313144845059
local_relative_motion,5.0,1.0,2.0,rpe5_m,0.7307313144845059
local_relative_motion,5.0,1.0,2.0,rpe10_m,0.629940788348712
local_relative_motion,5.0,1.0,2.0,dp_p95_m,0.1259881576697424
local_relative_motion,5.0,1.0,2.0,heading_mae_deg,0.1259881576697424
local_relative_motion,5.0,1.0,2.0,dtheta_p95_deg,0.17638342073763935
local_relative_motion,5.0,1.0,5.0,ate_m,0.2721655269759087
local_relative_motion,5.0,1.0,5.0,rpe1_m,0.7076303701373625
local_relative_motion,5.0,1.0,5.0,rpe5_m,0.7076303701373625
local_relative_motion,5.0,1.0,5.0,rpe10_m,0.5987641593469991
local_relative_motion,5.0,1.0,5.0,dp_p95_m,0.10886621079036346
local_relative_motion,5.0,1.0,5.0,heading_mae_deg,0.10886621079036346
local_relative_motion,5.0,1.0,5.0,dtheta_p95_deg,0.1632993161855452
local_relative_motion,5.0,1.0,10.0,ate_m,0.2721655269759087
local_relative_motion,5.0,1.0,10.0,rpe1_m,0.7076303701373625
local_relative_motion,5.0,1.0,10.0,rpe5_m,0.7076303701373625
local_relative_motion,5.0,1.0,10.0,rpe10_m,0.5987641593469991
local_relative_motion,5.0,1.0,10.0,dp_p95_m,0.10886621079036346
local_relative_motion,5.0,1.0,10.0,heading_mae_deg,0.10886621079036346
local_relative_motion,5.0,1.0,10.0,dtheta_p95_deg,0.1632993161855452
local_relative_motion,5.0,1.0,20.0,ate_m,0.2721655269759087
local_relative_motion,5.0,1.0,20.0,rpe1_m,0.7076303701373625
local_relative_motion,5.0,1.0,20.0,rpe5_m,0.7076303701373625
local_relative_motion,5.0,1.0,20.0,rpe10_m,0.5987641593469991
local_relative_motion,5.0,1.0,20.0,dp_p95_m,0.10886621079036346
local_relative_motion,5.0,1.0,20.0,heading_mae_deg,0.10886621079036346
local_relative_motion,5.0,1.0,20.0,dtheta_p95_deg,0.1632993161855452
local_relative_motion,10.0,0.05,1.0,ate_m,0.4222222222222222
local_relative_motion,10.0,0.05,1.0,rpe1_m,0.4222222222222222
local_relative_motion,10.0,0.05,1.0,rpe5_m,0.4666666666666666
local_relative_motion,10.0,0.05,1.0,rpe10_m,0.37777777777777777
local_relative_motion,10.0,0.05,1.0,dp_p95_m,0.28888888888888886
local_relative_motion,10.0,0.05,1.0,heading_mae_deg,0.24444444444444444
local_relative_motion,10.0,0.05,1.0,dtheta_p95_deg,0.24444444444444444
local_relative_motion,10.0,0.05,2.0,ate_m,0.4666666666666666
local_relative_motion,10.0,0.05,2.0,rpe1_m,0.4666666666666666
local_relative_motion,10.0,0.05,2.0,rpe5_m,0.5111111111111111
local_relative_motion,10.0,0.05,2.0,rpe10_m,0.4222222222222222
local_relative_motion,10.0,0.05,2.0,dp_p95_m,0.3333333333333333
local_relative_motion,10.0,0.05,2.0,heading_mae_deg,0.28888888888888886
local_relative_motion,10.0,0.05,2.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,10.0,0.05,5.0,ate_m,0.4666666666666666
local_relative_motion,10.0,0.05,5.0,rpe1_m,0.4666666666666666
local_relative_motion,10.0,0.05,5.0,rpe5_m,0.5111111111111111
local_relative_motion,10.0,0.05,5.0,rpe10_m,0.4222222222222222
local_relative_motion,10.0,0.05,5.0,dp_p95_m,0.3333333333333333
local_relative_motion,10.0,0.05,5.0,heading_mae_deg,0.28888888888888886
local_relative_motion,10.0,0.05,5.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,10.0,0.05,10.0,ate_m,0.4666666666666666
local_relative_motion,10.0,0.05,10.0,rpe1_m,0.4666666666666666
local_relative_motion,10.0,0.05,10.0,rpe5_m,0.5111111111111111
local_relative_motion,10.0,0.05,10.0,rpe10_m,0.4222222222222222
local_relative_motion,10.0,0.05,10.0,dp_p95_m,0.3333333333333333
local_relative_motion,10.0,0.05,10.0,heading_mae_deg,0.28888888888888886
local_relative_motion,10.0,0.05,10.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,10.0,0.05,20.0,ate_m,0.4666666666666666
local_relative_motion,10.0,0.05,20.0,rpe1_m,0.4666666666666666
local_relative_motion,10.0,0.05,20.0,rpe5_m,0.5111111111111111
local_relative_motion,10.0,0.05,20.0,rpe10_m,0.4222222222222222
local_relative_motion,10.0,0.05,20.0,dp_p95_m,0.3333333333333333
local_relative_motion,10.0,0.05,20.0,heading_mae_deg,0.28888888888888886
local_relative_motion,10.0,0.05,20.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,10.0,0.1,1.0,ate_m,0.6444444444444444
local_relative_motion,10.0,0.1,1.0,rpe1_m,0.6444444444444444
local_relative_motion,10.0,0.1,1.0,rpe5_m,0.6888888888888888
local_relative_motion,10.0,0.1,1.0,rpe10_m,0.6
local_relative_motion,10.0,0.1,1.0,dp_p95_m,0.5111111111111111
local_relative_motion,10.0,0.1,1.0,heading_mae_deg,0.37777777777777777
local_relative_motion,10.0,0.1,1.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,10.0,0.1,2.0,ate_m,0.6444444444444444
local_relative_motion,10.0,0.1,2.0,rpe1_m,0.6444444444444444
local_relative_motion,10.0,0.1,2.0,rpe5_m,0.6888888888888888
local_relative_motion,10.0,0.1,2.0,rpe10_m,0.6
local_relative_motion,10.0,0.1,2.0,dp_p95_m,0.5111111111111111
local_relative_motion,10.0,0.1,2.0,heading_mae_deg,0.37777777777777777
local_relative_motion,10.0,0.1,2.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,10.0,0.1,5.0,ate_m,0.6444444444444444
local_relative_motion,10.0,0.1,5.0,rpe1_m,0.6444444444444444
local_relative_motion,10.0,0.1,5.0,rpe5_m,0.6888888888888888
local_relative_motion,10.0,0.1,5.0,rpe10_m,0.6
local_relative_motion,10.0,0.1,5.0,dp_p95_m,0.5111111111111111
local_relative_motion,10.0,0.1,5.0,heading_mae_deg,0.37777777777777777
local_relative_motion,10.0,0.1,5.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,10.0,0.1,10.0,ate_m,0.6444444444444444
local_relative_motion,10.0,0.1,10.0,rpe1_m,0.6444444444444444
local_relative_motion,10.0,0.1,10.0,rpe5_m,0.6888888888888888
local_relative_motion,10.0,0.1,10.0,rpe10_m,0.6
local_relative_motion,10.0,0.1,10.0,dp_p95_m,0.5111111111111111
local_relative_motion,10.0,0.1,10.0,heading_mae_deg,0.37777777777777777
local_relative_motion,10.0,0.1,10.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,10.0,0.1,20.0,ate_m,0.6444444444444444
local_relative_motion,10.0,0.1,20.0,rpe1_m,0.6444444444444444
local_relative_motion,10.0,0.1,20.0,rpe5_m,0.6888888888888888
local_relative_motion,10.0,0.1,20.0,rpe10_m,0.6
local_relative_motion,10.0,0.1,20.0,dp_p95_m,0.5111111111111111
local_relative_motion,10.0,0.1,20.0,heading_mae_deg,0.37777777777777777
local_relative_motion,10.0,0.1,20.0,dtheta_p95_deg,0.4666666666666666
local_relative_motion,10.0,0.2,1.0,ate_m,0.3333333333333333
local_relative_motion,10.0,0.2,1.0,rpe1_m,0.6888888888888888
local_relative_motion,10.0,0.2,1.0,rpe5_m,0.7333333333333333
local_relative_motion,10.0,0.2,1.0,rpe10_m,0.8222222222222221
local_relative_motion,10.0,0.2,1.0,dp_p95_m,0.37777777777777777
local_relative_motion,10.0,0.2,1.0,heading_mae_deg,0.3333333333333333
local_relative_motion,10.0,0.2,1.0,dtheta_p95_deg,0.3333333333333333
local_relative_motion,10.0,0.2,2.0,ate_m,0.28888888888888886
local_relative_motion,10.0,0.2,2.0,rpe1_m,0.7333333333333333
local_relative_motion,10.0,0.2,2.0,rpe5_m,0.7777777777777777
local_relative_motion,10.0,0.2,2.0,rpe10_m,0.8666666666666666
local_relative_motion,10.0,0.2,2.0,dp_p95_m,0.3333333333333333
local_relative_motion,10.0,0.2,2.0,heading_mae_deg,0.28888888888888886
local_relative_motion,10.0,0.2,2.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,10.0,0.2,5.0,ate_m,0.28888888888888886
local_relative_motion,10.0,0.2,5.0,rpe1_m,0.7333333333333333
local_relative_motion,10.0,0.2,5.0,rpe5_m,0.7777777777777777
local_relative_motion,10.0,0.2,5.0,rpe10_m,0.8666666666666666
local_relative_motion,10.0,0.2,5.0,dp_p95_m,0.3333333333333333
local_relative_motion,10.0,0.2,5.0,heading_mae_deg,0.28888888888888886
local_relative_motion,10.0,0.2,5.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,10.0,0.2,10.0,ate_m,0.28888888888888886
local_relative_motion,10.0,0.2,10.0,rpe1_m,0.7333333333333333
local_relative_motion,10.0,0.2,10.0,rpe5_m,0.7777777777777777
local_relative_motion,10.0,0.2,10.0,rpe10_m,0.8666666666666666
local_relative_motion,10.0,0.2,10.0,dp_p95_m,0.3333333333333333
local_relative_motion,10.0,0.2,10.0,heading_mae_deg,0.28888888888888886
local_relative_motion,10.0,0.2,10.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,10.0,0.2,20.0,ate_m,0.28888888888888886
local_relative_motion,10.0,0.2,20.0,rpe1_m,0.7333333333333333
local_relative_motion,10.0,0.2,20.0,rpe5_m,0.7777777777777777
local_relative_motion,10.0,0.2,20.0,rpe10_m,0.8666666666666666
local_relative_motion,10.0,0.2,20.0,dp_p95_m,0.3333333333333333
local_relative_motion,10.0,0.2,20.0,heading_mae_deg,0.28888888888888886
local_relative_motion,10.0,0.2,20.0,dtheta_p95_deg,0.28888888888888886
local_relative_motion,10.0,0.5,1.0,ate_m,0.35957325998039574
local_relative_motion,10.0,0.5,1.0,rpe1_m,0.6292532049656926
local_relative_motion,10.0,0.5,1.0,rpe5_m,0.5843065474681431
local_relative_motion,10.0,0.5,1.0,rpe10_m,0.6741998624632421
local_relative_motion,10.0,0.5,1.0,dp_p95_m,0.40451991747794525
local_relative_motion,10.0,0.5,1.0,heading_mae_deg,0.35957325998039574
local_relative_motion,10.0,0.5,1.0,dtheta_p95_deg,0.35957325998039574
local_relative_motion,10.0,0.5,2.0,ate_m,0.27602622373694163
local_relative_motion,10.0,0.5,2.0,rpe1_m,0.7360699299651778
local_relative_motion,10.0,0.5,2.0,rpe5_m,0.6900655593423543
local_relative_motion,10.0,0.5,2.0,rpe10_m,0.7820743005880014
local_relative_motion,10.0,0.5,2.0,dp_p95_m,0.3220305943597653
local_relative_motion,10.0,0.5,2.0,heading_mae_deg,0.3220305943597653
local_relative_motion,10.0,0.5,2.0,dtheta_p95_deg,0.27602622373694163
local_relative_motion,10.0,0.5,5.0,ate_m,0.27602622373694163
local_relative_motion,10.0,0.5,5.0,rpe1_m,0.7360699299651778
local_relative_motion,10.0,0.5,5.0,rpe5_m,0.6900655593423543
local_relative_motion,10.0,0.5,5.0,rpe10_m,0.7820743005880014
local_relative_motion,10.0,0.5,5.0,dp_p95_m,0.3220305943597653
local_relative_motion,10.0,0.5,5.0,heading_mae_deg,0.3220305943597653
local_relative_motion,10.0,0.5,5.0,dtheta_p95_deg,0.27602622373694163
local_relative_motion,10.0,0.5,10.0,ate_m,0.27602622373694163
local_relative_motion,10.0,0.5,10.0,rpe1_m,0.7360699299651778
local_relative_motion,10.0,0.5,10.0,rpe5_m,0.6900655593423543
local_relative_motion,10.0,0.5,10.0,rpe10_m,0.7820743005880014
local_relative_motion,10.0,0.5,10.0,dp_p95_m,0.3220305943597653
local_relative_motion,10.0,0.5,10.0,heading_mae_deg,0.3220305943597653
local_relative_motion,10.0,0.5,10.0,dtheta_p95_deg,0.27602622373694163
local_relative_motion,10.0,0.5,20.0,ate_m,0.27602622373694163
local_relative_motion,10.0,0.5,20.0,rpe1_m,0.7360699299651778
local_relative_motion,10.0,0.5,20.0,rpe5_m,0.6900655593423543
local_relative_motion,10.0,0.5,20.0,rpe10_m,0.7820743005880014
local_relative_motion,10.0,0.5,20.0,dp_p95_m,0.3220305943597653
local_relative_motion,10.0,0.5,20.0,heading_mae_deg,0.3220305943597653
local_relative_motion,10.0,0.5,20.0,dtheta_p95_deg,0.27602622373694163
local_relative_motion,10.0,1.0,1.0,ate_m,0.35957325998039574
local_relative_motion,10.0,1.0,1.0,rpe1_m,0.6292532049656926
local_relative_motion,10.0,1.0,1.0,rpe5_m,0.5843065474681431
local_relative_motion,10.0,1.0,1.0,rpe10_m,0.6741998624632421
local_relative_motion,10.0,1.0,1.0,dp_p95_m,0.40451991747794525
local_relative_motion,10.0,1.0,1.0,heading_mae_deg,0.35957325998039574
local_relative_motion,10.0,1.0,1.0,dtheta_p95_deg,0.35957325998039574
local_relative_motion,10.0,1.0,2.0,ate_m,0.22677868380553634
local_relative_motion,10.0,1.0,2.0,rpe1_m,0.6803360514166089
local_relative_motion,10.0,1.0,2.0,rpe5_m,0.6803360514166089
local_relative_motion,10.0,1.0,2.0,rpe10_m,0.781126577552403
local_relative_motion,10.0,1.0,2.0,dp_p95_m,0.2771739468734333
local_relative_motion,10.0,1.0,2.0,heading_mae_deg,0.2771739468734333
local_relative_motion,10.0,1.0,2.0,dtheta_p95_deg,0.22677868380553634
local_relative_motion,10.0,1.0,5.0,ate_m,0.21773242158072692
local_relative_motion,10.0,1.0,5.0,rpe1_m,0.6531972647421808
local_relative_motion,10.0,1.0,5.0,rpe5_m,0.6531972647421808
local_relative_motion,10.0,1.0,5.0,rpe10_m,0.7620634755325442
local_relative_motion,10.0,1.0,5.0,dp_p95_m,0.2721655269759087
